CapacityFactor{r in REGION, t in TECHNOLOGY, l in TIMESLICE, y in YEAR}; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Indicates the maximum time technology may run in a given time slice.; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Unit: Fraction; ; ; ; ; ; ; ; ; ; ; ; ; ; 
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Region;Technology;Timeslice;2018;2020;2025;2030;2035;2040;2045;2050; ; ; ; 
