CapacityToActivityUnit{r in REGION, t in TECHNOLOGY}; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Converts capacity to activity. Here we use a factor of 31.536, which is the level of energy production in PJ produced from 1 GW operating for 1 year (1GW * 8760 * 3600 / 10^6); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Unit: PJ/GW-YR; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Region;A_Rooftop_Commercial;A_Rooftop_Residential;D_Battery_Li-Ion;D_Battery_Redox;D_Gas_H2;D_Gas_Methane;D_Heat_HLR;D_Heat_HLI;D_PHS;D_PHS_Residual;FRT_Rail_Conv;FRT_Rail_Electric;FRT_Road_BEV;FRT_Road_H2;FRT_Road_ICE;FRT_Road_PHEV;FRT_Road_OH;FRT_Ship_Bio;FRT_Ship_Conv;P_Biomass;P_Coal_Hardcoal;P_Coal_Lignite;P_Gas;P_Nuclear;P_Oil;PSNG_Air_Bio;PSNG_Air_Conv;PSNG_Air_H2;PSNG_Rail_Conv;PSNG_Rail_Electric;PSNG_Road_BEV;PSNG_Road_H2;PSNG_Road_ICE;PSNG_Road_PHEV;R_Coal_Hardcoal;R_Coal_Lignite;R_Gas;R_Nuclear;R_Oil;RES_Biomass;RES_CSP;RES_Geothermal;RES_Hydro_Large;RES_Hydro_Small;RES_Ocean;RES_PV_Rooftop_Commercial;RES_PV_Rooftop_Residential;RES_PV_Utility_Avg;RES_PV_Utility_Inf;RES_PV_Utility_Opt;RES_Wind_Offshore_Transitional;RES_Wind_Offshore_Shallow;RES_Wind_Offshore_Deep;RES_Wind_Onshore_Avg;RES_Wind_Onshore_Inf;RES_Wind_Onshore_Opt;X_Electrolysis;X_Fuel_Cell;X_Methanation;Z_Import_Hardcoal;Z_Import_Gas;Z_Import_Oil;HHT_H2;D_CAES;CHP_Biomass_CCS;P_Biomass_CCS;A_CCS_Capacity;D_Gas_Methane;HLR_Gas_Boiler;HLR_Gas_CHP;HLR_Biomass;HLR_Biomass_CHP;HLR_Hardcoal;HLR_Lignite;HLR_Hardcoal_CHP;HLR_Lignite_CHP;HLR_Direct_Electric;HLR_Solar_Thermal;HLR_Heatpump_Aerial;HLR_Heatpump_Ground;HLR_Geothermal;HLR_Oil_Boiler;HLI_Gas_Boiler;HLI_Gas_CHP;HLI_Biomass;HLI_Biomass_CHP;HLI_Hardcoal;HLI_Lignite;HLI_Hardcoal_CHP;HLI_Direct_Electric;HLI_Solar_Thermal;HLI_Fuelcell;HLI_Geothermal;HLI_Oil_Boiler;HLI_Oil_CHP;HMI_Gas;HMI_Biomass;HMI_HardCoal;HMI_Steam_Electric;HMI_Oil;HHI_BF_BOF;HHI_DRI_EAF;HHI_Scrap_EAF;HHI_H2DRI_EAF;HHI_Molten_Electrolysis;HHI_Bio_BF_BOF;HLI_Lignite_CHP;HHI_BF_BOF_CCS;HHI_DRI_EAF_CCS;HLI_Biomass_CHP_CCS;HLI_Hardcoal_CHP_CCS;HLI_Lignite_CHP_CCS;HLR_Biomass_CHP_CCS;HLR_Hardcoal_CHP_CCS;HLR_Lignite_CHP_CCS;HMI_Gas_CCS;HMI_HardCoal_CCS;P_Coal_Hardcoal_CCS;P_Coal_Lignite_CCS;P_Gas_CCS;X_SMR;X_SMR_CCS;X_DAC;A_Air;HLR_H2_Boiler;HLI_H2_Boiler;X_Biofuel;HMI_H2;X_Powerfuel;RES_Grass;RES_Wood;RES_Residues;RES_Paper_Cardboard;RES_Roundwood;RES_Biogas;X_Gasifier;X_Liquifier;FRT_Road_LNG;FRT_Ship_LNG;PSNG_Road_LNG;P_H2_OCGT;A_Air;X_DAC_LT;X_DAC_HT;Z_Import_H2;Z_ETS_Buy;Z_ETS_Sell;CHP_Biomass_Solid;CHP_Coal_Hardcoal;CHP_Coal_Lignite;CHP_Gas_CCGT_Natural;CHP_Gas_CCGT_Biogas;CHP_Gas_CCGT_SynGas;CHP_Hydrogen_FuelCell;CHP_Biomass_Solid_CCS;CHP_Coal_Hardcoal_CCS;CHP_Coal_Lignite_CCS;CHP_Gas_CCGT_Natural_CCS;CHP_Gas_CCGT_Biogas_CCS;HLI_Convert_DH;HLR_Convert_DH;CHP_Oil;P_Gas_CCGT;P_Gas_OCGT;P_Gas_Engines;Res_PV_Utility_Tracking
DE;1;1;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;1;1;1;1;1;1;1;1;1;31,536;31,536;31,536;31,536;31,536;31,536;1;1;1;1;1;1;1;1;1;31,536;31,536;31,536;31,536;31,536;0;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;1;1;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;1;31,536;31,536;31,536;31,536;1;1;1;1;1;1;1;31,536;31,536;1;1;1;31,536;1;1;1;31,536;1;1;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;31,536;1;1;31,536;31,536;31,536;31,536;31,536
