Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,DolAmroth,Gondor,Rohan,Harad,Mordor
35,0.43298654,0.33562514,0.23877411,0.28,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.59,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
36,0.43298654,0.33562514,0.23877411,0.28,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.6,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
37,0.43298654,0.33562514,0.23877411,0.27,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.61,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
38,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.6,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
39,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.6,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
40,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.61,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
41,0.43298654,0.33562514,0.23877411,0.28,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.62,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
42,0.43298654,0.33562514,0.23877411,0.29,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.63,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
43,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.64,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
44,0.43298654,0.33562514,0.23877411,0.33,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.63,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
45,0.43298654,0.33562514,0.23877411,0.33,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.61,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
46,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.59,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
47,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.57,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
48,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.54,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
49,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.51,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
50,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.49,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
51,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.48,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
52,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.47,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
53,0.43298654,0.33562514,0.23877411,0.31,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.48,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
54,0.43298654,0.33562514,0.23877411,0.3,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.48,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
55,0.43298654,0.33562514,0.23877411,0.31,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.51,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
56,0.43298654,0.33562514,0.23877411,0.32,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.55,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
57,0.43298654,0.33562514,0.23877411,0.34,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.59,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
58,0.43298654,0.33562514,0.23877411,0.34,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.61,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
59,0.43298654,0.33562514,0.23877411,0.35,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.62,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
60,0.43298654,0.33562514,0.23877411,0.34,0.37443734,0.46523953,0.46523953,0.30982809,0.67244093,0.46588095,0.3413189,0.56525496,0.71252753,0.56294764,0.27751806,0.23216031,0.33562514,0.564143959,0.23011715,0.50313386,0.282266238,0.62,0.3621861,0.29379456,0.5453689,0.27643942,0.27643942,0.26846163,0.408445624,0.3413189,0.43298654,0.46523953,0.46588095,0.27751806,0.23011715
