Fuel,Year,Value,,Unit,Source,Updated at,Updated by
Power,2018,0.00003,,% loss per km,needs update,needs update,needs update
Power,2025,0.00003,,km,needs update,needs update,needs update
Power,2030,0.00003,,km,needs update,needs update,needs update
Power,2035,0.00003,,km,needs update,needs update,needs update
Power,2040,0.00003,,km,needs update,needs update,needs update
Power,2045,0.00003,,km,needs update,needs update,needs update
Power,2050,0.00003,,km,needs update,needs update,needs update
