Source: sourcetag; timestamp; name <email>																																			
HOUR	AT	BE	BG	CH	CZ	DE	DK	ES	FI	FR	GR	HR	HU	IE	IT	LU	NL	NO	PL	PT	RO	SE	SI	SK	UK	EE	LT	LV	NONEU_Balkan	TR	DolAmroth	Gondor	Rohan	Harad	Mordor
2786	0	0.428	0.562	0	0	0.295	0.319	0.75	0.794	0.522	0.004	0.562	0	0.227	0.116	0	0.313	0.297	0.549	0.75	0.784	0.506	0.562	0	0.227	0.094	0.094	0.094	0.218	0.581	0.562	0.794	0.522	0.218	0.116
2787	0	0.394	0.562	0	0	0.344	0.312	0.675	0.757	0.506	0.005	0.562	0	0.142	0.14	0	0.348	0.325	0.535	0.675	0.812	0.456	0.562	0	0.142	0.093	0.093	0.093	0.268	0.566	0.562	0.757	0.506	0.268	0.14
2788	0	0.36	0.563	0	0	0.358	0.319	0.627	0.731	0.486	0.008	0.563	0	0.075	0.23	0	0.376	0.362	0.522	0.627	0.782	0.426	0.563	0	0.075	0.097	0.097	0.097	0.334	0.555	0.563	0.731	0.486	0.334	0.23
2789	0	0.336	0.496	0	0	0.335	0.326	0.6	0.772	0.455	0.02	0.496	0	0.048	0.275	0	0.382	0.409	0.459	0.6	0.562	0.398	0.496	0	0.048	0.105	0.105	0.105	0.412	0.532	0.496	0.772	0.455	0.412	0.275
2790	0	0.32	0.483	0	0	0.295	0.289	0.547	0.749	0.4	0.03	0.483	0	0.067	0.253	0	0.364	0.406	0.377	0.547	0.458	0.373	0.483	0	0.067	0.126	0.126	0.126	0.46	0.503	0.483	0.749	0.4	0.46	0.253
2791	0	0.295	0.525	0	0	0.261	0.29	0.486	0.744	0.335	0.038	0.525	0	0.121	0.246	0	0.344	0.354	0.409	0.486	0.588	0.348	0.525	0	0.121	0.175	0.175	0.175	0.422	0.46	0.525	0.744	0.335	0.422	0.246
2792	0	0.285	0.561	0	0	0.255	0.317	0.447	0.736	0.321	0.045	0.561	0	0.224	0.281	0	0.338	0.303	0.556	0.447	0.639	0.325	0.561	0	0.224	0.224	0.224	0.224	0.397	0.431	0.561	0.736	0.321	0.397	0.281
2793	0	0.293	0.562	0	0	0.238	0.332	0.468	0.732	0.471	0.058	0.562	0	0.384	0.332	0	0.36	0.223	0.643	0.468	0.684	0.289	0.562	0	0.384	0.289	0.289	0.289	0.495	0.396	0.562	0.732	0.471	0.495	0.332
2794	0	0.314	0.534	0	0	0.269	0.354	0.486	0.735	0.664	0.099	0.534	0	0.544	0.399	0	0.381	0.139	0.666	0.486	0.71	0.211	0.534	0	0.544	0.317	0.317	0.317	0.625	0.39	0.534	0.735	0.664	0.625	0.399
2795	0	0.336	0.485	0	0	0.373	0.39	0.479	0.721	0.773	0.16	0.485	0	0.659	0.483	0	0.39	0.065	0.684	0.479	0.717	0.132	0.485	0	0.659	0.3	0.3	0.3	0.729	0.42	0.485	0.721	0.773	0.729	0.483
2796	0	0.356	0.428	0	0	0.497	0.452	0.491	0.698	0.815	0.228	0.428	0	0.726	0.561	0	0.379	0.02	0.714	0.491	0.714	0.08	0.428	0	0.726	0.309	0.309	0.309	0.653	0.455	0.428	0.698	0.815	0.653	0.561
2797	0	0.367	0.374	0	0	0.591	0.548	0.504	0.672	0.821	0.272	0.374	0	0.754	0.621	0	0.351	0.01	0.731	0.504	0.709	0.048	0.374	0	0.754	0.377	0.377	0.377	0.351	0.468	0.374	0.672	0.821	0.351	0.621
2798	0	0.365	0.329	0	0	0.638	0.64	0.515	0.642	0.799	0.286	0.329	0	0.762	0.667	0	0.318	0.05	0.722	0.515	0.699	0.041	0.329	0	0.762	0.492	0.492	0.492	0.21	0.458	0.329	0.642	0.799	0.21	0.667
2799	0	0.358	0.33	0	0	0.643	0.711	0.517	0.575	0.746	0.328	0.33	0	0.769	0.681	0	0.291	0.115	0.698	0.517	0.662	0.052	0.33	0	0.769	0.591	0.591	0.591	0.259	0.438	0.33	0.575	0.746	0.259	0.681
2800	0	0.361	0.406	0	0	0.625	0.746	0.506	0.49	0.648	0.346	0.406	0	0.781	0.647	0	0.267	0.196	0.654	0.506	0.551	0.063	0.406	0	0.781	0.641	0.641	0.641	0.344	0.415	0.406	0.49	0.648	0.344	0.647
2801	0	0.362	0.522	0	0	0.591	0.75	0.484	0.442	0.675	0.341	0.522	0	0.788	0.549	0	0.24	0.265	0.613	0.484	0.402	0.067	0.522	0	0.788	0.716	0.716	0.716	0.347	0.399	0.522	0.442	0.675	0.347	0.549
2802	0	0.358	0.597	0	0	0.55	0.709	0.458	0.506	0.843	0.376	0.597	0	0.785	0.417	0	0.204	0.277	0.522	0.458	0.353	0.071	0.597	0	0.785	0.784	0.784	0.784	0.308	0.395	0.597	0.506	0.843	0.308	0.417
2803	0	0.37	0.619	0	0	0.525	0.654	0.42	0.552	0.938	0.438	0.619	0	0.813	0.301	0	0.176	0.25	0.379	0.42	0.3	0.06	0.619	0	0.813	0.827	0.827	0.827	0.293	0.39	0.619	0.552	0.938	0.293	0.301
2804	0	0.388	0.629	0	0	0.505	0.623	0.396	0.547	0.979	0.551	0.629	0	0.868	0.221	0	0.134	0.201	0.315	0.396	0.281	0.047	0.629	0	0.868	0.862	0.862	0.862	0.331	0.373	0.629	0.547	0.979	0.331	0.221
2805	0	0.397	0.642	0	0	0.479	0.619	0.363	0.525	0.993	0.647	0.642	0	0.874	0.096	0	0.081	0.136	0.382	0.363	0.274	0.045	0.642	0	0.874	0.888	0.888	0.888	0.404	0.354	0.642	0.525	0.993	0.404	0.096
2806	0	0.391	0.621	0	0	0.452	0.609	0.352	0.466	0.991	0.697	0.621	0	0.888	0.062	0	0.044	0.078	0.496	0.352	0.241	0.055	0.621	0	0.888	0.895	0.895	0.895	0.477	0.324	0.621	0.466	0.991	0.477	0.062
2807	0	0.355	0.592	0	0	0.404	0.611	0.383	0.393	0.984	0.711	0.592	0	0.873	0.11	0	0.034	0.036	0.621	0.383	0.205	0.073	0.592	0	0.873	0.858	0.858	0.858	0.506	0.293	0.592	0.393	0.984	0.506	0.11
2808	0	0.297	0.559	0	0	0.351	0.625	0.396	0.299	0.974	0.704	0.559	0	0.861	0.19	0	0.04	0.014	0.689	0.396	0.199	0.093	0.559	0	0.861	0.736	0.736	0.736	0.47	0.281	0.559	0.299	0.974	0.47	0.19
2809	0	0.241	0.549	0	0	0.298	0.649	0.373	0.227	0.962	0.717	0.549	0	0.864	0.258	0	0.068	0.01	0.68	0.373	0.225	0.1	0.549	0	0.864	0.506	0.506	0.506	0.405	0.282	0.549	0.227	0.962	0.405	0.258
2810	0	0.198	0.563	0	0	0.24	0.667	0.354	0.173	0.95	0.756	0.563	0	0.891	0.331	0	0.128	0.028	0.615	0.354	0.259	0.103	0.563	0	0.891	0.291	0.291	0.291	0.369	0.283	0.563	0.173	0.95	0.369	0.331
2811	0	0.173	0.579	0	0	0.175	0.663	0.356	0.119	0.952	0.785	0.579	0	0.883	0.42	0	0.23	0.073	0.578	0.356	0.269	0.108	0.579	0	0.883	0.201	0.201	0.201	0.44	0.28	0.579	0.119	0.952	0.44	0.42
2812	0	0.179	0.625	0	0	0.102	0.635	0.28	0.067	0.95	0.807	0.625	0	0.871	0.496	0	0.347	0.14	0.557	0.28	0.285	0.112	0.625	0	0.871	0.205	0.205	0.205	0.49	0.288	0.625	0.067	0.95	0.49	0.496
2813	0	0.218	0.635	0	0	0.044	0.581	0.198	0.036	0.944	0.828	0.635	0	0.861	0.551	0	0.444	0.225	0.581	0.198	0.201	0.118	0.635	0	0.861	0.264	0.264	0.264	0.545	0.296	0.635	0.036	0.944	0.545	0.551
2814	0	0.288	0.662	0	0	0.021	0.473	0.13	0.017	0.94	0.746	0.662	0	0.837	0.637	0	0.476	0.301	0.632	0.13	0.157	0.162	0.662	0	0.837	0.338	0.338	0.338	0.547	0.292	0.662	0.017	0.94	0.547	0.637
2815	0	0.346	0.708	0	0	0.031	0.402	0.089	0.013	0.934	0.738	0.708	0	0.83	0.761	0	0.443	0.326	0.67	0.089	0.168	0.232	0.708	0	0.83	0.406	0.406	0.406	0.556	0.28	0.708	0.013	0.934	0.556	0.761
2816	0	0.41	0.74	0	0	0.077	0.361	0.069	0.021	0.934	0.509	0.74	0	0.824	0.813	0	0.462	0.344	0.667	0.069	0.175	0.297	0.74	0	0.824	0.504	0.504	0.504	0.522	0.269	0.74	0.021	0.934	0.522	0.813
2817	0	0.475	0.757	0	0	0.157	0.329	0.044	0.023	0.94	0.334	0.757	0	0.811	0.802	0	0.564	0.347	0.652	0.044	0.178	0.351	0.757	0	0.811	0.613	0.613	0.613	0.483	0.267	0.757	0.023	0.94	0.483	0.802
2818	0	0.51	0.763	0	0	0.244	0.296	0.025	0.021	0.946	0.412	0.763	0	0.815	0.762	0	0.654	0.326	0.659	0.025	0.159	0.385	0.763	0	0.815	0.625	0.625	0.625	0.466	0.274	0.763	0.021	0.946	0.466	0.762
2819	0	0.525	0.784	0	0	0.315	0.267	0.011	0.013	0.946	0.567	0.784	0	0.811	0.748	0	0.68	0.297	0.704	0.011	0.138	0.412	0.784	0	0.811	0.642	0.642	0.642	0.433	0.297	0.784	0.013	0.946	0.433	0.748
2820	0	0.53	0.808	0	0	0.381	0.24	0.009	0.012	0.951	0.647	0.808	0	0.803	0.781	0	0.684	0.264	0.738	0.009	0.124	0.441	0.808	0	0.803	0.71	0.71	0.71	0.369	0.326	0.808	0.012	0.951	0.369	0.781
2821	0	0.521	0.769	0	0	0.446	0.21	0.019	0.022	0.963	0.654	0.769	0	0.774	0.824	0	0.681	0.234	0.744	0.019	0.111	0.469	0.769	0	0.774	0.698	0.698	0.698	0.306	0.346	0.769	0.022	0.963	0.306	0.824
2822	0	0.483	0.678	0	0	0.521	0.186	0.04	0.04	0.972	0.64	0.678	0	0.722	0.872	0	0.663	0.212	0.743	0.04	0.1	0.494	0.678	0	0.722	0.61	0.61	0.61	0.225	0.358	0.678	0.04	0.972	0.225	0.872
2823	0	0.418	0.672	0	0	0.584	0.179	0.09	0.075	0.979	0.616	0.672	0	0.663	0.929	0	0.636	0.192	0.754	0.09	0.088	0.531	0.672	0	0.663	0.569	0.569	0.569	0.139	0.369	0.672	0.075	0.979	0.139	0.929
2824	0	0.344	0.775	0	0	0.613	0.21	0.153	0.114	0.983	0.574	0.775	0	0.606	0.961	0	0.594	0.156	0.777	0.153	0.075	0.562	0.775	0	0.606	0.575	0.575	0.575	0.092	0.376	0.775	0.114	0.983	0.092	0.961
2825	0	0.269	0.716	0	0	0.631	0.297	0.236	0.164	0.986	0.49	0.716	0	0.577	0.972	0	0.512	0.117	0.797	0.236	0.069	0.55	0.716	0	0.577	0.606	0.606	0.606	0.094	0.373	0.716	0.164	0.986	0.094	0.972
2826	0	0.202	0.602	0	0	0.663	0.404	0.335	0.263	0.987	0.406	0.602	0	0.579	0.975	0	0.408	0.107	0.803	0.335	0.08	0.541	0.602	0	0.579	0.626	0.626	0.626	0.123	0.364	0.602	0.263	0.987	0.123	0.975
2827	0	0.147	0.703	0	0	0.725	0.498	0.42	0.404	0.984	0.367	0.703	0	0.672	0.968	0	0.389	0.113	0.812	0.42	0.088	0.556	0.703	0	0.672	0.647	0.647	0.647	0.136	0.336	0.703	0.404	0.984	0.136	0.968
2828	0	0.093	0.818	0	0	0.76	0.559	0.452	0.559	0.985	0.341	0.818	0	0.799	0.962	0	0.433	0.107	0.84	0.452	0.083	0.579	0.818	0	0.799	0.665	0.665	0.665	0.118	0.284	0.818	0.559	0.985	0.118	0.962
2829	0	0.047	0.834	0	0	0.766	0.616	0.426	0.69	0.989	0.319	0.834	0	0.861	0.961	0	0.497	0.089	0.864	0.426	0.07	0.604	0.834	0	0.861	0.672	0.672	0.672	0.112	0.228	0.834	0.69	0.989	0.112	0.961
2830	0	0.033	0.807	0	0	0.756	0.652	0.389	0.704	0.993	0.317	0.807	0	0.902	0.954	0	0.563	0.083	0.871	0.389	0.053	0.639	0.807	0	0.902	0.699	0.699	0.699	0.139	0.191	0.807	0.704	0.993	0.139	0.954
2831	0	0.039	0.781	0	0	0.731	0.67	0.38	0.734	0.99	0.313	0.781	0	0.908	0.951	0	0.603	0.08	0.858	0.38	0.032	0.608	0.781	0	0.908	0.711	0.711	0.711	0.177	0.182	0.781	0.734	0.99	0.177	0.951
2832	0	0.059	0.737	0	0	0.716	0.688	0.398	0.75	0.981	0.339	0.737	0	0.897	0.951	0	0.611	0.076	0.82	0.398	0.025	0.534	0.737	0	0.897	0.616	0.616	0.616	0.248	0.198	0.737	0.75	0.981	0.248	0.951
2833	0	0.087	0.629	0	0	0.708	0.707	0.479	0.751	0.967	0.403	0.629	0	0.842	0.95	0	0.621	0.074	0.723	0.479	0.039	0.53	0.629	0	0.842	0.459	0.459	0.459	0.355	0.224	0.629	0.751	0.967	0.355	0.95
2834	0	0.123	0.496	0	0	0.724	0.712	0.591	0.753	0.942	0.483	0.496	0	0.754	0.94	0	0.635	0.064	0.609	0.591	0.064	0.521	0.496	0	0.754	0.389	0.389	0.389	0.475	0.252	0.496	0.753	0.942	0.475	0.94
2835	0	0.169	0.379	0	0	0.731	0.703	0.63	0.757	0.902	0.524	0.379	0	0.675	0.917	0	0.637	0.049	0.579	0.63	0.094	0.505	0.379	0	0.675	0.338	0.338	0.338	0.489	0.282	0.379	0.757	0.902	0.489	0.917
2836	0	0.217	0.298	0	0	0.713	0.695	0.614	0.812	0.834	0.52	0.298	0	0.655	0.876	0	0.621	0.036	0.621	0.614	0.117	0.514	0.298	0	0.655	0.366	0.366	0.366	0.394	0.305	0.298	0.812	0.834	0.394	0.876
2837	0	0.273	0.197	0	0	0.698	0.672	0.587	0.845	0.727	0.5	0.197	0	0.645	0.828	0	0.606	0.028	0.698	0.587	0.088	0.517	0.197	0	0.645	0.436	0.436	0.436	0.299	0.312	0.197	0.845	0.727	0.299	0.828
2838	0	0.314	0.153	0	0	0.662	0.63	0.526	0.869	0.6	0.549	0.153	0	0.669	0.756	0	0.609	0.026	0.734	0.526	0.027	0.543	0.153	0	0.669	0.581	0.581	0.581	0.221	0.318	0.153	0.869	0.6	0.221	0.756
2839	0	0.293	0.119	0	0	0.649	0.619	0.459	0.903	0.474	0.561	0.119	0	0.655	0.656	0	0.619	0.027	0.795	0.459	0.014	0.588	0.119	0	0.655	0.778	0.778	0.778	0.157	0.333	0.119	0.903	0.474	0.157	0.656
2840	0	0.28	0.093	0	0	0.694	0.613	0.396	0.943	0.328	0.546	0.093	0	0.667	0.543	0	0.686	0.032	0.813	0.396	0.013	0.644	0.093	0	0.667	0.817	0.817	0.817	0.11	0.338	0.093	0.943	0.328	0.11	0.543
2841	0	0.25	0.08	0	0	0.741	0.609	0.386	0.965	0.207	0.545	0.08	0	0.675	0.429	0	0.72	0.042	0.804	0.386	0.01	0.69	0.08	0	0.675	0.832	0.832	0.832	0.09	0.322	0.08	0.965	0.207	0.09	0.429
2842	0	0.189	0.07	0	0	0.772	0.613	0.373	0.978	0.205	0.566	0.07	0	0.689	0.354	0	0.73	0.06	0.779	0.373	0.006	0.729	0.07	0	0.689	0.861	0.861	0.861	0.141	0.286	0.07	0.978	0.205	0.141	0.354
2843	0	0.122	0.071	0	0	0.774	0.61	0.352	0.993	0.23	0.591	0.071	0	0.703	0.321	0	0.747	0.071	0.767	0.352	0.002	0.766	0.071	0	0.703	0.901	0.901	0.901	0.23	0.256	0.071	0.993	0.23	0.23	0.321
2844	0	0.078	0.097	0	0	0.779	0.601	0.359	0.992	0.254	0.605	0.097	0	0.71	0.306	0	0.781	0.08	0.765	0.359	0.001	0.804	0.097	0	0.71	0.912	0.912	0.912	0.34	0.246	0.097	0.992	0.254	0.34	0.306
2845	0	0.053	0.139	0	0	0.784	0.581	0.386	0.992	0.269	0.616	0.139	0	0.719	0.308	0	0.803	0.08	0.746	0.386	0.001	0.824	0.139	0	0.719	0.919	0.919	0.919	0.418	0.268	0.139	0.992	0.269	0.418	0.308
2846	0	0.049	0.189	0	0	0.766	0.556	0.396	0.992	0.319	0.616	0.189	0	0.745	0.317	0	0.808	0.075	0.714	0.396	0.003	0.848	0.189	0	0.745	0.943	0.943	0.943	0.43	0.322	0.189	0.992	0.319	0.43	0.317
2847	0	0.067	0.253	0	0	0.715	0.524	0.373	0.992	0.371	0.598	0.253	0	0.774	0.312	0	0.826	0.071	0.662	0.373	0.005	0.849	0.253	0	0.774	0.967	0.967	0.967	0.383	0.37	0.253	0.992	0.371	0.383	0.312
2848	0	0.126	0.342	0	0	0.647	0.501	0.37	0.99	0.404	0.58	0.342	0	0.785	0.292	0	0.813	0.071	0.559	0.37	0.009	0.833	0.342	0	0.785	0.963	0.963	0.963	0.31	0.41	0.342	0.99	0.404	0.31	0.292
2849	0	0.239	0.458	0	0	0.581	0.452	0.393	0.972	0.405	0.535	0.458	0	0.761	0.249	0	0.766	0.083	0.392	0.393	0.014	0.838	0.458	0	0.761	0.936	0.936	0.936	0.258	0.459	0.458	0.972	0.405	0.258	0.249
2850	0	0.395	0.538	0	0	0.583	0.451	0.419	0.878	0.381	0.493	0.538	0	0.7	0.23	0	0.702	0.095	0.23	0.419	0.009	0.877	0.538	0	0.7	0.932	0.932	0.932	0.238	0.504	0.538	0.878	0.381	0.238	0.23
2851	0	0.594	0.595	0	0	0.625	0.556	0.422	0.56	0.385	0.468	0.595	0	0.613	0.22	0	0.635	0.124	0.115	0.422	0.003	0.9	0.595	0	0.613	0.94	0.94	0.94	0.22	0.512	0.595	0.56	0.385	0.22	0.22
2852	0	0.733	0.635	0	0	0.682	0.693	0.425	0.344	0.433	0.417	0.635	0	0.512	0.196	0	0.577	0.187	0.047	0.425	0.007	0.898	0.635	0	0.512	0.927	0.927	0.927	0.172	0.488	0.635	0.344	0.433	0.172	0.196
2853	0	0.781	0.711	0	0	0.71	0.768	0.46	0.307	0.475	0.361	0.711	0	0.387	0.175	0	0.547	0.289	0.04	0.46	0.026	0.885	0.711	0	0.387	0.915	0.915	0.915	0.103	0.454	0.711	0.307	0.475	0.103	0.175
2854	0	0.786	0.783	0	0	0.697	0.776	0.508	0.351	0.539	0.335	0.783	0	0.295	0.172	0	0.5	0.34	0.105	0.508	0.05	0.871	0.783	0	0.295	0.897	0.897	0.897	0.059	0.444	0.783	0.351	0.539	0.059	0.172
2855	0	0.758	0.826	0	0	0.656	0.755	0.566	0.477	0.625	0.335	0.826	0	0.274	0.174	0	0.462	0.353	0.219	0.566	0.066	0.847	0.826	0	0.274	0.887	0.887	0.887	0.034	0.464	0.826	0.477	0.625	0.034	0.174
2856	0	0.764	0.835	0	0	0.596	0.725	0.637	0.615	0.672	0.341	0.835	0	0.317	0.165	0	0.452	0.333	0.354	0.637	0.073	0.81	0.835	0	0.317	0.87	0.87	0.87	0.028	0.497	0.835	0.615	0.672	0.028	0.165
2857	0	0.779	0.845	0	0	0.566	0.689	0.667	0.703	0.713	0.34	0.845	0	0.381	0.151	0	0.466	0.28	0.465	0.667	0.08	0.804	0.845	0	0.381	0.825	0.825	0.825	0.025	0.524	0.845	0.703	0.713	0.025	0.151
2858	0	0.797	0.83	0	0	0.505	0.598	0.656	0.765	0.722	0.332	0.83	0	0.413	0.143	0	0.473	0.244	0.536	0.656	0.095	0.81	0.83	0	0.413	0.771	0.771	0.771	0.022	0.545	0.83	0.765	0.722	0.022	0.143
2859	0	0.806	0.794	0	0	0.438	0.477	0.621	0.774	0.715	0.317	0.794	0	0.425	0.138	0	0.472	0.228	0.571	0.621	0.134	0.805	0.794	0	0.425	0.708	0.708	0.708	0.02	0.562	0.794	0.774	0.715	0.02	0.138
2860	0	0.793	0.791	0	0	0.401	0.452	0.616	0.775	0.708	0.275	0.791	0	0.436	0.132	0	0.456	0.227	0.568	0.616	0.198	0.784	0.791	0	0.436	0.571	0.571	0.571	0.019	0.537	0.791	0.775	0.708	0.019	0.132
2861	0	0.781	0.81	0	0	0.383	0.493	0.653	0.793	0.674	0.217	0.81	0	0.449	0.15	0	0.449	0.221	0.512	0.653	0.181	0.772	0.81	0	0.449	0.425	0.425	0.425	0.016	0.453	0.81	0.793	0.674	0.016	0.15
2862	0	0.76	0.802	0	0	0.348	0.41	0.645	0.772	0.594	0.175	0.802	0	0.459	0.161	0	0.472	0.19	0.448	0.645	0.131	0.772	0.802	0	0.459	0.354	0.354	0.354	0.015	0.359	0.802	0.772	0.594	0.015	0.161
2863	0	0.76	0.763	0	0	0.331	0.3	0.537	0.76	0.448	0.145	0.763	0	0.454	0.186	0	0.505	0.167	0.46	0.537	0.152	0.754	0.763	0	0.454	0.326	0.326	0.326	0.015	0.293	0.763	0.76	0.448	0.015	0.186
2864	0	0.809	0.719	0	0	0.324	0.21	0.393	0.77	0.352	0.147	0.719	0	0.472	0.23	0	0.581	0.183	0.608	0.393	0.181	0.712	0.719	0	0.472	0.304	0.304	0.304	0.023	0.257	0.719	0.77	0.352	0.023	0.23
2865	0	0.844	0.675	0	0	0.359	0.183	0.331	0.769	0.293	0.236	0.675	0	0.529	0.286	0	0.672	0.209	0.714	0.331	0.197	0.66	0.675	0	0.529	0.264	0.264	0.264	0.051	0.241	0.675	0.769	0.293	0.051	0.286
2866	0	0.895	0.629	0	0	0.412	0.18	0.267	0.771	0.259	0.323	0.629	0	0.532	0.349	0	0.727	0.199	0.769	0.267	0.208	0.587	0.629	0	0.532	0.201	0.201	0.201	0.094	0.258	0.629	0.771	0.259	0.094	0.349
2867	0	0.925	0.569	0	0	0.455	0.161	0.23	0.758	0.263	0.45	0.569	0	0.478	0.415	0	0.748	0.167	0.794	0.23	0.198	0.537	0.569	0	0.478	0.146	0.146	0.146	0.139	0.309	0.569	0.758	0.263	0.139	0.415
2868	0	0.942	0.506	0	0	0.47	0.144	0.241	0.758	0.283	0.557	0.506	0	0.416	0.485	0	0.756	0.127	0.805	0.241	0.169	0.488	0.506	0	0.416	0.123	0.123	0.123	0.17	0.37	0.506	0.758	0.283	0.17	0.485
2869	0	0.948	0.436	0	0	0.453	0.123	0.308	0.775	0.297	0.63	0.436	0	0.351	0.54	0	0.746	0.089	0.805	0.308	0.141	0.452	0.436	0	0.351	0.124	0.124	0.124	0.171	0.415	0.436	0.775	0.297	0.171	0.54
2870	0	0.946	0.365	0	0	0.405	0.096	0.36	0.784	0.319	0.668	0.365	0	0.291	0.579	0	0.731	0.064	0.793	0.36	0.117	0.467	0.365	0	0.291	0.143	0.143	0.143	0.135	0.439	0.365	0.784	0.319	0.135	0.579
2871	0	0.931	0.304	0	0	0.351	0.065	0.375	0.801	0.347	0.664	0.304	0	0.246	0.614	0	0.701	0.057	0.776	0.375	0.096	0.492	0.304	0	0.246	0.185	0.185	0.185	0.091	0.438	0.304	0.801	0.347	0.091	0.614
2872	0	0.906	0.253	0	0	0.292	0.034	0.399	0.791	0.377	0.609	0.253	0	0.215	0.616	0	0.647	0.071	0.761	0.399	0.081	0.483	0.253	0	0.215	0.236	0.236	0.236	0.065	0.425	0.253	0.791	0.377	0.065	0.616
2873	0	0.886	0.23	0	0	0.23	0.032	0.457	0.771	0.373	0.514	0.23	0	0.176	0.604	0	0.569	0.081	0.737	0.457	0.08	0.481	0.23	0	0.176	0.302	0.302	0.302	0.05	0.428	0.23	0.771	0.373	0.05	0.604
2874	0	0.884	0.217	0	0	0.195	0.079	0.51	0.753	0.311	0.45	0.217	0	0.14	0.597	0	0.479	0.092	0.747	0.51	0.091	0.502	0.217	0	0.14	0.393	0.393	0.393	0.037	0.453	0.217	0.753	0.311	0.037	0.597
2875	0	0.881	0.193	0	0	0.213	0.184	0.491	0.724	0.255	0.422	0.193	0	0.118	0.581	0	0.427	0.108	0.768	0.491	0.105	0.539	0.193	0	0.118	0.5	0.5	0.5	0.028	0.485	0.193	0.724	0.255	0.028	0.581
2876	0	0.899	0.168	0	0	0.265	0.311	0.423	0.663	0.238	0.373	0.168	0	0.108	0.571	0	0.415	0.117	0.747	0.423	0.081	0.568	0.168	0	0.108	0.631	0.631	0.631	0.026	0.506	0.168	0.663	0.238	0.026	0.571
2877	0	0.925	0.15	0	0	0.347	0.387	0.412	0.575	0.222	0.329	0.15	0	0.127	0.546	0	0.425	0.127	0.741	0.412	0.028	0.566	0.15	0	0.127	0.744	0.744	0.744	0.027	0.521	0.15	0.575	0.222	0.027	0.546
2878	0	0.922	0.147	0	0	0.436	0.389	0.441	0.544	0.258	0.298	0.147	0	0.191	0.529	0	0.452	0.145	0.756	0.441	0.023	0.583	0.147	0	0.191	0.797	0.797	0.797	0.025	0.523	0.147	0.544	0.258	0.025	0.529
2879	0	0.874	0.157	0	0	0.505	0.331	0.462	0.534	0.322	0.295	0.157	0	0.27	0.515	0	0.487	0.18	0.761	0.462	0.034	0.597	0.157	0	0.27	0.799	0.799	0.799	0.025	0.51	0.157	0.534	0.322	0.025	0.515
2880	0	0.781	0.166	0	0	0.545	0.241	0.489	0.547	0.368	0.307	0.166	0	0.305	0.503	0	0.511	0.23	0.741	0.489	0.038	0.605	0.166	0	0.305	0.781	0.781	0.781	0.028	0.501	0.166	0.547	0.368	0.028	0.503
2881	0	0.753	0.168	0	0	0.555	0.151	0.543	0.577	0.347	0.319	0.168	0	0.307	0.509	0	0.522	0.279	0.717	0.543	0.041	0.608	0.168	0	0.307	0.754	0.754	0.754	0.031	0.516	0.168	0.577	0.347	0.031	0.509
2882	0	0.737	0.161	0	0	0.545	0.077	0.547	0.654	0.344	0.322	0.161	0	0.312	0.516	0	0.52	0.338	0.714	0.547	0.049	0.61	0.161	0	0.312	0.733	0.733	0.733	0.03	0.543	0.161	0.654	0.344	0.03	0.516
2883	0	0.678	0.153	0	0	0.512	0.032	0.475	0.648	0.395	0.329	0.153	0	0.327	0.523	0	0.515	0.402	0.722	0.475	0.063	0.62	0.153	0	0.327	0.713	0.713	0.713	0.025	0.554	0.153	0.648	0.395	0.025	0.523
2884	0	0.612	0.147	0	0	0.466	0.025	0.391	0.609	0.406	0.333	0.147	0	0.338	0.495	0	0.506	0.469	0.713	0.391	0.06	0.59	0.147	0	0.338	0.679	0.679	0.679	0.019	0.58	0.147	0.609	0.406	0.019	0.495
2885	0	0.598	0.113	0	0	0.42	0.053	0.326	0.547	0.413	0.321	0.113	0	0.322	0.401	0	0.482	0.549	0.603	0.326	0.028	0.534	0.113	0	0.322	0.615	0.615	0.615	0.021	0.619	0.113	0.547	0.413	0.021	0.401
2886	0	0.632	0.084	0	0	0.352	0.086	0.272	0.563	0.458	0.285	0.084	0	0.295	0.296	0	0.433	0.566	0.463	0.272	0.006	0.51	0.084	0	0.295	0.583	0.583	0.583	0.021	0.648	0.084	0.563	0.458	0.021	0.296
2887	0	0.74	0.082	0	0	0.322	0.101	0.211	0.563	0.525	0.265	0.082	0	0.232	0.267	0	0.373	0.592	0.461	0.211	0.023	0.517	0.082	0	0.232	0.574	0.574	0.574	0.019	0.648	0.082	0.563	0.525	0.019	0.267
2888	0	0.824	0.092	0	0	0.296	0.113	0.134	0.552	0.589	0.272	0.092	0	0.223	0.255	0	0.295	0.625	0.548	0.134	0.051	0.527	0.092	0	0.223	0.629	0.629	0.629	0.03	0.624	0.092	0.552	0.589	0.03	0.255
2889	0	0.815	0.124	0	0	0.272	0.101	0.112	0.556	0.599	0.307	0.124	0	0.222	0.242	0	0.224	0.649	0.59	0.112	0.066	0.547	0.124	0	0.222	0.649	0.649	0.649	0.051	0.594	0.124	0.556	0.599	0.051	0.242
2890	0	0.748	0.203	0	0	0.253	0.073	0.175	0.533	0.533	0.363	0.203	0	0.2	0.242	0	0.176	0.654	0.613	0.175	0.066	0.575	0.203	0	0.2	0.661	0.661	0.661	0.06	0.561	0.203	0.533	0.533	0.06	0.242
