"CapitalCostStorage{r in REGION, s in STORAGE, y in YEAR}", , , , , , , , , 
Capital Cost of storages per energy content, , , , , , , , , 
Unit: M€/PJ, , , , , , , , , 
 , , , , , , , , , 
Region,Storage,2018,2020,2025,2030,2035,2040,2045,2050
