"EmissionContentPerFuel{f in FUEL, e in EMISSION}", , 
Emission content per unit of energy per fuel, , 
Unit: Megatonnes/PJ, , 
 , , 
Hardcoal,CO2,0946
Lignite,CO2,"0,101"
Gas_Natural,CO2,"0,0561"
Oil,CO2,"0,0733"
Biomass,CO2,"0,11"
Air,CO2,"1,0"
LNG,CO2,"0,0561"
ETS,CO2,"1,0"
ETS_Source,CO2,"1,0"
