"TradeCosts{f in FUEL, r in REGION1, rr in REGION2}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Costs for trading a fuel from one region to another., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Unit: M€/PJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,FR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,GR,HR,HU,IE,IT,LT,LU,LV,NONEU_Balkan,NL,PL,PT,RO,SE,SI,SK,UK,TR,NO1,NO2,NO3,NO4,NO5
Gas_Bio,LV,0,"0,0406495124262981",0,0,0,"0,03266843202885034","0,03680193280405938","0,02963341542787254","0,006612264381311067",0,"0,02739936259549481",0,0,"0,03671283239535614",0,0,"0,005807027583215809",0,0,0,"0,04325342676941928","0,0204556304796488",0,"0,03940325253603991","0,02578686080545246",0,"0,03142393116857008",0,0,"3,860440776289164","4,036536096587539","4,050198375699991","4,478014744479452","4,132246652694838"
Gas_Bio,NL,"0,04133749437043953","0,0258584485507724","0,006179701968024417",0,"0,02049886565821899","0,02375140395891572","0,0114511314835457","0,01620137918836614",0,"0,04865280275668325",0,0,"0,03631307692220843","0,03679560285327138","0,02997483701317177","0,0373309037514928","0,04018118466393956","0,008987868964446807","0,04325342676941928",0,0,"0,0303250608405059",0,0,"0,04320512503188445","0,0308046468979004","0,03410583887124256","0,01942123633019037",0,"3,886324620996233","3,521715494163921","4,231884962851407","5,186383726539071","3,827720016915931"
Gas_Bio,NONEU_Balkan,"0,05816727042390835","0,02145509952634534",0,"0,01573906298057189","0,03145185345895429","0,02666668309027724","0,0367534564049126",0,0,0,0,"0,01675667081438361","0,01090427155722444","0,0156426095229976",0,"0,0188628276759771",0,0,0,0,0,"0,03337862521602672",0,"0,01829713975452239",0,"0,01643053848243834","0,02116154154774488",0,0,0,0,0,0,0
Gas_Bio,PL,"0,0643247794240882","0,02026772905443355","0,03335939689693787","0,03632247421205603","0,03220194551482621","0,01254527105853581","0,02038074916225174","0,02396982159813445","0,02653989193725632",0,"0,04600347883209941","0,04758877819717153","0,02630642909570019","0,01773926426684621",0,"0,03776859641017981","0,01493550321656647","0,03117057516447254","0,02045563047964884","0,03337862521602672","0,0303250608405059",0,0,"0,02601674282129807","0,03847158539337309","0,02400304528526531","0,01222482559637749","0,04831360799942169",0,"4,101205851792225","4,056248643237275","4,38120733667767","5,089510559556176","4,21480656482405"
Gas_Bio,PT,"0,01802513333089565",0,0,0,0,0,0,0,0,"0,01355791087880958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,05378928238585107",0,0,0,0,0,0
Gas_Bio,RO,"0,07242771051105709","0,02735299218649005",0,"0,01102943142586281","0,04155016537842256","0,02708452043610851","0,03938212607414331","0,04930321332807293",0,0,0,"0,02484105219234879","0,02177030793420918","0,01454449010940522",0,"0,03480935222009997","0,03405918631005826",0,"0,03940325253603991","0,01829713975452239",0,"0,02601674282129807",0,0,0,"0,02532245354505296","0,01684528983235567",0,"0,02890528629",0,0,0,0,0
Gas_Bio,SE,"0,08435419920578492","0,05462056922641707","0,04936281647248296",0,"0,05972085676427509","0,04675708713412922","0,04354353183322363","0,012861084","0,02127610451447485",0,"0,01626378343544752",0,"0,06347547708840413","0,05613374738338996",0,"0,07219858835033166","0,02968437474192725","0,05100346017447402","0,02578686080545246",0,"0,04320512503188445","0,03847158539337309",0,0,0,"0,05974543638428802","0,05065247044440867","0,04775266619988827",0,"2,858335323281074","3,148303875253087","2,389256341203711","3,270137316874651","3,119521428734023"
Gas_Bio,SI,"0,04733324703725302","0,005505819928168359","0,02906550051905686","0,02920385617394221","0,01645708955336055","0,01299962467142488","0,02069499014632516","0,03678646850225013",0,"0,05250424307585729",0,"0,03316933694228601","0,005527990095657328","0,01189560826479192",0,"0,01382391358071665","0,03880982858672263","0,02468454971997659",0,"0,01643053848243834","0,0308046468979004","0,02400304528526534",0,"0,02532245354505296","0,05974543638428802",0,"0,01461452795344782",0,0,0,0,0,0,0
Gas_Bio,SK,"0,06041742332200622","0,01339721182001597","0,03503230536183289","0,0256545292116616","0,02795293894610695","0,01040744843183924","0,02267731544123221","0,03311805968150398","0,03786918326213752",0,0,"0,03567703807819268","0,01513094044273241","0,005519001685676319",0,"0,02810491278109178","0,02562741042260954","0,03154721634682853","0,03142393116857008","0,02116154154774488","0,03410583887124256","0,01222482559637745",0,"0,01684528983235567","0,05065247044440867","0,01461452795344782",0,0,0,0,0,0,0,0
Gas_Bio,TR,0,0,0,"0,01376135988",0,0,0,0,0,0,0,"0,02790855228",0,0,0,0,0,0,0,0,0,0,0,"0,02890528629",0,0,0,0,0,0,0,0,0,0
Gas_Bio,UK,"0,019291626","0,04498219763944346","0,02075758373569463",0,"0,0364857156432695","0,04312886627834769","0,03085151195022685","0,02733269851175033",0,"0,0498210666956676",0,0,0,0,"0,01169885777282479","0,05381841723682451",0,"0,02526835472054819",0,0,"0,01942123633019037","0,04831360799942169","0,05378928238585107",0,"0,04775266619988827",0,0,0,0,"4,267140867450603","3,721836654045445","4,34731573923017","5,281670359267629","4,005927646552846"
Gas_Bio,NO1,"4,823431987630984",0,"4,191874665879089",0,0,"4,276935539635642","4,053225181612394","3,007319868043779","3,69769313317553",0,"3,771123801232328",0,0,0,"4,524633647403362",0,"3,871796500389401","4,296425844006106","3,860440776289164",0,"3,886324620996233","4,101205851792225",0,0,"2,858335323281074",0,0,"4,267140867450603",0,0,"2,272559709073204","2,106913896196634","3,982741951953752","2,02059302818539"
Gas_Bio,NO2,"4,505295915210157",0,"3,83757965898068",0,0,"4,149830241691555","3,83757965898068","2,457305099944694","3,992040169741211",0,"4,111591369197376",0,0,0,"4,176000561579898",0,"3,998221203048921","3,959354585598529","4,036536096587539",0,"3,521715494163921","4,056248643237275",0,0,"3,148303875253087",0,0,"3,721836654045445",0,"2,272559709073204",0,"2,716115252029955","4,283911443593126","2,016344959741732"
Gas_Bio,NO3,"5,035100896816328",0,"4,492335485204877",0,0,"4,638174461523815","4,466247116896503","3,457520515989775","3,86369031438988",0,"3,634511941443909",0,0,0,"4,645598356506541",0,"4,130776345259916","4,586966392170527","4,050198375699991",0,"4,231884962851407","4,38120733667767",0,0,"2,389256341203711",0,0,"4,34731573923017",0,"2,106913896196634","2,716115252029955",0,"3,613086195569013","2,362563244073919"
Gas_Bio,NO4,"5,87608042290247",0,"5,394339953705811",0,0,"5,368496115704715","5,30509764106365","4,673895174353164","4,220510740336723",0,"3,420864783239204",0,0,0,"5,461079159234144",0,"4,675119722154544","5,448413699405881","4,478014744479452",0,"5,186383726539071","5,089510559556176",0,0,"3,270137316874651",0,0,"5,281670359267629",0,"3,982741951953752","4,283911443593126","3,613086195569013",0,"4,066804564682496"
Gas_Bio,NO5,"4,740552712737181",0,"4,127833402542739",0,0,"4,382554936545095","4,127833402542739","2,97170597051317","4,036536096587539",0,"4,035013833149516",0,0,0,"4,310267708025695",0,"4,132246652694838","4,244627075258463","4,132246652694838",0,"3,827720016915931","4,21480656482405",0,0,"3,119521428734023",0,0,"4,005927646552846",0,"2,02059302818539","2,016344959741732","2,362563244073919","4,066804564682496",0
Gas_Natural,AT,"0,04702345725145432",0,"0,02476520136819177","0,03287455821235633","0,01467310155731268","0,008193865915209847","0,01533802275354383","0,03128556084551364",0,"0,05274919190973606",0,"0,03819772353644209","0,01068333054214598","0,01288017389285836",0,"0,01793132800638655","0,03520199242584813","0,02058799963962946","0,0406495124262981","0,02145509952634534","0,0258584485507724","0,02026772905443351",0,"0,02735299218649005","0,05462056922641707","0,005505819928168392","0,01339721182001597","0,04498219763944346",0,0,0,0,0,0
Gas_Natural,BE,"0,03533657023340541","0,02476520136819177",0,0,"0,01612122508590508","0,02468925781030549","0,01306993866997026","0,02225468021252829",0,"0,04261441425839081",0,0,"0,03456644194416221","0,03684846045574327","0,02971345348589216","0,03344603040624715",0,"0,004514327819604703",0,0,"0,006179701968024417","0,03335939689693787",0,0,"0,04936281647248296","0,02906550051905686","0,03503230536183289","0,02075758373569463",0,"4,191874665879089","3,83757965898068","4,492335485204877","5,394339953705811","4,127833402542739"
Gas_Natural,BG,0,"0,03287455821235601",0,0,"0,04551047894220948","0,03495147192147744","0,04687919021644636",0,0,0,0,"0,01459580678030451","0,02421628433757319","0,02158012928858536",0,"0,03458056089445386",0,0,0,"0,01573906298057189",0,"0,03632247421205603",0,"0,01102943142586281",0,"0,02920385617394221","0,0256545292116616",0,"0,01376135988",0,0,0,0,0
Gas_Natural,CH,"0,03261390670812176","0,01467310155731268","0,01612122508590508","0,04551047894220948",0,"0,01993103103572399","0,01622478355164338","0,03302243458593283",0,"0,03871212183509905",0,0,"0,02131529465527787","0,02735785690629898",0,"0,01736269731364003",0,"0,01180079932648142",0,"0,03145185345895426","0,02049886565821902","0,03220194551482621",0,"0,04155016537842256","0,05972085676427509","0,01645708955336055","0,02795293894610695","0,0364857156432695",0,0,0,0,0,0
Gas_Natural,CZ,"0,05241957370572829","0,008193865915209847","0,02468925781030549","0,03495147192147744","0,01993103103572399",0,"0,01230253763282195","0,02500717995611321","0,03839199175707334",0,0,"0,04289502898849325","0,01699680211861441","0,01337143324467257",0,"0,02612167177972485","0,02735874641741991","0,02138917892474188","0,03266843202885002","0,02666668309027724","0,02375140395891572","0,01254527105853581",0,"0,02708452043610851","0,04675708713412922","0,01299962467142491","0,01040744843183924","0,04312886627834769",0,"4,276935539635642","4,149830241691555","4,638174461523815","5,368496115704715","4,382554936545095"
Gas_Natural,DE,"0,04535957683027006","0,01533802275354383","0,01306993866997026","0,04687919021644636","0,01622478355164338","0,01230253763282195",0,"0,0173780953104027","0,04118890440620088","0,05224699577061525","0,05629277587808087","0,05345909723317217","0,02602032804351308","0,02540493851454061","0,04135135399507461","0,03003554114580222","0,03264565810341116","0,01090803158968193","0,03680193280405938","0,0367534564049126","0,0114511314835457","0,02038074916225174",0,"0,03938212607414331","0,04354353183322363","0,02069499014632516","0,02267731544123221","0,03085151195022685",0,"4,053225181612394","3,83757965898068","4,466247116896503","5,30509764106365","4,127833402542739"
Gas_Natural,DK,"0,05753754721543564","0,03128556084551364","0,02225468021252826",0,"0,03302243458593283","0,02500717995611321","0,01737809531040267",0,"0,03145937407430766",0,"0,04173719005934918",0,"0,04161293746712995","0,03768103001136275","0,03901520753374217","0,04734664893014454","0,0280697123444073","0,02372254508093188","0,02963341542787254",0,"0,01620137918836614","0,02396982159813445",0,"0,04930321332807293","0,012861084","0,03678646850225013","0,03311805968150398","0,02733269851175033",0,"3,007319868043779","2,457305099944694","3,457520515989775","4,673895174353164","2,97170597051317"
Gas_Natural,EE,0,0,0,0,0,"0,03839199175707334","0,04118890440620088","0,03145937407430766",0,0,"0,02083210390458065",0,0,0,0,0,"0,01236169526870533",0,"0,006612264381311067",0,0,"0,02653989193725632",0,0,"0,02127610451447485",0,"0,03786918326213752",0,0,"3,69769313317553","3,992040169741211","3,86369031438988","4,220510740336723","4,036536096587539"
Gas_Natural,ES,"0,007381950495159878","0,05274919190973606","0,04261441425839081",0,"0,03871212183509905",0,"0,05224699577061525",0,0,0,0,0,"0,05541816484753864",0,"0,04756840291972318","0,04311736019184872",0,"0,04203515584151531",0,0,"0,04865280275668325",0,"0,01355791087880958",0,0,"0,05250424307585729",0,"0,0498210666956676",0,0,0,0,0,0
Gas_Natural,FI,0,0,0,0,0,0,"0,05629277587808087","0,04173719005934918","0,02083210390458065",0,0,0,0,0,0,0,"0,03299868798757481",0,"0,02739936259549481",0,0,"0,04600347883209941",0,0,"0,01626378343544752",0,0,0,0,"3,771123801232328","4,111591369197376","3,634511941443909","3,420864783239204","4,035013833149516"
Gas_Natural,FR,0,"0,04702345725145432","0,009645813000000001",0,"0,0112534485","0,05241957370572829","0,016076355","0,05753754721543564",0,"0,03215271",0,"0,07077090648650539","0,05073663285721888","0,0591091636481678","0,04129971543271129","0,03215271",0,"0,03495156314457201",0,"0,05816727042390835","0,04133749437043953","0,0643247794240882","0,01802513333089565","0,07242771051105709","0,08435419920578492","0,04733324703725302","0,06041742332200622","0,019291626",0,"4,823431987630984","4,505295915210157","5,035100896816328","5,87608042290247","4,740552712737181"
Gas_Natural,GR,"0,07077090648650539","0,03819772353644209",0,"0,01459580678030451",0,"0,04289502898849325","0,05345909723317217",0,0,0,0,0,"0,02765084516446097","0,03046935900961553",0,"0,03238099778940008",0,0,0,"0,01675667081438358",0,"0,04758877819717153",0,"0,02484105219234879",0,"0,03316933694228601","0,03567703807819268",0,"0,02790855228",0,0,0,0,0
Gas_Natural,HR,"0,05073663285721888","0,01068333054214602","0,03456644194416221","0,02421628433757319","0,02131529465527787","0,01699680211861441","0,02602032804351308","0,04161293746712995",0,"0,05541816484753864",0,"0,02765084516446099",0,"0,01065829740701535",0,"0,01376099663642281","0,04059764864025493","0,03016262373419079",0,"0,01090427155722444","0,03631307692220843","0,02630642909570019",0,"0,02177030793420915","0,06347547708840413","0,005527990095657328","0,01513094044273241",0,0,0,0,0,0,0
Gas_Natural,HU,"0,0591091636481678","0,01288017389285836","0,03684846045574327","0,02158012928858536","0,02735785690629898","0,01337143324467257","0,02540493851454061","0,03768103001136275",0,0,0,"0,03046935900961553","0,01065829740701539",0,0,"0,02428355463699447","0,03090600997434554","0,03296009368424468","0,03671283239535614","0,0156426095229976","0,03679560285327138","0,01773926426684621",0,"0,01454449010940522","0,05613374738338996","0,01189560826479192","0,005519001685676319",0,0,0,0,0,0,0
Gas_Natural,IE,"0,04129971543271129",0,"0,02971345348589219",0,0,0,"0,04135135399507461","0,03901520753374217",0,"0,04756840291972318",0,0,0,0,0,0,0,"0,0339907724794224",0,0,"0,02997483701317177",0,0,0,0,0,0,"0,01169885777282479",0,"4,524633647403362","4,176000561579898","4,645598356506541","5,461079159234144","4,310267708025695"
Gas_Natural,IT,"0,03934338119792988","0,01793132800638655","0,03344603040624715","0,03458056089445386","0,01736269731364","0,02612167177972485","0,03003554114580222","0,04734664893014454",0,"0,04311736019184872",0,"0,03238099778940008","0,01376099663642281","0,0242835546369945",0,0,0,"0,02903642760021447",0,"0,0188628276759771","0,0373309037514928","0,03776859641017981",0,"0,03480935222009997","0,07219858835033166","0,01382391358071665","0,02810491278109178","0,05381841723682451",0,0,0,0,0,0
Gas_Natural,LT,0,"0,03520199242584813",0,0,0,"0,02735874641741991","0,03264565810341116","0,0280697123444073","0,01236169526870533",0,"0,03299868798757481",0,"0,04059764864025493","0,03090600997434554",0,0,0,0,"0,005807027583215809",0,"0,04018118466393956","0,01493550321656647",0,"0,03405918631005826","0,02968437474192725","0,03880982858672263","0,02562741042260954",0,0,"3,871796500389401","3,998221203048921","4,130776345259916","4,675119722154544","4,132246652694838"
Gas_Natural,LU,"0,03495156314457201","0,02058799963962946","0,004514327819604703",0,"0,01180079932648142","0,02138917892474188","0,01090803158968193","0,02372254508093188",0,"0,04203515584151531",0,0,"0,03016262373419079","0,03296009368424468","0,0339907724794224","0,0290364276002145",0,0,0,0,"0,008987868964446807","0,03117057516447254",0,0,"0,05100346017447402","0,02468454971997659","0,03154721634682853","0,02526835472054819",0,"4,296425844006106","3,959354585598529","4,586966392170527","5,448413699405881","4,244627075258463"
Gas_Natural,LV,0,"0,0406495124262981",0,0,0,"0,03266843202885034","0,03680193280405938","0,02963341542787254","0,006612264381311067",0,"0,02739936259549481",0,0,"0,03671283239535614",0,0,"0,005807027583215809",0,0,0,"0,04325342676941928","0,0204556304796488",0,"0,03940325253603991","0,02578686080545246",0,"0,03142393116857008",0,0,"3,860440776289164","4,036536096587539","4,050198375699991","4,478014744479452","4,132246652694838"
Gas_Natural,NL,"0,04133749437043953","0,0258584485507724","0,006179701968024417",0,"0,02049886565821899","0,02375140395891572","0,0114511314835457","0,01620137918836614",0,"0,04865280275668325",0,0,"0,03631307692220843","0,03679560285327138","0,02997483701317177","0,0373309037514928","0,04018118466393956","0,008987868964446807","0,04325342676941928",0,0,"0,0303250608405059",0,0,"0,04320512503188445","0,0308046468979004","0,03410583887124256","0,01942123633019037",0,"3,886324620996233","3,521715494163921","4,231884962851407","5,186383726539071","3,827720016915931"
Gas_Natural,NONEU_Balkan,"0,05816727042390835","0,02145509952634534",0,"0,01573906298057189","0,03145185345895429","0,02666668309027724","0,0367534564049126",0,0,0,0,"0,01675667081438361","0,01090427155722444","0,0156426095229976",0,"0,0188628276759771",0,0,0,0,0,"0,03337862521602672",0,"0,01829713975452239",0,"0,01643053848243834","0,02116154154774488",0,0,0,0,0,0,0
Gas_Natural,PL,"0,0643247794240882","0,02026772905443355","0,03335939689693787","0,03632247421205603","0,03220194551482621","0,01254527105853581","0,02038074916225174","0,02396982159813445","0,02653989193725632",0,"0,04600347883209941","0,04758877819717153","0,02630642909570019","0,01773926426684621",0,"0,03776859641017981","0,01493550321656647","0,03117057516447254","0,02045563047964884","0,03337862521602672","0,0303250608405059",0,0,"0,02601674282129807","0,03847158539337309","0,02400304528526531","0,01222482559637749","0,04831360799942169",0,"4,101205851792225","4,056248643237275","4,38120733667767","5,089510559556176","4,21480656482405"
Gas_Natural,PT,"0,01802513333089565",0,0,0,0,0,0,0,0,"0,01355791087880958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,05378928238585107",0,0,0,0,0,0
Gas_Natural,RO,"0,07242771051105709","0,02735299218649005",0,"0,01102943142586281","0,04155016537842256","0,02708452043610851","0,03938212607414331","0,04930321332807293",0,0,0,"0,02484105219234879","0,02177030793420918","0,01454449010940522",0,"0,03480935222009997","0,03405918631005826",0,"0,03940325253603991","0,01829713975452239",0,"0,02601674282129807",0,0,0,"0,02532245354505296","0,01684528983235567",0,"0,02890528629",0,0,0,0,0
Gas_Natural,SE,"0,08435419920578492","0,05462056922641707","0,04936281647248296",0,"0,05972085676427509","0,04675708713412922","0,04354353183322363","0,012861084","0,02127610451447485",0,"0,01626378343544752",0,"0,06347547708840413","0,05613374738338996",0,"0,07219858835033166","0,02968437474192725","0,05100346017447402","0,02578686080545246",0,"0,04320512503188445","0,03847158539337309",0,0,0,"0,05974543638428802","0,05065247044440867","0,04775266619988827",0,"2,858335323281074","3,148303875253087","2,389256341203711","3,270137316874651","3,119521428734023"
Gas_Natural,SI,"0,04733324703725302","0,005505819928168359","0,02906550051905686","0,02920385617394221","0,01645708955336055","0,01299962467142488","0,02069499014632516","0,03678646850225013",0,"0,05250424307585729",0,"0,03316933694228601","0,005527990095657328","0,01189560826479192",0,"0,01382391358071665","0,03880982858672263","0,02468454971997659",0,"0,01643053848243834","0,0308046468979004","0,02400304528526534",0,"0,02532245354505296","0,05974543638428802",0,"0,01461452795344782",0,0,0,0,0,0,0
Gas_Natural,SK,"0,06041742332200622","0,01339721182001597","0,03503230536183289","0,0256545292116616","0,02795293894610695","0,01040744843183924","0,02267731544123221","0,03311805968150398","0,03786918326213752",0,0,"0,03567703807819268","0,01513094044273241","0,005519001685676319",0,"0,02810491278109178","0,02562741042260954","0,03154721634682853","0,03142393116857008","0,02116154154774488","0,03410583887124256","0,01222482559637745",0,"0,01684528983235567","0,05065247044440867","0,01461452795344782",0,0,0,0,0,0,0,0
Gas_Natural,TR,0,0,0,"0,01376135988",0,0,0,0,0,0,0,"0,02790855228",0,0,0,0,0,0,0,0,0,0,0,"0,02890528629",0,0,0,0,0,0,0,0,0,0
Gas_Natural,UK,"0,019291626","0,04498219763944346","0,02075758373569463",0,"0,0364857156432695","0,04312886627834769","0,03085151195022685","0,02733269851175033",0,"0,0498210666956676",0,0,0,0,"0,01169885777282479","0,05381841723682451",0,"0,02526835472054819",0,0,"0,01942123633019037","0,04831360799942169","0,05378928238585107",0,"0,04775266619988827",0,0,0,0,"4,267140867450603","3,721836654045445","4,34731573923017","5,281670359267629","4,005927646552846"
Gas_Natural,NO1,"4,823431987630984",0,"4,191874665879089",0,0,"4,276935539635642","4,053225181612394","3,007319868043779","3,69769313317553",0,"3,771123801232328",0,0,0,"4,524633647403362",0,"3,871796500389401","4,296425844006106","3,860440776289164",0,"3,886324620996233","4,101205851792225",0,0,"2,858335323281074",0,0,"4,267140867450603",0,0,"2,272559709073204","2,106913896196634","3,982741951953752","2,02059302818539"
Gas_Natural,NO2,"4,505295915210157",0,"3,83757965898068",0,0,"4,149830241691555","3,83757965898068","2,457305099944694","3,992040169741211",0,"4,111591369197376",0,0,0,"4,176000561579898",0,"3,998221203048921","3,959354585598529","4,036536096587539",0,"3,521715494163921","4,056248643237275",0,0,"3,148303875253087",0,0,"3,721836654045445",0,"2,272559709073204",0,"2,716115252029955","4,283911443593126","2,016344959741732"
Gas_Natural,NO3,"5,035100896816328",0,"4,492335485204877",0,0,"4,638174461523815","4,466247116896503","3,457520515989775","3,86369031438988",0,"3,634511941443909",0,0,0,"4,645598356506541",0,"4,130776345259916","4,586966392170527","4,050198375699991",0,"4,231884962851407","4,38120733667767",0,0,"2,389256341203711",0,0,"4,34731573923017",0,"2,106913896196634","2,716115252029955",0,"3,613086195569013","2,362563244073919"
Gas_Natural,NO4,"5,87608042290247",0,"5,394339953705811",0,0,"5,368496115704715","5,30509764106365","4,673895174353164","4,220510740336723",0,"3,420864783239204",0,0,0,"5,461079159234144",0,"4,675119722154544","5,448413699405881","4,478014744479452",0,"5,186383726539071","5,089510559556176",0,0,"3,270137316874651",0,0,"5,281670359267629",0,"3,982741951953752","4,283911443593126","3,613086195569013",0,"4,066804564682496"
Gas_Natural,NO5,"4,740552712737181",0,"4,127833402542739",0,0,"4,382554936545095","4,127833402542739","2,97170597051317","4,036536096587539",0,"4,035013833149516",0,0,0,"4,310267708025695",0,"4,132246652694838","4,244627075258463","4,132246652694838",0,"3,827720016915931","4,21480656482405",0,0,"3,119521428734023",0,0,"4,005927646552846",0,"2,02059302818539","2,016344959741732","2,362563244073919","4,066804564682496",0
Gas_Synth,AT,"0,04702345725145432",0,"0,02476520136819177","0,03287455821235633","0,01467310155731268","0,008193865915209847","0,01533802275354383","0,03128556084551364",0,"0,05274919190973606",0,"0,03819772353644209","0,01068333054214598","0,01288017389285836",0,"0,01793132800638655","0,03520199242584813","0,02058799963962946","0,0406495124262981","0,02145509952634534","0,0258584485507724","0,02026772905443351",0,"0,02735299218649005","0,05462056922641707","0,005505819928168392","0,01339721182001597","0,04498219763944346",0,0,0,0,0,0
Gas_Synth,BE,"0,03533657023340541","0,02476520136819177",0,0,"0,01612122508590508","0,02468925781030549","0,01306993866997026","0,02225468021252829",0,"0,04261441425839081",0,0,"0,03456644194416221","0,03684846045574327","0,02971345348589216","0,03344603040624715",0,"0,004514327819604703",0,0,"0,006179701968024417","0,03335939689693787",0,0,"0,04936281647248296","0,02906550051905686","0,03503230536183289","0,02075758373569463",0,"4,191874665879089","3,83757965898068","4,492335485204877","5,394339953705811","4,127833402542739"
Gas_Synth,BG,0,"0,03287455821235601",0,0,"0,04551047894220948","0,03495147192147744","0,04687919021644636",0,0,0,0,"0,01459580678030451","0,02421628433757319","0,02158012928858536",0,"0,03458056089445386",0,0,0,"0,01573906298057189",0,"0,03632247421205603",0,"0,01102943142586281",0,"0,02920385617394221","0,0256545292116616",0,"0,01376135988",0,0,0,0,0
Gas_Synth,CH,"0,03261390670812176","0,01467310155731268","0,01612122508590508","0,04551047894220948",0,"0,01993103103572399","0,01622478355164338","0,03302243458593283",0,"0,03871212183509905",0,0,"0,02131529465527787","0,02735785690629898",0,"0,01736269731364003",0,"0,01180079932648142",0,"0,03145185345895426","0,02049886565821902","0,03220194551482621",0,"0,04155016537842256","0,05972085676427509","0,01645708955336055","0,02795293894610695","0,0364857156432695",0,0,0,0,0,0
Gas_Synth,CZ,"0,05241957370572829","0,008193865915209847","0,02468925781030549","0,03495147192147744","0,01993103103572399",0,"0,01230253763282195","0,02500717995611321","0,03839199175707334",0,0,"0,04289502898849325","0,01699680211861441","0,01337143324467257",0,"0,02612167177972485","0,02735874641741991","0,02138917892474188","0,03266843202885002","0,02666668309027724","0,02375140395891572","0,01254527105853581",0,"0,02708452043610851","0,04675708713412922","0,01299962467142491","0,01040744843183924","0,04312886627834769",0,"4,276935539635642","4,149830241691555","4,638174461523815","5,368496115704715","4,382554936545095"
Gas_Synth,DE,"0,04535957683027006","0,01533802275354383","0,01306993866997026","0,04687919021644636","0,01622478355164338","0,01230253763282195",0,"0,0173780953104027","0,04118890440620088","0,05224699577061525","0,05629277587808087","0,05345909723317217","0,02602032804351308","0,02540493851454061","0,04135135399507461","0,03003554114580222","0,03264565810341116","0,01090803158968193","0,03680193280405938","0,0367534564049126","0,0114511314835457","0,02038074916225174",0,"0,03938212607414331","0,04354353183322363","0,02069499014632516","0,02267731544123221","0,03085151195022685",0,"4,053225181612394","3,83757965898068","4,466247116896503","5,30509764106365","4,127833402542739"
Gas_Synth,DK,"0,05753754721543564","0,03128556084551364","0,02225468021252826",0,"0,03302243458593283","0,02500717995611321","0,01737809531040267",0,"0,03145937407430766",0,"0,04173719005934918",0,"0,04161293746712995","0,03768103001136275","0,03901520753374217","0,04734664893014454","0,0280697123444073","0,02372254508093188","0,02963341542787254",0,"0,01620137918836614","0,02396982159813445",0,"0,04930321332807293","0,012861084","0,03678646850225013","0,03311805968150398","0,02733269851175033",0,"3,007319868043779","2,457305099944694","3,457520515989775","4,673895174353164","2,97170597051317"
Gas_Synth,EE,0,0,0,0,0,"0,03839199175707334","0,04118890440620088","0,03145937407430766",0,0,"0,02083210390458065",0,0,0,0,0,"0,01236169526870533",0,"0,006612264381311067",0,0,"0,02653989193725632",0,0,"0,02127610451447485",0,"0,03786918326213752",0,0,"3,69769313317553","3,992040169741211","3,86369031438988","4,220510740336723","4,036536096587539"
Gas_Synth,ES,"0,007381950495159878","0,05274919190973606","0,04261441425839081",0,"0,03871212183509905",0,"0,05224699577061525",0,0,0,0,0,"0,05541816484753864",0,"0,04756840291972318","0,04311736019184872",0,"0,04203515584151531",0,0,"0,04865280275668325",0,"0,01355791087880958",0,0,"0,05250424307585729",0,"0,0498210666956676",0,0,0,0,0,0
Gas_Synth,FI,0,0,0,0,0,0,"0,05629277587808087","0,04173719005934918","0,02083210390458065",0,0,0,0,0,0,0,"0,03299868798757481",0,"0,02739936259549481",0,0,"0,04600347883209941",0,0,"0,01626378343544752",0,0,0,0,"3,771123801232328","4,111591369197376","3,634511941443909","3,420864783239204","4,035013833149516"
Gas_Synth,FR,0,"0,04702345725145432","0,009645813000000001",0,"0,0112534485","0,05241957370572829","0,016076355","0,05753754721543564",0,"0,03215271",0,"0,07077090648650539","0,05073663285721888","0,0591091636481678","0,04129971543271129","0,03215271",0,"0,03495156314457201",0,"0,05816727042390835","0,04133749437043953","0,0643247794240882","0,01802513333089565","0,07242771051105709","0,08435419920578492","0,04733324703725302","0,06041742332200622","0,019291626",0,"4,823431987630984","4,505295915210157","5,035100896816328","5,87608042290247","4,740552712737181"
Gas_Synth,GR,"0,07077090648650539","0,03819772353644209",0,"0,01459580678030451",0,"0,04289502898849325","0,05345909723317217",0,0,0,0,0,"0,02765084516446097","0,03046935900961553",0,"0,03238099778940008",0,0,0,"0,01675667081438358",0,"0,04758877819717153",0,"0,02484105219234879",0,"0,03316933694228601","0,03567703807819268",0,"0,02790855228",0,0,0,0,0
Gas_Synth,HR,"0,05073663285721888","0,01068333054214602","0,03456644194416221","0,02421628433757319","0,02131529465527787","0,01699680211861441","0,02602032804351308","0,04161293746712995",0,"0,05541816484753864",0,"0,02765084516446099",0,"0,01065829740701535",0,"0,01376099663642281","0,04059764864025493","0,03016262373419079",0,"0,01090427155722444","0,03631307692220843","0,02630642909570019",0,"0,02177030793420915","0,06347547708840413","0,005527990095657328","0,01513094044273241",0,0,0,0,0,0,0
