Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,DolAmroth,Gondor,Rohan,Harad,Mordor
1,0,0.888432752,0.025901336,0,0,0.709,0.86,0.152,0.245232578,0.151,0.2,0.144,0,0.32,0.087658073,0,0.618,0.357,0.513394149,0.028884188,0.514,0.252,0.183,0,0.511,0.518,0.824,0.834,0.033,0.216,0.2,0.618,0.518,0.087658073,0.216
2,0,0.779151203,0.027916865,0,0,0.719,0.847,0.183,0.269999484,0.167,0.17,0.113,0,0.392,0.096854935,0,0.6,0.329,0.514759941,0.02597862,0.5,0.233,0.159,0,0.521,0.504,0.802,0.854,0.027,0.162,0.17,0.6,0.504,0.096854935,0.162
3,0,0.621748092,0.0244085,0,0,0.712,0.822,0.212,0.257642094,0.193,0.133,0.09,0,0.433,0.08527785,0,0.564,0.321,0.518078938,0.024269811,0.516,0.222,0.136,0,0.524,0.485,0.82,0.842,0.024,0.097,0.133,0.564,0.485,0.08527785,0.097
4,0,0.485346574,0.022763987,0,0,0.693,0.793,0.239,0.248251869,0.21,0.107,0.077,0,0.455,0.07532989,0,0.562,0.294,0.521104602,0.026333569,0.514,0.213,0.13,0,0.6,0.439,0.819,0.819,0.021,0.051,0.107,0.562,0.439,0.07532989,0.051
5,0,0.382161651,0.022161398,0,0,0.704,0.754,0.26,0.241820934,0.214,0.09,0.074,0,0.431,0.066946368,0,0.542,0.288,0.524611372,0.032313615,0.501,0.2,0.132,0,0.622,0.386,0.813,0.816,0.02,0.033,0.09,0.542,0.386,0.066946368,0.033
6,0,0.319210857,0.023030713,0,0,0.695,0.693,0.25,0.238332257,0.223,0.076,0.076,0,0.449,0.060059652,0,0.506,0.294,0.528353739,0.043706881,0.495,0.202,0.133,0,0.583,0.354,0.793,0.794,0.02,0.025,0.076,0.506,0.354,0.060059652,0.025
7,0,0.299128901,0.001264053,0,0,0.721,0.556,0.212,0.237757833,0.231,0.059,0.079,0,0.513,0.054586867,0,0.501,0.305,0.532327028,0.062653361,0.488,0.241,0.133,0,0.45,0.325,0.76,0.798,0.021,0.018,0.059,0.501,0.325,0.054586867,0.018
8,0,0.322237595,0.000240402,0,0,0.748,0.451,0.183,0.240060744,0.22,0.031,0.081,0,0.528,0.050402795,0,0.475,0.346,0.536525972,0.090808444,0.461,0.287,0.133,0,0.276,0.305,0.724,0.795,0.019,0.006,0.031,0.475,0.305,0.050402795,0.006
9,0,0.335408387,0,0,0,0.75,0.355,0.151,0.218071854,0.208,0.009,0.076,0,0.584,0.040892178,0,0.47,0.373,0.539766087,0.089110515,0.467,0.31,0.115,0,0.183,0.266,0.685,0.804,0.003,0.005,0.009,0.47,0.266,0.040892178,0.005
10,0,0.349643346,0,0,0,0.713,0.26,0.112,0.201367227,0.185,0.008,0.051,0,0.65,0.033079575,0,0.457,0.323,0.543200039,0.094676787,0.453,0.289,0.05,0,0.246,0.26,0.664,0.818,0.006,0.005,0.008,0.457,0.26,0.033079575,0.005
11,0,0.364908331,0.000242329,0,0,0.685,0.195,0.088,0.189856583,0.173,0.034,0.029,0,0.737,0.026827534,0,0.445,0.241,0.546827005,0.107708296,0.449,0.257,0.009,0,0.486,0.264,0.652,0.815,0.023,0.005,0.034,0.445,0.264,0.026827534,0.005
12,0,0.381179925,0.000233932,0,0,0.66,0.164,0.086,0.183459937,0.163,0.073,0.015,0,0.737,0.022084668,0,0.454,0.3,0.549258896,0.129914381,0.464,0.249,0.011,0,0.675,0.266,0.649,0.815,0.038,0.005,0.073,0.454,0.266,0.022084668,0.005
13,0,0.398432152,0.000225173,0,0,0.643,0.152,0.098,0.182147403,0.138,0.122,0.014,0,0.758,0.018723949,0,0.461,0.274,0.552032593,0.163235464,0.456,0.246,0.02,0,0.771,0.269,0.612,0.82,0.047,0.006,0.122,0.461,0.269,0.018723949,0.006
14,0,0.41663625,0.000220783,0,0,0.631,0.157,0.098,0.185954237,0.11,0.168,0.012,0,0.787,0.018606193,0,0.465,0.317,0.554959016,0.208758665,0.425,0.242,0.029,0,0.798,0.271,0.569,0.823,0.049,0.01,0.168,0.465,0.271,0.018606193,0.01
15,0,0.414100047,0.000229523,0,0,0.599,0.171,0.105,0.180418441,0.078,0.21,0.01,0,0.79,0.014216376,0,0.461,0.392,0.525061281,0.219625545,0.523,0.261,0.039,0,0.817,0.267,0.541,0.815,0.052,0.013,0.21,0.461,0.267,0.014216376,0.013
16,0,0.411980049,0,0,0,0.549,0.193,0.112,0.17566156,0.054,0.209,0.008,0,0.81,0.009920242,0,0.431,0.475,0.49557557,0.231099792,0.599,0.214,0.033,0,0.814,0.262,0.502,0.818,0.043,0.012,0.209,0.431,0.262,0.009920242,0.012
17,0,0.410274341,0.001364677,0,0,0.488,0.232,0.124,0.171757262,0.039,0.179,0.007,0,0.819,0.009099643,0,0.361,0.627,0.466925804,0.243159162,0.6,0.205,0.029,0,0.802,0.236,0.48,0.788,0.032,0.015,0.179,0.361,0.236,0.009099643,0.015
18,0,0.408984323,0.005335464,0,0,0.345,0.28,0.127,0.168766124,0.049,0.153,0.008,0,0.802,0.008786288,0,0.267,0.672,0.440341408,0.255793788,0.605,0.152,0.035,0,0.793,0.212,0.467,0.737,0.025,0.02,0.153,0.267,0.212,0.008786288,0.02
19,0,0.408111095,0.00928256,0,0,0.26,0.323,0.116,0.165575197,0.105,0.132,0.01,0,0.739,0.009266361,0,0.175,0.68,0.415621483,0.268988447,0.619,0.13,0.045,0,0.786,0.201,0.454,0.69,0.021,0.049,0.132,0.175,0.201,0.009266361,0.049
20,0,0.407655483,0.032609184,0,0,0.228,0.355,0.092,0.163548412,0.212,0.122,0.013,0,0.688,0.011671545,0,0.113,0.649,0.392955811,0.28271915,0.622,0.122,0.054,0,0.762,0.214,0.43,0.631,0.019,0.152,0.122,0.113,0.214,0.011671545,0.152
21,0,0.403789277,0.030933852,0,0,0.218,0.377,0.068,0.145215675,0.282,0.122,0.016,0,0.603,0.016379798,0,0.095,0.609,0.360801485,0.26484919,0.597,0.131,0.059,0,0.726,0.243,0.395,0.565,0.018,0.28,0.122,0.095,0.243,0.016379798,0.28
22,0,0.401002095,0.030065195,0,0,0.251,0.383,0.043,0.127777549,0.32,0.138,0.016,0,0.518,0.024652951,0,0.115,0.582,0.334069229,0.249016671,0.556,0.168,0.067,0,0.668,0.288,0.343,0.48,0.02,0.402,0.138,0.115,0.288,0.024652951,0.402
23,0,0.399298451,0.028323114,0,0,0.315,0.373,0.043,0.112489216,0.317,0.165,0.013,0,0.498,0.037447181,0,0.148,0.537,0.313808083,0.235294264,0.534,0.182,0.074,0,0.552,0.314,0.294,0.412,0.023,0.51,0.165,0.148,0.314,0.037447181,0.51
24,0,0.398680497,0.027542394,0,0,0.373,0.369,0.068,0.098136973,0.286,0.203,0.011,0,0.487,0.055431875,0,0.179,0.518,0.300410998,0.223746147,0.536,0.206,0.075,0,0.536,0.317,0.24,0.38,0.029,0.551,0.203,0.179,0.317,0.055431875,0.551
25,0,0.399149145,0.026529668,0,0,0.437,0.373,0.095,0.084761467,0.282,0.266,0.008,0,0.467,0.078956924,0,0.226,0.511,0.29411017,0.214427694,0.549,0.245,0.074,0,0.511,0.295,0.188,0.392,0.034,0.556,0.266,0.226,0.295,0.078956924,0.556
26,0,0.400704085,0.026330705,0,0,0.517,0.374,0.134,0.072400228,0.293,0.322,0.004,0,0.449,0.110165475,0,0.315,0.504,0.295031017,0.207383738,0.56,0.263,0.076,0,0.529,0.269,0.144,0.376,0.039,0.549,0.322,0.315,0.269,0.110165475,0.549
27,0,0.36128396,0.028216344,0,0,0.574,0.376,0.172,0.064285342,0.295,0.357,0.004,0,0.396,0.103379632,0,0.448,0.498,0.275376104,0.209850708,0.567,0.275,0.083,0,0.438,0.246,0.114,0.397,0.045,0.524,0.357,0.448,0.246,0.103379632,0.524
28,0,0.323474326,0.030865696,0,0,0.616,0.364,0.198,0.056886111,0.3,0.375,0.003,0,0.338,0.100417237,0,0.557,0.447,0.261705653,0.213009527,0.551,0.243,0.095,0,0.451,0.236,0.092,0.444,0.05,0.485,0.375,0.557,0.236,0.100417237,0.485
29,0,0.287470161,0.034215468,0,0,0.609,0.353,0.198,0.050212809,0.277,0.376,0.007,0,0.312,0.101215005,0,0.594,0.402,0.253997202,0.21687218,0.521,0.238,0.108,0,0.494,0.238,0.082,0.471,0.054,0.454,0.376,0.594,0.238,0.101215005,0.454
30,0,0.253444543,0.038199147,0,0,0.581,0.38,0.176,0.044267264,0.267,0.363,0.01,0,0.279,0.105806234,0,0.607,0.389,0.252136282,0.221445719,0.487,0.262,0.124,0,0.456,0.245,0.085,0.48,0.054,0.449,0.363,0.607,0.245,0.105806234,0.449
31,0,0.221554966,0.042752071,0,0,0.556,0.392,0.16,0.039047121,0.273,0.351,0.007,0,0.258,0.1142951,0,0.625,0.35,0.255912464,0.226733151,0.434,0.259,0.127,0,0.429,0.249,0.104,0.488,0.047,0.448,0.351,0.625,0.249,0.1142951,0.448
32,0,0.191940546,0.047814018,0,0,0.509,0.362,0.171,0.03454562,0.263,0.327,0.004,0,0.231,0.126830851,0,0.625,0.317,0.265023252,0.232733691,0.373,0.212,0.111,0,0.435,0.231,0.142,0.47,0.038,0.447,0.327,0.625,0.231,0.126830851,0.447
33,0,0.168417729,0.040465691,0,0,0.402,0.325,0.17,0.025474835,0.228,0.325,0.002,0,0.208,0.13419777,0,0.588,0.282,0.280938314,0.233076176,0.358,0.198,0.092,0,0.416,0.186,0.184,0.457,0.026,0.454,0.325,0.588,0.186,0.13419777,0.454
34,0,0.153061075,0.035752536,0,0,0.305,0.274,0.145,0.019883833,0.19,0.341,0.005,0,0.17,0.143441098,0,0.504,0.241,0.30064957,0.236577378,0.36,0.193,0.092,0,0.391,0.141,0.216,0.464,0.029,0.489,0.341,0.504,0.141,0.143441098,0.489
35,0,0.145640082,0.033397784,0,0,0.28,0.225,0.137,0.017513747,0.191,0.386,0.051,0,0.123,0.154741773,0,0.423,0.188,0.323729259,0.243238265,0.409,0.185,0.091,0,0.328,0.115,0.22,0.481,0.048,0.548,0.386,0.423,0.115,0.154741773,0.548
36,0,0.14599989,0.015716616,0,0,0.354,0.212,0.134,0.019217757,0.183,0.456,0.092,0,0.089,0.168179546,0,0.348,0.147,0.350662863,0.253032513,0.454,0.182,0.083,0,0.255,0.11,0.198,0.468,0.06,0.598,0.456,0.348,0.11,0.168179546,0.598
37,0,0.154153059,0.013183368,0,0,0.46,0.249,0.134,0.010896436,0.149,0.54,0.109,0,0.088,0.183750504,0,0.336,0.162,0.380961098,0.26590147,0.453,0.197,0.084,0,0.196,0.125,0.159,0.46,0.07,0.632,0.54,0.336,0.125,0.183750504,0.632
38,0,0.17027572,0.011849314,0,0,0.511,0.317,0.131,0.011293564,0.14,0.595,0.115,0,0.09,0.201388489,0,0.348,0.212,0.414379363,0.281748693,0.471,0.2,0.094,0,0.165,0.151,0.133,0.47,0.071,0.648,0.595,0.348,0.151,0.201388489,0.648
39,0,0.22340698,0.013648584,0,0,0.485,0.362,0.121,0.011413141,0.188,0.606,0.118,0,0.089,0.146343887,0,0.34,0.261,0.405558537,0.278607078,0.642,0.228,0.102,0,0.151,0.176,0.115,0.467,0.072,0.65,0.606,0.34,0.176,0.146343887,0.65
40,0,0.288860143,0.032649288,0,0,0.475,0.367,0.1,0.011629933,0.273,0.603,0.114,0,0.139,0.101651507,0,0.392,0.287,0.398968061,0.276348113,0.744,0.24,0.094,0,0.162,0.207,0.091,0.461,0.071,0.618,0.603,0.392,0.207,0.101651507,0.618
41,0,0.365548773,0.035244944,0,0,0.491,0.33,0.097,0.011942009,0.352,0.576,0.113,0,0.209,0.06774608,0,0.436,0.269,0.394557318,0.27495259,0.776,0.218,0.07,0,0.17,0.226,0.065,0.476,0.068,0.563,0.576,0.436,0.226,0.06774608,0.563
42,0,0.451779039,0.041876621,0,0,0.498,0.302,0.101,0.0123473,0.37,0.537,0.132,0,0.215,0.044343771,0,0.45,0.229,0.392005954,0.274402424,0.778,0.201,0.041,0,0.172,0.228,0.045,0.511,0.064,0.516,0.537,0.45,0.228,0.044343771,0.516
43,0,0.545368566,0.052344964,0,0,0.518,0.274,0.11,0.012843476,0.338,0.506,0.173,0,0.157,0.030232524,0,0.444,0.192,0.390937447,0.274678486,0.771,0.187,0.016,0,0.169,0.225,0.035,0.542,0.062,0.475,0.506,0.444,0.225,0.030232524,0.475
44,0,0.643766453,0.066201752,0,0,0.582,0.283,0.148,0.022740694,0.327,0.495,0.217,0,0.08,0.023205493,0,0.434,0.178,0.388370855,0.275761647,0.765,0.17,0.006,0,0.165,0.221,0.033,0.537,0.059,0.425,0.495,0.434,0.221,0.023205493,0.425
45,0,0.574835884,0.056858079,0,0,0.608,0.319,0.197,0.022081803,0.319,0.504,0.249,0,0.031,0.022432084,0,0.435,0.165,0.411263647,0.291477514,0.758,0.138,0.006,0,0.158,0.2,0.043,0.559,0.056,0.367,0.504,0.435,0.2,0.022432084,0.367
46,0,0.510264337,0.050832366,0,0,0.619,0.383,0.207,0.02155377,0.314,0.514,0.284,0,0.016,0.022490258,0,0.431,0.133,0.435785393,0.309239362,0.751,0.136,0.068,0,0.138,0.177,0.059,0.559,0.049,0.285,0.514,0.431,0.177,0.022490258,0.285
47,0,0.451200252,0.047641748,0,0,0.592,0.398,0.192,0.021183328,0.294,0.524,0.3,0,0.019,0.023265214,0,0.44,0.105,0.460700457,0.32907558,0.746,0.149,0.172,0,0.117,0.155,0.089,0.535,0.042,0.202,0.524,0.44,0.155,0.023265214,0.202
48,0,0.398601593,0.047135396,0,0,0.563,0.377,0.26,0.020993771,0.282,0.524,0.294,0,0.029,0.024622542,0,0.45,0.095,0.485513117,0.350995107,0.725,0.151,0.312,0,0.117,0.142,0.139,0.553,0.032,0.13,0.524,0.45,0.142,0.024622542,0.13
49,0,0.353212711,0.049730074,0,0,0.557,0.389,0.367,0.021005175,0.259,0.51,0.282,0,0.039,0.017152242,0,0.48,0.106,0.511082869,0.374981134,0.683,0.152,0.521,0,0.135,0.14,0.192,0.559,0.025,0.062,0.51,0.48,0.14,0.017152242,0.062
50,0,0.315559802,0.055713185,0,0,0.565,0.364,0.422,0.02123428,0.25,0.488,0.303,0,0.043,0.017925285,0,0.511,0.107,0.537711167,0.400990063,0.621,0.15,0.695,0,0.159,0.146,0.228,0.55,0.019,0.02,0.488,0.511,0.146,0.017925285,0.02
51,0,0.307072111,0.062339141,0,0,0.597,0.39,0.453,0.020091716,0.247,0.467,0.381,0,0.042,0.011473071,0,0.549,0.122,0.54227704,0.401368048,0.549,0.146,0.77,0,0.173,0.158,0.254,0.547,0.014,0.005,0.467,0.549,0.158,0.011473071,0.005
52,0,0.301029087,0.069877782,0,0,0.606,0.419,0.478,0.019106893,0.229,0.444,0.39,0,0.039,0.014782647,0,0.575,0.141,0.550117833,0.40424513,0.47,0.143,0.763,0,0.185,0.173,0.27,0.561,0.011,0.003,0.444,0.575,0.173,0.014782647,0.003
53,0,0.297444096,0.078254536,0,0,0.62,0.458,0.5,0.018095007,0.224,0.407,0.336,0,0.033,0.011234137,0,0.594,0.151,0.560782898,0.409635143,0.396,0.14,0.752,0,0.192,0.186,0.269,0.559,0.011,0.003,0.407,0.594,0.186,0.011234137,0.003
54,0,0.296317043,0.087402596,0,0,0.625,0.485,0.506,0.017128914,0.218,0.373,0.183,0,0.035,0.010441097,0,0.582,0.166,0.575122194,0.41753228,0.326,0.135,0.772,0,0.193,0.193,0.282,0.554,0.012,0.003,0.373,0.582,0.193,0.010441097,0.003
55,0,0.297645611,0.097264795,0,0,0.651,0.493,0.498,0.01651547,0.206,0.338,0.008,0,0.043,0.010149885,0,0.582,0.214,0.59098473,0.427900443,0.228,0.132,0.75,0,0.193,0.193,0.3,0.524,0.005,0.005,0.338,0.582,0.193,0.010149885,0.005
56,0,0.301425985,0.107427261,0,0,0.671,0.501,0.489,0.016716937,0.197,0.301,0.065,0,0.052,0.013798602,0,0.597,0.28,0.60921866,0.440670484,0.106,0.122,0.711,0,0.2,0.185,0.276,0.481,0.015,0.006,0.301,0.597,0.185,0.013798602,0.006
57,0,0.330031212,0.095884114,0,0,0.724,0.55,0.395,0.014169089,0.185,0.315,0.252,0,0.059,0.011481157,0,0.625,0.337,0.622653015,0.440661133,0.044,0.111,0.69,0,0.226,0.17,0.257,0.41,0.023,0.021,0.315,0.625,0.17,0.011481157,0.021
58,0,0.359486218,0.090228901,0,0,0.755,0.641,0.309,0.012584278,0.152,0.322,0.562,0,0.072,0.011037797,0,0.645,0.38,0.643928351,0.449333981,0.039,0.11,0.668,0,0.254,0.15,0.269,0.356,0.035,0.034,0.322,0.645,0.15,0.011037797,0.034
59,0,0.3896935,0.090956153,0,0,0.795,0.801,0.294,0.014916001,0.123,0.337,0.763,0,0.092,0.012610901,0,0.616,0.421,0.672543868,0.46666828,0.047,0.114,0.597,0,0.236,0.127,0.289,0.323,0.058,0.044,0.337,0.616,0.127,0.012610901,0.044
60,0,0.420563059,0.097155079,0,0,0.841,0.893,0.262,0.024325218,0.11,0.341,0.865,0,0.117,0.017018339,0,0.662,0.462,0.70705485,0.492526813,0.042,0.127,0.496,0,0.22,0.107,0.305,0.303,0.075,0.044,0.341,0.662,0.107,0.017018339,0.044
61,0,0.452004834,0.109543607,0,0,0.884,0.904,0.242,0.044457114,0.107,0.341,0.91,0,0.145,0.027759961,0,0.702,0.521,0.742558046,0.52662364,0.032,0.164,0.383,0,0.289,0.098,0.304,0.305,0.081,0.034,0.341,0.702,0.098,0.027759961,0.034
62,0,0.483928711,0.128699408,0,0,0.905,0.935,0.222,0.077389136,0.108,0.351,0.924,0,0.169,0.04314022,0,0.708,0.541,0.782315293,0.568472813,0.045,0.227,0.262,0,0.36,0.103,0.286,0.317,0.088,0.029,0.351,0.708,0.103,0.04314022,0.029
63,0,0.436112291,0.11138189,0,0,0.901,0.933,0.184,0.081128634,0.113,0.355,0.918,0,0.188,0.031235602,0,0.727,0.534,0.788678231,0.567988274,0.063,0.299,0.187,0,0.425,0.122,0.24,0.351,0.105,0.035,0.355,0.727,0.122,0.031235602,0.035
64,0,0.389880311,0.09580098,0,0,0.904,0.928,0.135,0.085094873,0.13,0.335,0.906,0,0.215,0.021935917,0,0.732,0.644,0.800506571,0.56772257,0.079,0.361,0.173,0,0.504,0.148,0.193,0.444,0.122,0.027,0.335,0.732,0.148,0.021935917,0.027
65,0,0.345537196,0.081715517,0,0,0.91,0.934,0.098,0.089278262,0.187,0.295,0.855,0,0.254,0.015277079,0,0.744,0.878,0.817306514,0.567531397,0.084,0.38,0.156,0,0.572,0.184,0.144,0.549,0.132,0.019,0.295,0.744,0.184,0.015277079,0.019
66,0,0.303368237,0.069015901,0,0,0.919,0.936,0.081,0.093677673,0.248,0.255,0.778,0,0.264,0.01125399,0,0.759,0.875,0.839019295,0.567276051,0.077,0.398,0.125,0,0.591,0.231,0.126,0.645,0.145,0.015,0.255,0.759,0.231,0.01125399,0.015
67,0,0.263640122,0.057809039,0,0,0.953,0.932,0.09,0.098290463,0.289,0.215,0.724,0,0.269,0.009802417,0,0.76,0.832,0.862700642,0.563670066,0.065,0.451,0.092,0,0.589,0.294,0.192,0.734,0.155,0.011,0.215,0.76,0.294,0.009802417,0.011
68,0,0.226597006,0.048970631,0,0,0.969,0.94,0.115,0.10311248,0.29,0.2,0.699,0,0.277,0.010366224,0,0.77,0.725,0.881195411,0.547593592,0.063,0.455,0.063,0,0.594,0.373,0.326,0.787,0.16,0.007,0.2,0.77,0.373,0.010366224,0.007
69,0,0.240427748,0.057164374,0,0,0.972,0.945,0.133,0.075585759,0.272,0.202,0.67,0,0.282,0.009891355,0,0.777,0.63,0.87198085,0.560834625,0.064,0.48,0.035,0,0.606,0.425,0.444,0.83,0.158,0.006,0.202,0.777,0.425,0.009891355,0.006
70,0,0.254951632,0.068758507,0,0,0.97,0.947,0.134,0.053476005,0.235,0.226,0.673,0,0.303,0.008666072,0,0.794,0.596,0.867814922,0.575074039,0.047,0.511,0.018,0,0.588,0.457,0.53,0.824,0.144,0.006,0.226,0.794,0.457,0.008666072,0.006
71,0,0.270162758,0.083799099,0,0,0.962,0.953,0.117,0.035285296,0.191,0.239,0.644,0,0.296,0.011548863,0,0.806,0.537,0.868081773,0.590280974,0.021,0.542,0.008,0,0.581,0.48,0.639,0.783,0.137,0.006,0.239,0.806,0.48,0.011548863,0.006
72,0,0.286047864,0.102279563,0,0,0.955,0.944,0.099,0.022169691,0.152,0.241,0.549,0,0.298,0.01865209,0,0.815,0.398,0.872514619,0.60641834,0.013,0.562,0.007,0,0.581,0.494,0.738,0.875,0.135,0.005,0.241,0.815,0.494,0.01865209,0.005
73,0,0.302591457,0.1241087,0,0,0.961,0.949,0.093,0.014539012,0.117,0.271,0.444,0,0.3,0.025391158,0,0.818,0.545,0.880784134,0.623443472,0.036,0.554,0.029,0,0.551,0.526,0.821,0.899,0.122,0.005,0.271,0.818,0.526,0.025391158,0.005
74,0,0.319775906,0.149128668,0,0,0.968,0.962,0.101,0.011334247,0.093,0.305,0.333,0,0.3,0.034329071,0,0.824,0.642,0.892350026,0.641308188,0.104,0.542,0.068,0,0.542,0.587,0.882,0.869,0.11,0.004,0.305,0.824,0.587,0.034329071,0.004
75,0,0.301325577,0.188380311,0,0,0.974,0.971,0.118,0.011268502,0.067,0.329,0.245,0,0.294,0.044120349,0,0.835,0.746,0.870718925,0.646542823,0.217,0.547,0.122,0,0.528,0.648,0.912,0.826,0.098,0.006,0.329,0.835,0.648,0.044120349,0.006
76,0,0.284782559,0.231433619,0,0,0.976,0.976,0.144,0.001845368,0.039,0.321,0.18,0,0.282,0.058917773,0,0.844,0.786,0.846604738,0.652105135,0.308,0.534,0.169,0,0.512,0.701,0.923,0.788,0.068,0.008,0.321,0.844,0.701,0.058917773,0.008
77,0,0.270167414,0.27766143,0,0,0.976,0.973,0.17,0.002790337,0.022,0.289,0.123,0,0.26,0.07929741,0,0.867,0.754,0.823509175,0.658020226,0.335,0.529,0.204,0,0.521,0.753,0.924,0.741,0.045,0.013,0.289,0.867,0.753,0.07929741,0.013
78,0,0.257490841,0.326478085,0,0,0.98,0.953,0.173,0.004706279,0.016,0.265,0.088,0,0.252,0.10555586,0,0.883,0.746,0.794243809,0.664306326,0.312,0.565,0.228,0,0.557,0.801,0.92,0.696,0.039,0.023,0.265,0.883,0.801,0.10555586,0.023
79,0,0.246755836,0.377334332,0,0,0.982,0.917,0.163,0.006671685,0.014,0.26,0.061,0,0.231,0.137746039,0,0.872,0.719,0.765681169,0.670968267,0.25,0.565,0.269,0,0.541,0.839,0.922,0.628,0.049,0.041,0.26,0.872,0.839,0.137746039,0.041
80,0,0.237959685,0.429712515,0,0,0.983,0.858,0.174,0.010455106,0.015,0.258,0.034,0,0.198,0.175722411,0,0.858,0.703,0.736207224,0.677997977,0.207,0.537,0.318,0,0.517,0.862,0.93,0.551,0.058,0.053,0.258,0.858,0.862,0.175722411,0.053
81,0,0.241931829,0.425056948,0,0,0.979,0.762,0.185,0.011116439,0.023,0.314,0.009,0,0.173,0.187040718,0,0.849,0.732,0.713547589,0.69670593,0.244,0.492,0.303,0,0.497,0.877,0.939,0.441,0.055,0.107,0.314,0.849,0.877,0.187040718,0.107
82,0,0.24598,0.423820162,0,0,0.968,0.729,0.225,0.021331258,0.032,0.416,0.002,0,0.15,0.199190707,0,0.845,0.793,0.691920556,0.716746582,0.294,0.458,0.306,0,0.431,0.89,0.943,0.272,0.043,0.165,0.416,0.845,0.89,0.199190707,0.165
83,0,0.250104517,0.426076584,0,0,0.943,0.748,0.295,0.045587332,0.03,0.522,0.007,0,0.116,0.212153961,0,0.88,0.872,0.667537986,0.737992695,0.362,0.436,0.31,0,0.373,0.903,0.945,0.14,0.029,0.212,0.522,0.88,0.903,0.212153961,0.212
84,0,0.254304798,0.43184236,0,0,0.904,0.757,0.372,0.105560301,0.022,0.597,0.006,0,0.083,0.225922119,0,0.911,0.911,0.644285215,0.760309373,0.418,0.426,0.292,0,0.329,0.91,0.946,0.043,0.021,0.242,0.597,0.911,0.91,0.225922119,0.242
85,0,0.258580251,0.440992208,0,0,0.843,0.801,0.447,0.199013677,0.016,0.617,0.006,0,0.062,0.240484918,0,0.92,0.899,0.622933789,0.783548715,0.431,0.439,0.239,0,0.333,0.913,0.947,0.028,0.016,0.241,0.617,0.92,0.913,0.240484918,0.241
86,0,0.262930277,0.453423968,0,0,0.769,0.819,0.521,0.31939932,0.018,0.597,0.005,0,0.061,0.255830048,0,0.918,0.871,0.6029316,0.807550364,0.379,0.444,0.163,0,0.28,0.919,0.947,0.11,0.02,0.251,0.597,0.918,0.919,0.255830048,0.251
87,0,0.235561481,0.41054551,0,0,0.702,0.819,0.561,0.312671924,0.032,0.583,0.009,0,0.058,0.245803072,0,0.906,0.85,0.552669167,0.749677425,0.457,0.425,0.102,0,0.225,0.924,0.947,0.472,0.036,0.289,0.583,0.906,0.924,0.245803072,0.289
88,0,0.20948095,0.371211316,0,0,0.714,0.813,0.513,0.30705864,0.047,0.575,0.011,0,0.062,0.237108619,0,0.889,0.827,0.506596334,0.691440738,0.516,0.383,0.055,0,0.211,0.925,0.947,0.82,0.052,0.34,0.575,0.889,0.925,0.237108619,0.34
89,0,0.1847785,0.335957737,0,0,0.763,0.759,0.556,0.302497576,0.055,0.549,0.008,0,0.07,0.229743321,0,0.855,0.8,0.465694762,0.633901952,0.545,0.333,0.017,0,0.217,0.927,0.945,0.946,0.055,0.377,0.549,0.855,0.927,0.229743321,0.377
90,0,0.161533802,0.305270404,0,0,0.757,0.644,0.654,0.298945373,0.058,0.534,0.009,0,0.073,0.223703116,0,0.783,0.776,0.430716506,0.578110408,0.543,0.295,0.005,0,0.225,0.927,0.94,0.973,0.042,0.392,0.534,0.783,0.927,0.223703116,0.392
91,0,0.139820888,0.279571539,0,0,0.7,0.582,0.724,0.296198212,0.062,0.511,0.005,0,0.08,0.218983109,0,0.75,0.76,0.402183432,0.525108786,0.533,0.269,0.025,0,0.233,0.929,0.935,0.982,0.029,0.412,0.511,0.75,0.929,0.218983109,0.412
92,0,0.119707086,0.259208682,0,0,0.628,0.546,0.746,0.293603471,0.078,0.467,0.002,0,0.09,0.215578507,0,0.689,0.737,0.380399628,0.464783328,0.549,0.254,0.086,0,0.226,0.928,0.93,0.983,0.018,0.451,0.467,0.689,0.928,0.215578507,0.451
93,0,0.108731657,0.238696321,0,0,0.588,0.504,0.747,0.251281059,0.109,0.479,0.001,0,0.097,0.231551817,0,0.668,0.704,0.350696465,0.37159835,0.542,0.241,0.141,0,0.209,0.929,0.924,0.984,0.011,0.494,0.479,0.668,0.929,0.231551817,0.494
94,0,0.098561177,0.218773874,0,0,0.594,0.464,0.772,0.211847278,0.145,0.518,0.003,0,0.099,0.248891458,0,0.682,0.68,0.328580889,0.274520539,0.511,0.241,0.146,0,0.2,0.934,0.912,0.979,0.006,0.529,0.518,0.682,0.934,0.248891458,0.529
95,0,0.089194458,0.199500621,0,0,0.591,0.448,0.807,0.175742021,0.164,0.559,0.021,0,0.101,0.267555553,0,0.631,0.642,0.314296531,0.187331277,0.493,0.245,0.122,0,0.2,0.938,0.899,0.971,0.004,0.574,0.559,0.631,0.938,0.267555553,0.574
96,0,0.080619105,0.180939789,0,0,0.612,0.455,0.832,0.143394282,0.159,0.587,0.067,0,0.106,0.287495005,0,0.539,0.587,0.307437853,0.122657754,0.485,0.228,0.092,0,0.195,0.943,0.892,0.962,0.013,0.622,0.587,0.539,0.943,0.287495005,0.622
