Region,Technology,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
World,HLR_Heatpump_Ground,2020,0.98,,Fraction,,,
World,HLR_Geothermal,2020,0.98,,Fraction,,,
World,HLR_Oil_Boiler,2020,0.98,,Fraction,,,
World,HLI_Gas_Boiler,2020,0.98,,Fraction,,,
World,HLI_Gas_CHP,2020,0.98,,Fraction,,,
World,HLI_Biomass,2020,0.98,,Fraction,,,
World,HLI_Biomass_CHP,2020,0.98,,Fraction,,,
World,HLI_Hardcoal,2020,0.98,,Fraction,,,
World,HLI_Lignite,2020,0.98,,Fraction,,,
World,HLI_Hardcoal_CHP,2020,0.98,,Fraction,,,
World,HLI_Lignite_CHP,2020,0.98,,Fraction,,,
World,HLI_Solar_Thermal,2020,0.98,,Fraction,,,
World,HLI_Fuelcell,2020,0.98,,Fraction,,,
World,HLI_Geothermal,2020,0.98,,Fraction,,,
World,HLI_Oil_Boiler,2020,0.98,,Fraction,,,
World,HLI_Direct_Electric,2020,0.98,,Fraction,,,
World,HLI_Oil_CHP,2020,0.98,,Fraction,,,
World,HMI_Gas,2020,0.98,,Fraction,,,
World,HMI_H2,2020,0.98,,Fraction,,,
World,HMI_Biomass,2020,0.98,,Fraction,,,
World,HMI_HardCoal,2020,0.98,,Fraction,,,
World,HMI_Steam_Electric,2020,0.98,,Fraction,,,
World,HMI_Oil,2020,0.98,,Fraction,,,
World,HHI_BF_BOF,2020,0.98,,Fraction,,,
World,HHI_DRI_EAF,2020,0.98,,Fraction,,,
World,HHI_Scrap_EAF,2020,0.98,,Fraction,,,
World,HHI_H2DRI_EAF,2020,0.98,,Fraction,,,
World,HHI_Molten_Electrolysis,2020,0.98,,Fraction,,,
World,HHI_Bio_BF_BOF,2020,0.98,,Fraction,,,
World,HHI_BF_BOF_CCS,2020,0.98,,Fraction,,,
World,HHI_DRI_EAF_CCS,2020,0.98,,Fraction,,,
World,HLI_Biomass_CHP_CCS,2020,0.98,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,2020,0.98,,Fraction,,,
World,HLI_Lignite_CHP_CCS,2020,0.98,,Fraction,,,
World,HLR_Biomass_CHP_CCS,2020,0.98,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,2020,0.98,,Fraction,,,
World,HLR_Lignite_CHP_CCS,2020,0.98,,Fraction,,,
World,HMI_Gas_CCS,2020,0.98,,Fraction,,,
World,HMI_HardCoal_CCS,2020,0.98,,Fraction,,,
World,P_Coal_Hardcoal_CCS,2020,0.98,,Fraction,,,
World,P_Coal_Lignite_CCS,2020,0.98,,Fraction,,,
World,P_Gas_CCS,2020,0.98,,Fraction,,,
World,X_SMR,2020,0.98,,Fraction,,,
World,X_ATR_CCS,2020,0.98,,Fraction,,,
World,A_Air,2020,1.0,,Fraction,,,
World,HLR_H2_Boiler,2020,0.98,,Fraction,,,
World,HLI_H2_Boiler,2020,0.98,,Fraction,,,
World,X_Biofuel,2020,1.0,,Fraction,,,
World,Z_Import_Electricity,2020,1.0,,Fraction,,,
World,A_Rooftop_Commercial,2020,1.0,,Fraction,,,
World,A_Rooftop_Residential,2020,1.0,,Fraction,,,
DE,D_Battery_Li-Ion,2020,1.0,,Fraction,,,
DE,D_Battery_Redox,2020,1.0,,Fraction,,,
DE,D_Gas_H2,2020,1.0,,Fraction,,,
DE,D_Gas_Methane,2020,1.0,,Fraction,,,
DE,D_Heat_HLI,2020,1.0,,Fraction,,,
DE,D_Heat_HLR,2020,1.0,,Fraction,,,
DE,D_PHS,2020,1.0,,Fraction,,,
DE,D_PHS_Residual,2020,1.0,,Fraction,,,
DE,D_CAES,2020,1.0,,Fraction,,,
DE,FRT_Rail_Conv,2020,0.95,,Fraction,,,
DE,FRT_Rail_Electric,2020,0.95,,Fraction,,,
DE,FRT_Road_OH,2020,0.0,,Fraction,,,
DE,FRT_Road_BEV,2020,0.917340036,,Fraction,,,
DE,FRT_Road_H2,2020,0.0,,Fraction,,,
DE,FRT_Road_ICE,2020,0.95,,Fraction,,,
DE,FRT_Road_PHEV,2020,0.95,,Fraction,,,
DE,FRT_Road_ICE_Bio,2020,0.95,,Fraction,,,
DE,FRT_Road_PHEV_Bio,2020,0.95,,Fraction,,,
DE,FRT_Ship_Bio,2020,0.95,,Fraction,,,
DE,FRT_Ship_Conv,2020,0.95,,Fraction,,,
DE,P_Biomass,2020,0.98,,Fraction,,,
DE,P_Coal_Hardcoal,2020,0.98,,Fraction,,,
DE,P_Coal_Lignite,2020,0.98,,Fraction,,,
DE,P_Gas,2020,0.98,,Fraction,,,
DE,P_Nuclear,2020,0.9,,Fraction,,,
DE,P_Oil,2020,0.98,,Fraction,,,
DE,PSNG_Air_Bio,2020,0.0,,Fraction,,,
DE,PSNG_Air_Conv,2020,0.95,,Fraction,,,
DE,PSNG_Air_H2,2020,0.0,,Fraction,,,
DE,PSNG_Rail_Conv,2020,0.95,,Fraction,,,
DE,PSNG_Rail_Electric,2020,0.95,,Fraction,,,
DE,PSNG_Road_BEV,2020,0.917340036,,Fraction,,,
DE,PSNG_Road_H2,2020,0.0,,Fraction,,,
DE,PSNG_Road_ICE,2020,0.95,,Fraction,,,
DE,PSNG_Road_PHEV,2020,0.95,,Fraction,,,
DE,PSNG_Road_ICE_Bio,2020,0.95,,Fraction,,,
DE,PSNG_Road_PHEV_Bio,2020,0.95,,Fraction,,,
DE,R_Coal_Hardcoal,2020,1.0,,Fraction,,,
DE,R_Coal_Lignite,2020,1.0,,Fraction,,,
DE,R_Gas,2020,1.0,,Fraction,,,
DE,R_Nuclear,2020,1.0,,Fraction,,,
DE,R_Oil,2020,1.0,,Fraction,,,
DE,RES_Biomass,2020,1.0,,Fraction,,,
DE,RES_CSP,2020,0.98,,Fraction,,,
DE,RES_CSP_Storage,2020,0.98,,Fraction,,,
DE,RES_Geothermal,2020,0.92,,Fraction,,,
DE,RES_Hydro_Small,2020,0.9,,Fraction,,,
DE,RES_Ocean,2020,0.45,,Fraction,,,
DE,RES_PV_Rooftop_Commercial,2020,0.98,,Fraction,,,
DE,RES_PV_Rooftop_Residential,2020,0.98,,Fraction,,,
DE,RES_PV_Utility_Avg,2020,0.98,,Fraction,,,
DE,RES_PV_Utility_Inf,2020,0.98,,Fraction,,,
DE,RES_PV_Utility_Opt,2020,0.98,,Fraction,,,
DE,RES_Wind_Offshore_Transitional,2020,0.98,,Fraction,,,
DE,RES_Wind_Offshore_Shallow,2020,0.98,,Fraction,,,
DE,RES_Wind_Offshore_Deep,2020,0.98,,Fraction,,,
DE,RES_Wind_Onshore_Avg,2020,0.98,,Fraction,,,
DE,RES_Wind_Onshore_Inf,2020,0.98,,Fraction,,,
DE,RES_Wind_Onshore_Opt,2020,0.98,,Fraction,,,
DE,X_Electrolysis,2020,0.982,,Fraction,,,
DE,X_Fuel_Cell,2020,0.982,,Fraction,,,
DE,X_Methanation,2020,0.982,,Fraction,,,
DE,A_CCS_Capacity,2020,1.0,,Fraction,,,
DE,CHP_Biomass_CCS,2020,0.84,,Fraction,,,
DE,P_Biomass_CCS,2020,0.84,,Fraction,,,
DE,HLR_Gas_Boiler,2020,0.98,,Fraction,,,
DE,HLR_Gas_CHP,2020,0.98,,Fraction,,,
DE,HLR_Biomass,2020,0.98,,Fraction,,,
DE,HLR_Biomass_CHP,2020,0.98,,Fraction,,,
DE,HLR_Hardcoal,2020,0.98,,Fraction,,,
DE,HLR_Lignite,2020,0.98,,Fraction,,,
DE,HLR_Hardcoal_CHP,2020,0.98,,Fraction,,,
DE,HLR_Lignite_CHP,2020,0.98,,Fraction,,,
DE,HLR_Direct_Electric,2020,0.98,,Fraction,,,
DE,HLR_Solar_Thermal,2020,0.98,,Fraction,,,
DE,HLR_Heatpump_Aerial,2020,0.98,,Fraction,,,
DE,HLR_Heatpump_Ground,2020,0.98,,Fraction,,,
DE,HLR_Geothermal,2020,0.98,,Fraction,,,
DE,HLR_Oil_Boiler,2020,0.98,,Fraction,,,
DE,HLI_Gas_Boiler,2020,0.98,,Fraction,,,
DE,HLI_Gas_CHP,2020,0.98,,Fraction,,,
DE,HLI_Biomass,2020,0.98,,Fraction,,,
DE,HLI_Biomass_CHP,2020,0.98,,Fraction,,,
DE,HLI_Hardcoal,2020,0.98,,Fraction,,,
DE,HLI_Lignite,2020,0.98,,Fraction,,,
DE,HLI_Hardcoal_CHP,2020,0.98,,Fraction,,,
DE,HLI_Lignite_CHP,2020,0.98,,Fraction,,,
DE,HLI_Solar_Thermal,2020,0.98,,Fraction,,,
DE,HLI_Fuelcell,2020,0.0,,Fraction,,,
DE,HLI_Geothermal,2020,0.98,,Fraction,,,
DE,HLI_Oil_Boiler,2020,0.98,,Fraction,,,
DE,HLI_Direct_Electric,2020,0.98,,Fraction,,,
DE,HLI_Oil_CHP,2020,0.98,,Fraction,,,
DE,HMI_Gas,2020,0.98,,Fraction,,,
DE,HMI_H2,2020,0.0,,Fraction,,,
DE,HMI_Biomass,2020,0.98,,Fraction,,,
DE,HMI_HardCoal,2020,0.98,,Fraction,,,
DE,HMI_Steam_Electric,2020,0.98,,Fraction,,,
DE,HMI_Oil,2020,0.98,,Fraction,,,
DE,HHI_BF_BOF,2020,0.98,,Fraction,,,
DE,HHI_DRI_EAF,2020,0.98,,Fraction,,,
DE,HHI_Scrap_EAF,2020,0.98,,Fraction,,,
DE,HHI_H2DRI_EAF,2020,0.0,,Fraction,,,
DE,HHI_Molten_Electrolysis,2020,0.0,,Fraction,,,
DE,HHI_Bio_BF_BOF,2020,0.0,,Fraction,,,
DE,CHP_Nuclear,2020,0.8,,Fraction,,,
DE,CHP_Nuclear,2020,0.8,,Fraction,,,
DE,HHI_BF_BOF_CCS,2020,0.98,,Fraction,,,
DE,HHI_DRI_EAF_CCS,2020,0.98,,Fraction,,,
DE,HLI_Biomass_CHP_CCS,2020,0.98,,Fraction,,,
DE,HLI_Hardcoal_CHP_CCS,2020,0.98,,Fraction,,,
DE,HLI_Lignite_CHP_CCS,2020,0.98,,Fraction,,,
DE,HLR_Biomass_CHP_CCS,2020,0.98,,Fraction,,,
DE,HLR_Hardcoal_CHP_CCS,2020,0.98,,Fraction,,,
DE,HLR_Lignite_CHP_CCS,2020,0.98,,Fraction,,,
DE,HMI_Gas_CCS,2020,0.98,,Fraction,,,
DE,HMI_HardCoal_CCS,2020,0.98,,Fraction,,,
DE,P_Coal_Hardcoal_CCS,2020,0.98,,Fraction,,,
DE,P_Coal_Lignite_CCS,2020,0.98,,Fraction,,,
DE,P_Gas_CCS,2020,0.98,,Fraction,,,
DE,X_SMR,2020,0.98,,Fraction,,,
DE,X_ATR_CCS,2020,0.98,,Fraction,,,
DE,X_DAC,2020,0.98,,Fraction,,,
DE,A_Air,2020,1.0,,Fraction,,,
DE,HLR_H2_Boiler,2020,0.0,,Fraction,,,
DE,HLI_H2_Boiler,2020,0.0,,Fraction,,,
DE,X_Biofuel,2020,1.0,,Fraction,,,
DE,X_Powerfuel,2020,0.0,,Fraction,,,
DE,RES_Biogas,2020,1.0,,Fraction,,,
DE,RES_Grass,2020,1.0,,Fraction,,,
DE,RES_Paper_Cardboard,2020,1.0,,Fraction,,,
DE,RES_Residues,2020,1.0,,Fraction,,,
DE,RES_Roundwood,2020,1.0,,Fraction,,,
DE,RES_Wood,2020,1.0,,Fraction,,,
DE,X_Gasifier,2020,0.98,,Fraction,,,
DE,X_Liquifier,2020,0.98,,Fraction,,,
DE,FRT_Road_LNG,2020,0.98,,Fraction,,,
DE,FRT_Ship_LNG,2020,0.98,,Fraction,,,
DE,PSNG_Road_LNG,2020,0.98,,Fraction,,,
DE,P_H2_OCGT,2020,0.98,,Fraction,,,
DE,X_DAC_LT,2020,0.98,,Fraction,,,
DE,X_DAC_HT,2020,0.98,,Fraction,,,
DE,Z_Import_H2,2020,1.0,,Fraction,,,
DE,Z_ETS_Buy,2020,1.0,,Fraction,,,
DE,Z_ETS_Sell,2020,1.0,,Fraction,,,
GR,RES_Hydro_Large,2020,0.33,,Fraction,,,
PL,RES_Hydro_Large,2020,0.33,,Fraction,,,
DE,P_Gas_CCGT,2020,0.87,,Fraction,,,
DE,P_Gas_OCGT,2020,0.87,,Fraction,,,
DE,P_Gas_Engines,2020,0.87,,Fraction,,,
DE,CHP_Biomass_Solid,2020,0.9,,Fraction,,,
DE,CHP_Coal_Hardcoal,2020,0.9,,Fraction,,,
DE,CHP_Coal_Lignite,2020,0.9,,Fraction,,,
DE,CHP_Gas_CCGT_Natural,2020,0.9,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas,2020,0.9,,Fraction,,,
DE,CHP_Gas_CCGT_SynGas,2020,0.9,,Fraction,,,
DE,CHP_Biomass_Solid_CCS,2020,0.9,,Fraction,,,
DE,CHP_Coal_Hardcoal_CCS,2020,0.9,,Fraction,,,
DE,CHP_Coal_Lignite_CCS,2020,0.9,,Fraction,,,
DE,CHP_Gas_CCGT_Natural_CCS,2020,0.9,,Fraction,,,
DE,CHP_Gas_CCGT_Biogas_CCS,2020,0.9,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,2020,0.0,,Fraction,,,
DE,HLI_Convert_DH,2020,1.0,,Fraction,,,
DE,HLR_Convert_DH,2020,1.0,,Fraction,,,
DE,CHP_Oil,2020,0.9,,Fraction,,,
DE,RES_PV_Utility_Tracking,2020,0.98,,Fraction,,,
FI,P_Nuclear,2020,0.95,,Fraction,,,
HU,P_Nuclear,2020,0.9,,Fraction,,,
RO,P_Nuclear,2020,0.95,,Fraction,,,
SI,P_Nuclear,2020,0.88,,Fraction,,,
AT,RES_Waste,2020,1.0,,Fraction,,,
AT,RES_Hydro_Large,2020,0.284003038,,Fraction,,,
BE,RES_Hydro_Large,2020,0.096724517,,Fraction,,,
BG,RES_Hydro_Large,2020,0.134024153,,Fraction,,,
CH,RES_Hydro_Large,2020,0.293486005,,Fraction,,,
CZ,RES_Hydro_Large,2020,0.127494687,,Fraction,,,
DE,RES_Hydro_Large,2020,0.417282298,,Fraction,,,
DK,RES_Hydro_Large,2020,0.0,,Fraction,,,
EE,RES_Hydro_Large,2020,0.0,,Fraction,,,
ES,RES_Hydro_Large,2020,0.482655521,,Fraction,,,
FI,RES_Hydro_Large,2020,0.0,,Fraction,,,
FR,RES_Hydro_Large,2020,0.32024356,,Fraction,,,
HR,RES_Hydro_Large,2020,0.284955224,,Fraction,,,
HU,RES_Hydro_Large,2020,0.0,,Fraction,,,
IE,RES_Hydro_Large,2020,0.152496076,,Fraction,,,
IT,RES_Hydro_Large,2020,0.216127436,,Fraction,,,
LT,RES_Hydro_Large,2020,0.575604735,,Fraction,,,
LU,RES_Hydro_Large,2020,0.119679441,,Fraction,,,
LV,RES_Hydro_Large,2020,0.0,,Fraction,,,
NL,RES_Hydro_Large,2020,0.0,,Fraction,,,
NO,RES_Hydro_Large,2020,0.48,,Fraction,,,
NONEU_Balkan,RES_Hydro_Large,2020,0.467137726,,Fraction,,,
PT,RES_Hydro_Large,2020,0.0,,Fraction,,,
RO,RES_Hydro_Large,2020,0.0,,Fraction,,,
SE,RES_Hydro_Large,2020,0.517424094,,Fraction,,,
SI,RES_Hydro_Large,2020,0.369076847,,Fraction,,,
SK,RES_Hydro_Large,2020,0.034885384,,Fraction,,,
TR,RES_Hydro_Large,2020,0.266833885,,Fraction,,,
UK,RES_Hydro_Large,2020,0.0,,Fraction,,,
PT,RES_Hydro_Small,2020,0.88,,Fraction,,,
World,A_Rooftop,2025,1.0,,Fraction,,,
World,CHP_Biomass,2025,0.84,,Fraction,,,
World,CHP_Coal_Hardcoal,2025,0.844,,Fraction,,,
World,CHP_Coal_Lignite,2025,0.844,,Fraction,,,
World,CHP_Gas,2025,0.87,,Fraction,,,
World,CHP_Nuclear,2025,0.837,,Fraction,,,
World,CHP_Nuclear,2025,0.8,,Fraction,,,
World,CHP_Nuclear,2025,0.8,,Fraction,,,
World,D_Battery_Li-Ion,2025,1.0,,Fraction,,,
World,D_Battery_Redox,2025,1.0,,Fraction,,,
World,D_Gas_H2,2025,1.0,,Fraction,,,
World,D_Gas_Methane,2025,1.0,,Fraction,,,
World,D_Heat_HLI,2025,1.0,,Fraction,,,
World,D_Heat_HLR,2025,1.0,,Fraction,,,
World,D_PHS,2025,1.0,,Fraction,,,
World,D_PHS_Residual,2025,1.0,,Fraction,,,
World,D_CAES,2025,1.0,,Fraction,,,
World,FRT_Rail_Conv,2025,0.95,,Fraction,,,
World,FRT_Rail_Electric,2025,0.95,,Fraction,,,
World,FRT_Road_OH,2025,0.95,,Fraction,,,
World,FRT_Road_BEV,2025,0.932581353,,Fraction,,,
World,FRT_Road_H2,2025,0.95,,Fraction,,,
World,FRT_Road_ICE,2025,0.95,,Fraction,,,
World,FRT_Road_PHEV,2025,0.95,,Fraction,,,
World,FRT_Road_ICE_Bio,2025,0.95,,Fraction,,,
World,FRT_Road_PHEV_Bio,2025,0.95,,Fraction,,,
World,FRT_Ship_Bio,2025,0.95,,Fraction,,,
World,FRT_Ship_Conv,2025,0.95,,Fraction,,,
World,HHT_Biomass,2025,0.84,,Fraction,,,
World,HHT_Coal_Hardcoal,2025,0.844,,Fraction,,,
World,HHT_Coal_Lignite,2025,0.844,,Fraction,,,
World,HHT_Electric_Furnace,2025,0.95,,Fraction,,,
World,HHT_Gas,2025,0.87,,Fraction,,,
World,HHT_Geothermal,2025,0.92,,Fraction,,,
World,HHT_Oil,2025,0.84,,Fraction,,,
World,HHT_H2,2025,0.982,,Fraction,,,
World,HLT_Biomass,2025,0.84,,Fraction,,,
World,HLT_Coal_Hardcoal,2025,0.844,,Fraction,,,
World,HLT_Coal_Lignite,2025,0.844,,Fraction,,,
World,HLT_Electric_Furnace,2025,0.95,,Fraction,,,
World,HLT_Gas,2025,0.87,,Fraction,,,
World,HLT_Geothermal,2025,0.92,,Fraction,,,
World,HLT_Heatpump,2025,0.95,,Fraction,,,
World,HLT_Oil,2025,0.84,,Fraction,,,
World,HLT_Rooftop_Commercial,2025,0.98,,Fraction,,,
World,HLT_Rooftop_Residential,2025,0.98,,Fraction,,,
World,P_Biomass,2025,0.84,,Fraction,,,
World,P_Coal_Hardcoal,2025,0.844,,Fraction,,,
World,P_Coal_Lignite,2025,0.844,,Fraction,,,
World,P_Gas,2025,0.892857143,,Fraction,,,
World,P_Nuclear,2025,0.837,,Fraction,,,
World,P_Oil,2025,0.84,,Fraction,,,
World,PSNG_Air_Bio,2025,0.95,,Fraction,,,
World,PSNG_Air_Conv,2025,0.95,,Fraction,,,
World,PSNG_Air_H2,2025,0.95,,Fraction,,,
World,PSNG_Rail_Conv,2025,0.95,,Fraction,,,
World,PSNG_Rail_Electric,2025,0.95,,Fraction,,,
World,PSNG_Road_BEV,2025,0.917340036,,Fraction,,,
World,PSNG_Road_H2,2025,0.95,,Fraction,,,
World,PSNG_Road_ICE,2025,0.95,,Fraction,,,
World,PSNG_Road_PHEV,2025,0.95,,Fraction,,,
World,PSNG_Road_ICE_Bio,2025,0.95,,Fraction,,,
World,PSNG_Road_PHEV_Bio,2025,0.95,,Fraction,,,
World,R_Coal_Hardcoal,2025,1.0,,Fraction,,,
World,R_Coal_Lignite,2025,1.0,,Fraction,,,
World,R_Gas,2025,1.0,,Fraction,,,
World,R_Nuclear,2025,1.0,,Fraction,,,
World,R_Oil,2025,1.0,,Fraction,,,
World,RES_Biomass,2025,1.0,,Fraction,,,
World,RES_CSP,2025,0.98,,Fraction,,,
World,RES_CSP_Storage,2025,0.98,,Fraction,,,
World,RES_Geothermal,2025,0.92,,Fraction,,,
World,RES_Hydro_Large,2025,0.33,,Fraction,,,
World,RES_Hydro_Small,2025,0.9,,Fraction,,,
World,RES_Ocean,2025,0.46,,Fraction,,,
World,RES_PV_Rooftop_Commercial,2025,0.98,,Fraction,,,
World,RES_PV_Rooftop_Residential,2025,0.98,,Fraction,,,
World,RES_PV_Utility_Avg,2025,0.98,,Fraction,,,
World,RES_PV_Utility_Inf,2025,0.98,,Fraction,,,
World,RES_PV_Utility_Opt,2025,0.98,,Fraction,,,
World,RES_Wind_Offshore_Transitional,2025,0.98,,Fraction,,,
World,RES_Wind_Offshore_Shallow,2025,0.98,,Fraction,,,
World,RES_Wind_Offshore_Deep,2025,0.98,,Fraction,,,
World,RES_Wind_Onshore_Avg,2025,0.98,,Fraction,,,
World,RES_Wind_Onshore_Inf,2025,0.98,,Fraction,,,
World,RES_Wind_Onshore_Opt,2025,0.98,,Fraction,,,
World,X_Electrolysis,2025,0.982,,Fraction,,,
World,X_Fuel_Cell,2025,0.982,,Fraction,,,
World,X_Methanation,2025,0.982,,Fraction,,,
World,A_CCS_Capacity,2025,1.0,,Fraction,,,
World,CHP_Biomass_CCS,2025,0.84,,Fraction,,,
World,P_Biomass_CCS,2025,0.84,,Fraction,,,
World,HLR_Gas_Boiler,2025,0.98,,Fraction,,,
World,HLR_Gas_CHP,2025,0.98,,Fraction,,,
World,HLR_Biomass,2025,0.98,,Fraction,,,
World,HLR_Biomass_CHP,2025,0.98,,Fraction,,,
World,HLR_Hardcoal,2025,0.98,,Fraction,,,
World,HLR_Lignite,2025,0.98,,Fraction,,,
World,HLR_Hardcoal_CHP,2025,0.98,,Fraction,,,
World,HLR_Lignite_CHP,2025,0.98,,Fraction,,,
World,HLR_Direct_Electric,2025,0.98,,Fraction,,,
World,HLR_Solar_Thermal,2025,0.98,,Fraction,,,
World,HLR_Heatpump_Aerial,2025,0.98,,Fraction,,,
World,HLR_Heatpump_Ground,2025,0.98,,Fraction,,,
World,HLR_Geothermal,2025,0.98,,Fraction,,,
World,HLR_Oil_Boiler,2025,0.98,,Fraction,,,
World,HLI_Gas_Boiler,2025,0.98,,Fraction,,,
World,HLI_Gas_CHP,2025,0.98,,Fraction,,,
World,HLI_Biomass,2025,0.98,,Fraction,,,
World,HLI_Biomass_CHP,2025,0.98,,Fraction,,,
World,HLI_Hardcoal,2025,0.98,,Fraction,,,
World,HLI_Lignite,2025,0.98,,Fraction,,,
World,HLI_Hardcoal_CHP,2025,0.98,,Fraction,,,
World,HLI_Lignite_CHP,2025,0.98,,Fraction,,,
World,HLI_Solar_Thermal,2025,0.98,,Fraction,,,
World,HLI_Fuelcell,2025,0.98,,Fraction,,,
World,HLI_Geothermal,2025,0.98,,Fraction,,,
World,HLI_Oil_Boiler,2025,0.98,,Fraction,,,
World,HLI_Direct_Electric,2025,0.98,,Fraction,,,
World,HLI_Oil_CHP,2025,0.98,,Fraction,,,
World,HMI_Gas,2025,0.98,,Fraction,,,
World,HMI_H2,2025,0.98,,Fraction,,,
World,HMI_Biomass,2025,0.98,,Fraction,,,
World,HMI_HardCoal,2025,0.98,,Fraction,,,
World,HMI_Steam_Electric,2025,0.98,,Fraction,,,
World,HMI_Oil,2025,0.98,,Fraction,,,
World,HHI_BF_BOF,2025,0.98,,Fraction,,,
World,HHI_DRI_EAF,2025,0.98,,Fraction,,,
World,HHI_Scrap_EAF,2025,0.98,,Fraction,,,
World,HHI_H2DRI_EAF,2025,0.98,,Fraction,,,
World,HHI_Molten_Electrolysis,2025,0.98,,Fraction,,,
World,HHI_Bio_BF_BOF,2025,0.98,,Fraction,,,
World,HHI_BF_BOF_CCS,2025,0.98,,Fraction,,,
World,HHI_DRI_EAF_CCS,2025,0.98,,Fraction,,,
World,HLI_Biomass_CHP_CCS,2025,0.98,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,2025,0.98,,Fraction,,,
World,HLI_Lignite_CHP_CCS,2025,0.98,,Fraction,,,
World,HLR_Biomass_CHP_CCS,2025,0.98,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,2025,0.98,,Fraction,,,
World,HLR_Lignite_CHP_CCS,2025,0.98,,Fraction,,,
World,HMI_Gas_CCS,2025,0.98,,Fraction,,,
World,HMI_HardCoal_CCS,2025,0.98,,Fraction,,,
World,P_Coal_Hardcoal_CCS,2025,0.98,,Fraction,,,
World,P_Coal_Lignite_CCS,2025,0.98,,Fraction,,,
World,P_Gas_CCS,2025,0.98,,Fraction,,,
World,X_SMR,2025,0.98,,Fraction,,,
World,X_ATR_CCS,2025,0.98,,Fraction,,,
World,A_Air,2025,1.0,,Fraction,,,
World,HLR_H2_Boiler,2025,0.98,,Fraction,,,
World,HLI_H2_Boiler,2025,0.98,,Fraction,,,
World,X_Biofuel,2025,1.0,,Fraction,,,
World,Z_Import_Electricity,2025,1.0,,Fraction,,,
World,A_Rooftop_Commercial,2025,1.0,,Fraction,,,
World,A_Rooftop_Residential,2025,1.0,,Fraction,,,
DE,D_Battery_Li-Ion,2025,1.0,,Fraction,,,
DE,D_Battery_Redox,2025,1.0,,Fraction,,,
DE,D_Gas_H2,2025,1.0,,Fraction,,,
DE,D_Gas_Methane,2025,1.0,,Fraction,,,
DE,D_Heat_HLI,2025,1.0,,Fraction,,,
DE,D_Heat_HLR,2025,1.0,,Fraction,,,
DE,D_PHS,2025,1.0,,Fraction,,,
DE,D_PHS_Residual,2025,1.0,,Fraction,,,
DE,D_CAES,2025,1.0,,Fraction,,,
DE,FRT_Rail_Conv,2025,0.95,,Fraction,,,
DE,FRT_Rail_Electric,2025,0.95,,Fraction,,,
DE,FRT_Road_OH,2025,0.0,,Fraction,,,
DE,FRT_Road_BEV,2025,0.932581353,,Fraction,,,
DE,FRT_Road_H2,2025,0.95,,Fraction,,,
DE,FRT_Road_ICE,2025,0.95,,Fraction,,,
DE,FRT_Road_PHEV,2025,0.95,,Fraction,,,
DE,FRT_Road_ICE_Bio,2025,0.95,,Fraction,,,
DE,FRT_Road_PHEV_Bio,2025,0.95,,Fraction,,,
DE,FRT_Ship_Bio,2025,0.95,,Fraction,,,
DE,FRT_Ship_Conv,2025,0.95,,Fraction,,,
DE,P_Biomass,2025,0.98,,Fraction,,,
DE,P_Coal_Hardcoal,2025,0.98,,Fraction,,,
DE,P_Coal_Lignite,2025,0.98,,Fraction,,,
DE,P_Gas,2025,0.98,,Fraction,,,
DE,P_Nuclear,2025,0.9,,Fraction,,,
DE,P_Oil,2025,0.98,,Fraction,,,
DE,PSNG_Air_Bio,2025,0.0,,Fraction,,,
DE,PSNG_Air_Conv,2025,0.95,,Fraction,,,
DE,PSNG_Air_H2,2025,0.0,,Fraction,,,
DE,PSNG_Rail_Conv,2025,0.95,,Fraction,,,
DE,PSNG_Rail_Electric,2025,0.95,,Fraction,,,
DE,PSNG_Road_BEV,2025,0.917340036,,Fraction,,,
DE,PSNG_Road_H2,2025,0.95,,Fraction,,,
DE,PSNG_Road_ICE,2025,0.95,,Fraction,,,
DE,PSNG_Road_PHEV,2025,0.95,,Fraction,,,
DE,PSNG_Road_ICE_Bio,2025,0.95,,Fraction,,,
DE,PSNG_Road_PHEV_Bio,2025,0.95,,Fraction,,,
DE,R_Coal_Hardcoal,2025,1.0,,Fraction,,,
DE,R_Coal_Lignite,2025,1.0,,Fraction,,,
DE,R_Gas,2025,1.0,,Fraction,,,
DE,R_Nuclear,2025,1.0,,Fraction,,,
DE,R_Oil,2025,1.0,,Fraction,,,
DE,RES_Biomass,2025,1.0,,Fraction,,,
DE,RES_CSP,2025,0.98,,Fraction,,,
DE,RES_CSP_Storage,2025,0.98,,Fraction,,,
DE,RES_Geothermal,2025,0.92,,Fraction,,,
DE,RES_Hydro_Small,2025,0.9,,Fraction,,,
DE,RES_Ocean,2025,0.46,,Fraction,,,
DE,RES_PV_Rooftop_Commercial,2025,0.98,,Fraction,,,
DE,RES_PV_Rooftop_Residential,2025,0.98,,Fraction,,,
DE,RES_PV_Utility_Avg,2025,0.98,,Fraction,,,
DE,RES_PV_Utility_Inf,2025,0.98,,Fraction,,,
DE,RES_PV_Utility_Opt,2025,0.98,,Fraction,,,
DE,RES_Wind_Offshore_Transitional,2025,0.98,,Fraction,,,
