Fuel,Region,Region2,Value,,Unit,Source,Updated at,Updated by
LNG,RO,DE,4.26412054,,M€/PJ,,,
LNG,SE,DE,4.440291201,,M€/PJ,,,
LNG,SI,DE,3.290100881,,M€/PJ,,,
LNG,SK,DE,3.413659129,,M€/PJ,,,
LNG,TR,DE,0.0,,M€/PJ,,,
LNG,UK,DE,3.864551881,,M€/PJ,,,
LBG,AT,DE,2.915927258,,M€/PJ,,,
LBG,BE,DE,2.733806565,,M€/PJ,,,
LBG,BG,DE,4.57436867,,M€/PJ,,,
LBG,CH,DE,2.982733556,,M€/PJ,,,
LBG,CZ,DE,2.667943439,,M€/PJ,,,
LBG,DE,DE,0.0,,M€/PJ,,,
LBG,DK,DE,3.066437588,,M€/PJ,,,
LBG,EE,DE,4.341911164,,M€/PJ,,,
LBG,ES,DE,4.778661945,,M€/PJ,,,
LBG,FI,DE,4.924486949,,M€/PJ,,,
LBG,FR,DE,2.971705971,,M€/PJ,,,
LBG,GR,DE,4.823037149,,M€/PJ,,,
LBG,HR,DE,3.608191325,,M€/PJ,,,
LBG,HU,DE,3.573552893,,M€/PJ,,,
LBG,IE,DE,4.348804766,,M€/PJ,,,
LBG,IT,DE,3.82302795,,M€/PJ,,,
LBG,LT,DE,3.953603528,,M€/PJ,,,
LBG,LU,DE,2.541668928,,M€/PJ,,,
LBG,LV,DE,4.149243215,,M€/PJ,,,
LBG,NL,DE,2.591932722,,M€/PJ,,,
LBG,NO,DE,4.631520402,,M€/PJ,,,
LBG,NONEU_Balkan,DE,4.147039595,,M€/PJ,,,
LBG,PL,DE,3.269874225,,M€/PJ,,,
LBG,PT,DE,0.0,,M€/PJ,,,
LBG,RO,DE,4.26412054,,M€/PJ,,,
LBG,SE,DE,4.440291201,,M€/PJ,,,
LBG,SI,DE,3.290100881,,M€/PJ,,,
LBG,SK,DE,3.413659129,,M€/PJ,,,
LBG,TR,DE,0.0,,M€/PJ,,,
LBG,UK,DE,3.864551881,,M€/PJ,,,
Powerfuel,AT,DE,2.915927258,,M€/PJ,,,
Powerfuel,BE,DE,2.733806565,,M€/PJ,,,
Powerfuel,BG,DE,4.57436867,,M€/PJ,,,
Powerfuel,CH,DE,2.982733556,,M€/PJ,,,
Powerfuel,CZ,DE,2.667943439,,M€/PJ,,,
Powerfuel,DE,DE,0.0,,M€/PJ,,,
Powerfuel,DK,DE,3.066437588,,M€/PJ,,,
Powerfuel,EE,DE,4.341911164,,M€/PJ,,,
Powerfuel,ES,DE,4.778661945,,M€/PJ,,,
Powerfuel,FI,DE,4.924486949,,M€/PJ,,,
Powerfuel,FR,DE,2.971705971,,M€/PJ,,,
Powerfuel,GR,DE,4.823037149,,M€/PJ,,,
Powerfuel,HR,DE,3.608191325,,M€/PJ,,,
Powerfuel,HU,DE,3.573552893,,M€/PJ,,,
Powerfuel,IE,DE,4.348804766,,M€/PJ,,,
Powerfuel,IT,DE,3.82302795,,M€/PJ,,,
Powerfuel,LT,DE,3.953603528,,M€/PJ,,,
Powerfuel,LU,DE,2.541668928,,M€/PJ,,,
Powerfuel,LV,DE,4.149243215,,M€/PJ,,,
Powerfuel,NL,DE,2.591932722,,M€/PJ,,,
Powerfuel,NO,DE,4.631520402,,M€/PJ,,,
Powerfuel,NONEU_Balkan,DE,4.147039595,,M€/PJ,,,
Powerfuel,PL,DE,3.269874225,,M€/PJ,,,
Powerfuel,PT,DE,0.0,,M€/PJ,,,
Powerfuel,RO,DE,4.26412054,,M€/PJ,,,
Powerfuel,SE,DE,4.440291201,,M€/PJ,,,
Powerfuel,SI,DE,3.290100881,,M€/PJ,,,
Powerfuel,SK,DE,3.413659129,,M€/PJ,,,
Powerfuel,TR,DE,0.0,,M€/PJ,,,
Powerfuel,UK,DE,3.864551881,,M€/PJ,,,
ETS,AT,DE,0.01,,M€/PJ,,,
ETS,BE,DE,0.01,,M€/PJ,,,
ETS,BG,DE,0.01,,M€/PJ,,,
ETS,CH,DE,0.01,,M€/PJ,,,
ETS,CZ,DE,0.01,,M€/PJ,,,
ETS,DE,DE,0.0,,M€/PJ,,,
ETS,DK,DE,0.01,,M€/PJ,,,
ETS,EE,DE,0.01,,M€/PJ,,,
ETS,ES,DE,0.01,,M€/PJ,,,
ETS,FI,DE,0.01,,M€/PJ,,,
ETS,FR,DE,0.01,,M€/PJ,,,
ETS,GR,DE,0.01,,M€/PJ,,,
ETS,HR,DE,0.01,,M€/PJ,,,
ETS,HU,DE,0.01,,M€/PJ,,,
ETS,IE,DE,0.01,,M€/PJ,,,
ETS,IT,DE,0.01,,M€/PJ,,,
ETS,LT,DE,0.01,,M€/PJ,,,
ETS,LU,DE,0.01,,M€/PJ,,,
ETS,LV,DE,0.01,,M€/PJ,,,
ETS,NL,DE,0.01,,M€/PJ,,,
ETS,NO,DE,0.01,,M€/PJ,,,
ETS,NONEU_Balkan,DE,0.01,,M€/PJ,,,
ETS,PL,DE,0.01,,M€/PJ,,,
ETS,PT,DE,0.0,,M€/PJ,,,
ETS,RO,DE,0.01,,M€/PJ,,,
ETS,SE,DE,0.01,,M€/PJ,,,
ETS,SI,DE,0.01,,M€/PJ,,,
ETS,SK,DE,0.01,,M€/PJ,,,
ETS,TR,DE,0.0,,M€/PJ,,,
ETS,UK,DE,0.01,,M€/PJ,,,
Biofuel,AT,DE,2.915927258,,M€/PJ,,,
Biofuel,BE,DE,2.733806565,,M€/PJ,,,
Biofuel,BG,DE,4.57436867,,M€/PJ,,,
Biofuel,CH,DE,2.982733556,,M€/PJ,,,
Biofuel,CZ,DE,2.667943439,,M€/PJ,,,
Biofuel,DE,DE,0.0,,M€/PJ,,,
Biofuel,DK,DE,3.066437588,,M€/PJ,,,
Biofuel,EE,DE,4.341911164,,M€/PJ,,,
Biofuel,ES,DE,4.778661945,,M€/PJ,,,
Biofuel,FI,DE,4.924486949,,M€/PJ,,,
Biofuel,FR,DE,2.971705971,,M€/PJ,,,
Biofuel,GR,DE,4.823037149,,M€/PJ,,,
Biofuel,HR,DE,3.608191325,,M€/PJ,,,
Biofuel,HU,DE,3.573552893,,M€/PJ,,,
Biofuel,IE,DE,4.348804766,,M€/PJ,,,
Biofuel,IT,DE,3.82302795,,M€/PJ,,,
Biofuel,LT,DE,3.953603528,,M€/PJ,,,
Biofuel,LU,DE,2.541668928,,M€/PJ,,,
Biofuel,LV,DE,4.149243215,,M€/PJ,,,
Biofuel,NL,DE,2.591932722,,M€/PJ,,,
Biofuel,NO,DE,4.631520402,,M€/PJ,,,
Biofuel,NONEU_Balkan,DE,4.147039595,,M€/PJ,,,
Biofuel,PL,DE,3.269874225,,M€/PJ,,,
Biofuel,PT,DE,0.0,,M€/PJ,,,
Biofuel,RO,DE,4.26412054,,M€/PJ,,,
Biofuel,SE,DE,4.440291201,,M€/PJ,,,
Biofuel,SI,DE,3.290100881,,M€/PJ,,,
Biofuel,SK,DE,3.413659129,,M€/PJ,,,
Biofuel,TR,DE,0.0,,M€/PJ,,,
Biofuel,UK,DE,3.864551881,,M€/PJ,,,
Gas_Natural,AT,DE,0.015338023,,M€/PJ,,,
Gas_Natural,BE,DE,0.013069939,,M€/PJ,,,
Gas_Natural,BG,DE,0.04687919,,M€/PJ,,,
Gas_Natural,CH,DE,0.016224784,,M€/PJ,,,
Gas_Natural,CZ,DE,0.012302538,,M€/PJ,,,
Gas_Natural,DE,DE,0.0,,M€/PJ,,,
Gas_Natural,DK,DE,0.017378095,,M€/PJ,,,
Gas_Natural,EE,DE,0.041188904,,M€/PJ,,,
Gas_Natural,ES,DE,0.052246996,,M€/PJ,,,
Gas_Natural,FI,DE,0.056292776,,M€/PJ,,,
Gas_Natural,FR,DE,0.016076355,,M€/PJ,,,
Gas_Natural,GR,DE,0.053459097,,M€/PJ,,,
Gas_Natural,HR,DE,0.026020328,,M€/PJ,,,
Gas_Natural,HU,DE,0.025404939,,M€/PJ,,,
Gas_Natural,IE,DE,0.041351354,,M€/PJ,,,
Gas_Natural,IT,DE,0.030035541,,M€/PJ,,,
Gas_Natural,LT,DE,0.032645658,,M€/PJ,,,
Gas_Natural,LU,DE,0.010908032,,M€/PJ,,,
Gas_Natural,LV,DE,0.036801933,,M€/PJ,,,
Gas_Natural,NL,DE,0.011451131,,M€/PJ,,,
Gas_Natural,NO,DE,0.048345916,,M€/PJ,,,
Gas_Natural,NONEU_Balkan,DE,0.036753456,,M€/PJ,,,
Gas_Natural,PL,DE,0.020380749,,M€/PJ,,,
Gas_Natural,PT,DE,0.0,,M€/PJ,,,
Gas_Natural,RO,DE,0.039382126,,M€/PJ,,,
Gas_Natural,SE,DE,0.043543532,,M€/PJ,,,
Gas_Natural,SI,DE,0.02069499,,M€/PJ,,,
Gas_Natural,SK,DE,0.022677315,,M€/PJ,,,
Gas_Natural,TR,DE,0.0,,M€/PJ,,,
Gas_Natural,UK,DE,0.030851512,,M€/PJ,,,
Gas_Bio,AT,DE,0.015338023,,M€/PJ,,,
Gas_Bio,BE,DE,0.013069939,,M€/PJ,,,
Gas_Bio,BG,DE,0.04687919,,M€/PJ,,,
Gas_Bio,CH,DE,0.016224784,,M€/PJ,,,
Gas_Bio,CZ,DE,0.012302538,,M€/PJ,,,
Gas_Bio,DE,DE,0.0,,M€/PJ,,,
Gas_Bio,DK,DE,0.017378095,,M€/PJ,,,
Gas_Bio,EE,DE,0.041188904,,M€/PJ,,,
Gas_Bio,ES,DE,0.052246996,,M€/PJ,,,
Gas_Bio,FI,DE,0.056292776,,M€/PJ,,,
Gas_Bio,FR,DE,0.016076355,,M€/PJ,,,
Gas_Bio,GR,DE,0.053459097,,M€/PJ,,,
Gas_Bio,HR,DE,0.026020328,,M€/PJ,,,
Gas_Bio,HU,DE,0.025404939,,M€/PJ,,,
Gas_Bio,IE,DE,0.041351354,,M€/PJ,,,
Gas_Bio,IT,DE,0.030035541,,M€/PJ,,,
Gas_Bio,LT,DE,0.032645658,,M€/PJ,,,
Gas_Bio,LU,DE,0.010908032,,M€/PJ,,,
Gas_Bio,LV,DE,0.036801933,,M€/PJ,,,
Gas_Bio,NL,DE,0.011451131,,M€/PJ,,,
Gas_Bio,NO,DE,0.048345916,,M€/PJ,,,
Gas_Bio,NONEU_Balkan,DE,0.036753456,,M€/PJ,,,
Gas_Bio,PL,DE,0.020380749,,M€/PJ,,,
Gas_Bio,PT,DE,0.0,,M€/PJ,,,
Gas_Bio,RO,DE,0.039382126,,M€/PJ,,,
Gas_Bio,SE,DE,0.043543532,,M€/PJ,,,
Gas_Bio,SI,DE,0.02069499,,M€/PJ,,,
Gas_Bio,SK,DE,0.022677315,,M€/PJ,,,
Gas_Bio,TR,DE,0.0,,M€/PJ,,,
Gas_Bio,UK,DE,0.030851512,,M€/PJ,,,
Gas_Synth,AT,DE,0.015338023,,M€/PJ,,,
Gas_Synth,BE,DE,0.013069939,,M€/PJ,,,
Gas_Synth,BG,DE,0.04687919,,M€/PJ,,,
Gas_Synth,CH,DE,0.016224784,,M€/PJ,,,
Gas_Synth,CZ,DE,0.012302538,,M€/PJ,,,
Gas_Synth,DE,DE,0.0,,M€/PJ,,,
Gas_Synth,DK,DE,0.017378095,,M€/PJ,,,
Gas_Synth,EE,DE,0.041188904,,M€/PJ,,,
Gas_Synth,ES,DE,0.052246996,,M€/PJ,,,
Gas_Synth,FI,DE,0.056292776,,M€/PJ,,,
Gas_Synth,FR,DE,0.016076355,,M€/PJ,,,
Gas_Synth,GR,DE,0.053459097,,M€/PJ,,,
Gas_Synth,HR,DE,0.026020328,,M€/PJ,,,
Gas_Synth,HU,DE,0.025404939,,M€/PJ,,,
Gas_Synth,IE,DE,0.041351354,,M€/PJ,,,
Gas_Synth,IT,DE,0.030035541,,M€/PJ,,,
Gas_Synth,LT,DE,0.032645658,,M€/PJ,,,
Gas_Synth,LU,DE,0.010908032,,M€/PJ,,,
Gas_Synth,LV,DE,0.036801933,,M€/PJ,,,
Gas_Synth,NL,DE,0.011451131,,M€/PJ,,,
Gas_Synth,NO,DE,0.048345916,,M€/PJ,,,
Gas_Synth,NONEU_Balkan,DE,0.036753456,,M€/PJ,,,
Gas_Synth,PL,DE,0.020380749,,M€/PJ,,,
Gas_Synth,PT,DE,0.0,,M€/PJ,,,
Gas_Synth,RO,DE,0.039382126,,M€/PJ,,,
Gas_Synth,SE,DE,0.043543532,,M€/PJ,,,
Gas_Synth,SI,DE,0.02069499,,M€/PJ,,,
Gas_Synth,SK,DE,0.022677315,,M€/PJ,,,
Gas_Synth,TR,DE,0.0,,M€/PJ,,,
Gas_Synth,UK,DE,0.030851512,,M€/PJ,,,
Distance,AT,DK,973.0302934,,M€/PJ,,,
Distance,BE,DK,692.1556601,,M€/PJ,,,
Distance,BG,DK,0.0,,M€/PJ,,,
Distance,CH,DK,1027.049807,,M€/PJ,,,
Distance,CZ,DK,777.762744,,M€/PJ,,,
Distance,DE,DK,540.4861771,,M€/PJ,,,
Distance,DK,DK,0.0,,M€/PJ,,,
Distance,EE,DK,978.436159,,M€/PJ,,,
Distance,ES,DK,0.0,,M€/PJ,,,
Distance,FI,DK,1298.092449,,M€/PJ,,,
Distance,FR,DK,1789.50848,,M€/PJ,,,
Distance,GR,DK,0.0,,M€/PJ,,,
Distance,HR,DK,1294.227997,,M€/PJ,,,
Distance,HU,DK,1171.939473,,M€/PJ,,,
Distance,IE,DK,1213.434498,,M€/PJ,,,
Distance,IT,DK,1472.555468,,M€/PJ,,,
Distance,LT,DK,873.0123322,,M€/PJ,,,
Distance,LU,DK,737.8085729,,M€/PJ,,,
Distance,LV,DK,921.6459648,,M€/PJ,,,
Distance,NL,DK,503.8884495,,M€/PJ,,,
Distance,NO,DK,700.0,,M€/PJ,,,
Distance,NONEU_Balkan,DK,0.0,,M€/PJ,,,
Distance,PL,DK,745.4992627,,M€/PJ,,,
Distance,PT,DK,0.0,,M€/PJ,,,
Distance,RO,DK,1533.407707,,M€/PJ,,,
Distance,SE,DK,400.0,,M€/PJ,,,
Distance,SI,DK,1144.117199,,M€/PJ,,,
Distance,SK,DK,1030.023898,,M€/PJ,,,
Distance,TR,DK,0.0,,M€/PJ,,,
Distance,UK,DK,850.0900394,,M€/PJ,,,
Hardcoal,AT,DK,0.454905988,,M€/PJ,,,
Hardcoal,BE,DK,0.44323906,,M€/PJ,,,
Hardcoal,BG,DK,0.0,,M€/PJ,,,
Hardcoal,CH,DK,0.457149843,,M€/PJ,,,
Hardcoal,CZ,DK,0.446794994,,M€/PJ,,,
Hardcoal,DE,DK,0.436939036,,M€/PJ,,,
Hardcoal,DK,DK,0.0,,M€/PJ,,,
Hardcoal,EE,DK,0.455130536,,M€/PJ,,,
Hardcoal,ES,DK,0.0,,M€/PJ,,,
Hardcoal,FI,DK,0.468408371,,M€/PJ,,,
Hardcoal,FR,DK,0.488820737,,M€/PJ,,,
Hardcoal,GR,DK,0.0,,M€/PJ,,,
Hardcoal,HR,DK,0.46824785,,M€/PJ,,,
Hardcoal,HU,DK,0.463168248,,M€/PJ,,,
Hardcoal,IE,DK,0.464891862,,M€/PJ,,,
Hardcoal,IT,DK,0.47565519,,M€/PJ,,,
Hardcoal,LT,DK,0.450751457,,M€/PJ,,,
Hardcoal,LU,DK,0.445135384,,M€/PJ,,,
Hardcoal,LV,DK,0.452771594,,M€/PJ,,,
Hardcoal,NL,DK,0.435418845,,M€/PJ,,,
Hardcoal,NO,DK,0.443564897,,M€/PJ,,,
Hardcoal,NONEU_Balkan,DK,0.0,,M€/PJ,,,
Hardcoal,PL,DK,0.445454838,,M€/PJ,,,
Hardcoal,PT,DK,0.0,,M€/PJ,,,
Hardcoal,RO,DK,0.478182861,,M€/PJ,,,
Hardcoal,SE,DK,0.431103542,,M€/PJ,,,
Hardcoal,SI,DK,0.46201257,,M€/PJ,,,
Hardcoal,SK,DK,0.45727338,,M€/PJ,,,
Hardcoal,TR,DK,0.0,,M€/PJ,,,
Hardcoal,UK,DK,0.449799314,,M€/PJ,,,
Biomass,AT,DK,0.454905988,,M€/PJ,,,
Biomass,BE,DK,0.44323906,,M€/PJ,,,
Biomass,BG,DK,0.0,,M€/PJ,,,
Biomass,CH,DK,0.457149843,,M€/PJ,,,
Biomass,CZ,DK,0.446794994,,M€/PJ,,,
Biomass,DE,DK,0.436939036,,M€/PJ,,,
Biomass,DK,DK,0.0,,M€/PJ,,,
Biomass,EE,DK,0.455130536,,M€/PJ,,,
Biomass,ES,DK,0.0,,M€/PJ,,,
Biomass,FI,DK,0.468408371,,M€/PJ,,,
Biomass,FR,DK,0.488820737,,M€/PJ,,,
Biomass,GR,DK,0.0,,M€/PJ,,,
Biomass,HR,DK,0.46824785,,M€/PJ,,,
Biomass,HU,DK,0.463168248,,M€/PJ,,,
Biomass,IE,DK,0.464891862,,M€/PJ,,,
Biomass,IT,DK,0.47565519,,M€/PJ,,,
Biomass,LT,DK,0.450751457,,M€/PJ,,,
Biomass,LU,DK,0.445135384,,M€/PJ,,,
Biomass,LV,DK,0.452771594,,M€/PJ,,,
Biomass,NL,DK,0.435418845,,M€/PJ,,,
Biomass,NO,DK,0.443564897,,M€/PJ,,,
Biomass,NONEU_Balkan,DK,0.0,,M€/PJ,,,
Biomass,PL,DK,0.445454838,,M€/PJ,,,
Biomass,PT,DK,0.0,,M€/PJ,,,
Biomass,RO,DK,0.478182861,,M€/PJ,,,
Biomass,SE,DK,0.431103542,,M€/PJ,,,
Biomass,SI,DK,0.46201257,,M€/PJ,,,
Biomass,SK,DK,0.45727338,,M€/PJ,,,
Biomass,TR,DK,0.0,,M€/PJ,,,
Biomass,UK,DK,0.449799314,,M€/PJ,,,
Oil,AT,DK,3.886373386,,M€/PJ,,,
Oil,BE,DK,3.38787426,,M€/PJ,,,
Oil,BG,DK,0.0,,M€/PJ,,,
Oil,CH,DK,3.971930862,,M€/PJ,,,
Oil,CZ,DK,3.550897018,,M€/PJ,,,
Oil,DE,DK,3.066437588,,M€/PJ,,,
Oil,DK,DK,0.0,,M€/PJ,,,
Oil,EE,DK,3.895061032,,M€/PJ,,,
Oil,ES,DK,0.0,,M€/PJ,,,
Oil,FI,DK,4.365113308,,M€/PJ,,,
Oil,FR,DK,4.968087585,,M€/PJ,,,
Oil,GR,DK,0.0,,M€/PJ,,,
Oil,HR,DK,4.359871254,,M€/PJ,,,
Oil,HU,DK,4.188907898,,M€/PJ,,,
Oil,IE,DK,4.248064094,,M€/PJ,,,
Oil,IT,DK,4.59269789,,M€/PJ,,,
Oil,LT,DK,3.720140987,,M€/PJ,,,
Oil,LU,DK,3.476220403,,M€/PJ,,,
Oil,LV,DK,3.80231625,,M€/PJ,,,
Oil,NL,DK,2.980998727,,M€/PJ,,,
Oil,NO,DK,3.40329675,,M€/PJ,,,
Oil,NONEU_Balkan,DK,0.0,,M€/PJ,,,
Oil,PL,DK,3.49077903,,M€/PJ,,,
Oil,PT,DK,0.0,,M€/PJ,,,
Oil,RO,DK,4.668265581,,M€/PJ,,,
Oil,SE,DK,2.716115252,,M€/PJ,,,
Oil,SI,DK,4.148540434,,M€/PJ,,,
Oil,SK,DK,3.976562418,,M€/PJ,,,
Oil,TR,DK,0.0,,M€/PJ,,,
Oil,UK,DK,3.680460878,,M€/PJ,,,
H2,AT,DK,3.886373386,,M€/PJ,,,
H2,BE,DK,3.38787426,,M€/PJ,,,
H2,BG,DK,0.0,,M€/PJ,,,
H2,CH,DK,3.971930862,,M€/PJ,,,
H2,CZ,DK,3.550897018,,M€/PJ,,,
H2,DE,DK,3.066437588,,M€/PJ,,,
H2,DK,DK,0.0,,M€/PJ,,,
H2,EE,DK,3.895061032,,M€/PJ,,,
H2,ES,DK,0.0,,M€/PJ,,,
H2,FI,DK,4.365113308,,M€/PJ,,,
H2,FR,DK,4.968087585,,M€/PJ,,,
H2,GR,DK,0.0,,M€/PJ,,,
H2,HR,DK,4.359871254,,M€/PJ,,,
H2,HU,DK,4.188907898,,M€/PJ,,,
H2,IE,DK,4.248064094,,M€/PJ,,,
H2,IT,DK,4.59269789,,M€/PJ,,,
H2,LT,DK,3.720140987,,M€/PJ,,,
H2,LU,DK,3.476220403,,M€/PJ,,,
H2,LV,DK,3.80231625,,M€/PJ,,,
H2,NL,DK,2.980998727,,M€/PJ,,,
H2,NO,DK,3.40329675,,M€/PJ,,,
H2,NONEU_Balkan,DK,0.0,,M€/PJ,,,
H2,PL,DK,3.49077903,,M€/PJ,,,
H2,PT,DK,0.0,,M€/PJ,,,
H2,RO,DK,4.668265581,,M€/PJ,,,
H2,SE,DK,2.716115252,,M€/PJ,,,
H2,SI,DK,4.148540434,,M€/PJ,,,
H2,SK,DK,3.976562418,,M€/PJ,,,
H2,TR,DK,0.0,,M€/PJ,,,
H2,UK,DK,3.680460878,,M€/PJ,,,
Power,AT,DK,0.01,,M€/PJ,,,
Power,BE,DK,0.01,,M€/PJ,,,
Power,BG,DK,0.0,,M€/PJ,,,
Power,CH,DK,0.01,,M€/PJ,,,
Power,CZ,DK,0.01,,M€/PJ,,,
Power,DE,DK,0.01,,M€/PJ,,,
Power,DK,DK,0.0,,M€/PJ,,,
Power,EE,DK,0.01,,M€/PJ,,,
Power,ES,DK,0.0,,M€/PJ,,,
Power,FI,DK,0.01,,M€/PJ,,,
Power,FR,DK,0.01,,M€/PJ,,,
Power,GR,DK,0.0,,M€/PJ,,,
Power,HR,DK,0.01,,M€/PJ,,,
Power,HU,DK,0.01,,M€/PJ,,,
Power,IE,DK,0.01,,M€/PJ,,,
Power,IT,DK,0.01,,M€/PJ,,,
Power,LT,DK,0.01,,M€/PJ,,,
Power,LU,DK,0.01,,M€/PJ,,,
Power,LV,DK,0.01,,M€/PJ,,,
Power,NL,DK,0.01,,M€/PJ,,,
Power,NO,DK,0.01,,M€/PJ,,,
Power,NONEU_Balkan,DK,0.0,,M€/PJ,,,
Power,PL,DK,0.01,,M€/PJ,,,
Power,PT,DK,0.0,,M€/PJ,,,
Power,RO,DK,0.01,,M€/PJ,,,
Power,SE,DK,0.01,,M€/PJ,,,
Power,SI,DK,0.01,,M€/PJ,,,
Power,SK,DK,0.01,,M€/PJ,,,
Power,TR,DK,0.0,,M€/PJ,,,
Power,UK,DK,0.01,,M€/PJ,,,
LH2,AT,DK,3.886373386,,M€/PJ,,,
LH2,BE,DK,3.38787426,,M€/PJ,,,
LH2,BG,DK,0.0,,M€/PJ,,,
LH2,CH,DK,3.971930862,,M€/PJ,,,
LH2,CZ,DK,3.550897018,,M€/PJ,,,
LH2,DE,DK,3.066437588,,M€/PJ,,,
LH2,DK,DK,0.0,,M€/PJ,,,
LH2,EE,DK,3.895061032,,M€/PJ,,,
LH2,ES,DK,0.0,,M€/PJ,,,
LH2,FI,DK,4.365113308,,M€/PJ,,,
LH2,FR,DK,4.968087585,,M€/PJ,,,
LH2,GR,DK,0.0,,M€/PJ,,,
LH2,HR,DK,4.359871254,,M€/PJ,,,
LH2,HU,DK,4.188907898,,M€/PJ,,,
LH2,IE,DK,4.248064094,,M€/PJ,,,
LH2,IT,DK,4.59269789,,M€/PJ,,,
LH2,LT,DK,3.720140987,,M€/PJ,,,
LH2,LU,DK,3.476220403,,M€/PJ,,,
LH2,LV,DK,3.80231625,,M€/PJ,,,
LH2,NL,DK,2.980998727,,M€/PJ,,,
LH2,NO,DK,3.40329675,,M€/PJ,,,
LH2,NONEU_Balkan,DK,0.0,,M€/PJ,,,
LH2,PL,DK,3.49077903,,M€/PJ,,,
LH2,PT,DK,0.0,,M€/PJ,,,
LH2,RO,DK,4.668265581,,M€/PJ,,,
LH2,SE,DK,2.716115252,,M€/PJ,,,
LH2,SI,DK,4.148540434,,M€/PJ,,,
LH2,SK,DK,3.976562418,,M€/PJ,,,
LH2,TR,DK,0.0,,M€/PJ,,,
LH2,UK,DK,3.680460878,,M€/PJ,,,
LSG,AT,DK,3.886373386,,M€/PJ,,,
LSG,BE,DK,3.38787426,,M€/PJ,,,
LSG,BG,DK,0.0,,M€/PJ,,,
LSG,CH,DK,3.971930862,,M€/PJ,,,
LSG,CZ,DK,3.550897018,,M€/PJ,,,
LSG,DE,DK,3.066437588,,M€/PJ,,,
LSG,DK,DK,0.0,,M€/PJ,,,
LSG,EE,DK,3.895061032,,M€/PJ,,,
LSG,ES,DK,0.0,,M€/PJ,,,
LSG,FI,DK,4.365113308,,M€/PJ,,,
LSG,FR,DK,4.968087585,,M€/PJ,,,
LSG,GR,DK,0.0,,M€/PJ,,,
LSG,HR,DK,4.359871254,,M€/PJ,,,
LSG,HU,DK,4.188907898,,M€/PJ,,,
LSG,IE,DK,4.248064094,,M€/PJ,,,
LSG,IT,DK,4.59269789,,M€/PJ,,,
LSG,LT,DK,3.720140987,,M€/PJ,,,
LSG,LU,DK,3.476220403,,M€/PJ,,,
LSG,LV,DK,3.80231625,,M€/PJ,,,
LSG,NL,DK,2.980998727,,M€/PJ,,,
LSG,NO,DK,3.40329675,,M€/PJ,,,
LSG,NONEU_Balkan,DK,0.0,,M€/PJ,,,
LSG,PL,DK,3.49077903,,M€/PJ,,,
LSG,PT,DK,0.0,,M€/PJ,,,
LSG,RO,DK,4.668265581,,M€/PJ,,,
LSG,SE,DK,2.716115252,,M€/PJ,,,
LSG,SI,DK,4.148540434,,M€/PJ,,,
LSG,SK,DK,3.976562418,,M€/PJ,,,
LSG,TR,DK,0.0,,M€/PJ,,,
LSG,UK,DK,3.680460878,,M€/PJ,,,
LNG,AT,DK,3.886373386,,M€/PJ,,,
LNG,BE,DK,3.38787426,,M€/PJ,,,
LNG,BG,DK,0.0,,M€/PJ,,,
LNG,CH,DK,3.971930862,,M€/PJ,,,
LNG,CZ,DK,3.550897018,,M€/PJ,,,
LNG,DE,DK,3.066437588,,M€/PJ,,,
LNG,DK,DK,0.0,,M€/PJ,,,
LNG,EE,DK,3.895061032,,M€/PJ,,,
LNG,ES,DK,0.0,,M€/PJ,,,
LNG,FI,DK,4.365113308,,M€/PJ,,,
LNG,FR,DK,4.968087585,,M€/PJ,,,
LNG,GR,DK,0.0,,M€/PJ,,,
LNG,HR,DK,4.359871254,,M€/PJ,,,
LNG,HU,DK,4.188907898,,M€/PJ,,,
LNG,IE,DK,4.248064094,,M€/PJ,,,
LNG,IT,DK,4.59269789,,M€/PJ,,,
LNG,LT,DK,3.720140987,,M€/PJ,,,
LNG,LU,DK,3.476220403,,M€/PJ,,,
LNG,LV,DK,3.80231625,,M€/PJ,,,
LNG,NL,DK,2.980998727,,M€/PJ,,,
LNG,NO,DK,3.40329675,,M€/PJ,,,
LNG,NONEU_Balkan,DK,0.0,,M€/PJ,,,
LNG,PL,DK,3.49077903,,M€/PJ,,,
LNG,PT,DK,0.0,,M€/PJ,,,
LNG,RO,DK,4.668265581,,M€/PJ,,,
LNG,SE,DK,2.716115252,,M€/PJ,,,
LNG,SI,DK,4.148540434,,M€/PJ,,,
LNG,SK,DK,3.976562418,,M€/PJ,,,
LNG,TR,DK,0.0,,M€/PJ,,,
LNG,UK,DK,3.680460878,,M€/PJ,,,
LBG,AT,DK,3.886373386,,M€/PJ,,,
LBG,BE,DK,3.38787426,,M€/PJ,,,
LBG,BG,DK,0.0,,M€/PJ,,,
LBG,CH,DK,3.971930862,,M€/PJ,,,
LBG,CZ,DK,3.550897018,,M€/PJ,,,
LBG,DE,DK,3.066437588,,M€/PJ,,,
LBG,DK,DK,0.0,,M€/PJ,,,
LBG,EE,DK,3.895061032,,M€/PJ,,,
LBG,ES,DK,0.0,,M€/PJ,,,
LBG,FI,DK,4.365113308,,M€/PJ,,,
LBG,FR,DK,4.968087585,,M€/PJ,,,
LBG,GR,DK,0.0,,M€/PJ,,,
LBG,HR,DK,4.359871254,,M€/PJ,,,
LBG,HU,DK,4.188907898,,M€/PJ,,,
LBG,IE,DK,4.248064094,,M€/PJ,,,
