Source: sourcetag; timestamp; name <email>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,DolAmroth,Gondor,Rohan,Harad,Mordor
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.0000007,0,0,0,0,0,0,0,0.0000084,1.14E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62E-06,0.0000084,0,0,0,0,0
8,0,0,0.0640395,0,0,0,0,0,0,0,0.0339262,0.012245713,0.0009471,0,0.0030751,0,0,0,0.0002352,0,0.0532644,0,0,0.0000154,0,0,0,0,0.04066573,0.0339262,0,0,0,0.0030751,0.0002352
9,0.0636041,0,0.1873123,0.012033,0.0217308,0.0017136,0,0.0002226,0,0.0015099,0.1066289,0.0659043,0.0398216,0,0.0637728,0,0,0,0.0424144,0,0.1756013,0,0.0388822,0.0389438,0,0,0.0046676,0.0004984,0.129582483,0.1066289,0.0636041,0.0017136,0.0015099,0.0637728,0.0424144
10,0.1704682,0.0066808,0.28938,0.07462,0.0845677,0.0150213,0.0093527,0.0234675,0.0001197,0.0172305,0.1763986,0.155354675,0.1116066,0,0.1614123,0.0005523,0.0038374,0.0000756,0.110845,0.0314888,0.2728096,0.0007091,0.1295098,0.1300047,0.0025249,0.0017465,0.0262584,0.0055328,0.215244167,0.1763986,0.1704682,0.0150213,0.0172305,0.1614123,0.110845
11,0.2543905,0.0395143,0.3499573,0.1345099,0.1313025,0.0320348,0.0415254,0.0809074,0.0004893,0.0467824,0.2199722,0.232896563,0.1877589,0.0109228,0.2404346,0.004375,0.0336931,0.0106925,0.1560188,0.1095738,0.3310405,0.0065247,0.2155405,0.2143785,0.0342545,0.0048804,0.0561302,0.0114401,0.272447233,0.2199722,0.2543905,0.0320348,0.0467824,0.2404346,0.1560188
12,0.2992178,0.0819518,0.3675252,0.1815016,0.1426257,0.0438333,0.0675465,0.1628368,0.0005299,0.0791133,0.2375331,0.294829763,0.2479911,0.0374325,0.2821182,0.0095725,0.0846279,0.0282506,0.1735538,0.1997296,0.3464167,0.0142163,0.2922633,0.2612827,0.0825097,0.0048391,0.0714476,0.0151746,0.298625997,0.2375331,0.2992178,0.0438333,0.0791133,0.2821182,0.1735538
13,0.3007928,0.1233848,0.3464314,0.1999536,0.1363243,0.046256,0.0808703,0.2313465,0.0003052,0.1029154,0.2342557,0.311535963,0.2836687,0.0774522,0.285236,0.0102522,0.135583,0.0337183,0.1606654,0.2994544,0.3218152,0.0168252,0.3186001,0.2539327,0.1140216,0.0025053,0.0707042,0.0120344,0.29295273,0.2342557,0.3007928,0.046256,0.1029154,0.285236,0.1606654
14,0.2619624,0.144774,0.2834258,0.1555141,0.0995736,0.0384839,0.0742322,0.2643963,0.000028,0.1007972,0.2011317,0.275414388,0.2429217,0.128835,0.2441243,0.0082593,0.1529682,0.022323,0.1154685,0.3277764,0.2551689,0.0108682,0.2864596,0.2114623,0.1233526,0.0002961,0.0410074,0.0046935,0.246227473,0.2011317,0.2619624,0.0384839,0.1007972,0.2441243,0.1154685
15,0.1761375,0.1251943,0.1760262,0.0745353,0.0517573,0.0252875,0.0405902,0.2544444,0,0.0790692,0.1278347,0.195088338,0.151571,0.1372399,0.1743231,0.0229614,0.1088808,0.0041083,0.0535696,0.3237934,0.1445983,0.0019726,0.2094743,0.113344,0.1040445,0,0.0065793,0,0.15636887,0.1278347,0.1761375,0.0252875,0.0790692,0.1743231,0.0535696
16,0.0617197,0.0532287,0.0390187,0.0222446,0.0095032,0.0081536,0.0054019,0.1970829,0,0.0461839,0.0342944,0.067749413,0.0328685,0.0782614,0.0811447,0.0208229,0.0414673,0,0.0034685,0.2505461,0.0204323,0,0.0781137,0.0161336,0.0576695,0,0,0,0.039389373,0.0342944,0.0617197,0.0081536,0.0461839,0.0811447,0.0034685
17,0.000322,0.002975,0,0.0003465,0,0.0000147,0,0.108024,0,0.0126322,0,0.0000504,0,0.0206913,0.0075026,0.0019348,0.0003619,0,0,0.148106,0,0,0.0000672,0,0.0096628,0,0,0,0.00000672,0,0.000322,0.0000147,0.0126322,0.0075026,0
18,0,0,0,0,0,0,0,0.0184681,0,0.0000021,0,0,0,0,0,0,0,0,0,0.0430773,0,0,0,0,0,0,0,0,0,0,0,0,0.0000021,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0.0323498,0,0,0,0,0,0,0,0.0383054,0.0088319,0.0000462,0,0.003248,0,0,0,0.0000476,0,0.0330939,0,0,0.0001204,0,0,0,0,0.029393093,0.0383054,0,0,0,0.003248,0.0000476
33,0.0057414,0,0.0995064,0.0071729,0.0107002,0.0021126,0,0.0010479,0,0.0029904,0.1192184,0.0337267,0.0191506,0,0.0356944,0,0,0,0.0064946,0,0.1195453,0,0.0085148,0.0203301,0,0.0000112,0.0008316,0.000868,0.094270913,0.1192184,0.0057414,0.0021126,0.0029904,0.0356944,0.0064946
34,0.0285418,0.0031906,0.174272,0.0664384,0.0557354,0.0278474,0.0242165,0.0483175,0.0005691,0.0306082,0.2088233,0.070775863,0.0558012,0,0.0848239,0.0056182,0.030765,0.0004214,0.023373,0.0241542,0.2020116,0.0014294,0.0305186,0.0551145,0.0001953,0.0057015,0.0078631,0.0115584,0.167668433,0.2088233,0.0285418,0.0278474,0.0306082,0.0848239,0.023373
35,0.0666008,0.0185514,0.2357985,0.1410234,0.1145459,0.067228,0.0989471,0.1541078,0.0041657,0.0820253,0.2717687,0.104065675,0.0954289,0.0028588,0.1296323,0.0229194,0.0834799,0.0157388,0.0423885,0.112721,0.2580543,0.015113,0.0541597,0.0851634,0.0036071,0.0138845,0.0177023,0.0230405,0.224148447,0.2717687,0.0666008,0.067228,0.0820253,0.1296323,0.0423885
36,0.1189797,0.0340053,0.2726367,0.2240567,0.1739402,0.1082214,0.154539,0.2657011,0.0059507,0.138131,0.2996245,0.1206863,0.13132,0.0201768,0.157269,0.0372785,0.1323385,0.0307622,0.0585634,0.2577687,0.2957304,0.0302246,0.0655382,0.0978159,0.0123298,0.0177968,0.0289093,0.0278005,0.254840437,0.2996245,0.1189797,0.1082214,0.138131,0.157269,0.0585634
37,0.1611456,0.0493024,0.2777131,0.2828112,0.2011401,0.1276919,0.1635284,0.3196452,0.003661,0.1768837,0.286587,0.121090813,0.1428273,0.0440181,0.16415,0.0427952,0.1660421,0.0269143,0.0607488,0.3539368,0.286678,0.0333725,0.0674044,0.0901579,0.021756,0.0144186,0.0288827,0.0218239,0.251837063,0.286587,0.1611456,0.1276919,0.1768837,0.16415,0.0607488
38,0.1553636,0.056994,0.231945,0.2836435,0.169505,0.1202873,0.0998858,0.3288817,0.0003822,0.1862588,0.2281671,0.103910363,0.117999,0.0649768,0.1498875,0.0475587,0.1432522,0.0127316,0.0470323,0.3748458,0.2237802,0.0210553,0.0618618,0.0659274,0.026719,0.0055475,0.0176386,0.0101465,0.2052848,0.2281671,0.1553636,0.1202873,0.1862588,0.1498875,0.0470323
39,0.100877,0.0412643,0.1392356,0.2232692,0.0973581,0.0775516,0.0302456,0.3033863,0,0.1565725,0.1448678,0.065752925,0.0663278,0.0697396,0.1085175,0.0629678,0.0718459,0.0023807,0.0204897,0.3554859,0.1219883,0.0048734,0.04032,0.0335328,0.0228788,0,0.0023338,0.0002324,0.12558658,0.1448678,0.100877,0.0775516,0.1565725,0.1085175,0.0204897
40,0.0311045,0.0128387,0.0280245,0.10584,0.0243075,0.0243999,0.0020776,0.2392362,0,0.0968702,0.0435673,0.018670925,0.0122437,0.0578774,0.0499989,0.0241297,0.0212079,0,0.0011256,0.2996672,0.0156583,0.0000553,0.0129626,0.0043561,0.0113792,0,0,0,0.030858963,0.0435673,0.0311045,0.0243999,0.0968702,0.0499989,0.0011256
41,0.0003521,0.0001568,0,0.0118384,0,0.0002254,0,0.1354773,0,0.0271187,0,0,0,0.024416,0.0057442,0.0004438,0.0000126,0,0,0.2045848,0,0,0,0,0.0009954,0,0,0,0,0,0.0003521,0.0002254,0.0271187,0.0057442,0
42,0,0,0,0,0,0,0,0.0267043,0,0.0000623,0,0,0,0.000063,0,0,0,0,0,0.0772191,0,0,0,0,0,0,0,0,0,0,0,0,0.0000623,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0.0000112,0.0000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000448,0.0000112,0,0,0,0,0
56,0,0,0.036666,0,0,0,0,0,0,0,0.0274344,0.008022,0.00182,0,0.0018991,0,0,0,0.0000175,0,0.0176029,0,0.0000126,0.0005789,0,0,0,0,0.02571408,0.0274344,0,0,0,0.0018991,0.0000175
57,0.0628922,0,0.113981,0.0339178,0.0185157,0.0013958,0,0.004116,0,0.0056392,0.1039766,0.056988575,0.0534009,0,0.0545594,0,0,0,0.0089012,0,0.0885416,0,0.0396585,0.04144,0,0.0001862,0.0045129,0.0023527,0.096812357,0.1039766,0.0628922,0.0013958,0.0056392,0.0545594,0.0089012
58,0.1844402,0.0093037,0.2132508,0.1425816,0.0582715,0.0093037,0.0060354,0.1042825,0.0050729,0.0472444,0.1943221,0.149526388,0.1245048,0,0.1472485,0.0016191,0.0167874,0.000049,0.0290577,0.0743645,0.1807099,0.0004375,0.1314397,0.1123934,0.0004872,0.0130585,0.0248549,0.016254,0.189412417,0.1943221,0.1844402,0.0093037,0.0472444,0.1472485,0.0290577
59,0.2481178,0.0382949,0.2806293,0.2161852,0.069874,0.0187222,0.016408,0.2368982,0.0180663,0.0969948,0.2663787,0.2521449,0.1986859,0.0059836,0.2218076,0.0079968,0.0530425,0.008204,0.0453075,0.2006893,0.2553684,0.0044968,0.2450252,0.1665006,0.008015,0.0238483,0.0397124,0.0298228,0.264221697,0.2663787,0.2481178,0.0187222,0.0969948,0.2218076,0.0453075
60,0.2513924,0.0692937,0.3141278,0.2532243,0.0679084,0.0260946,0.0380863,0.3295782,0.0215509,0.1341928,0.2924523,0.312000588,0.2239678,0.0367801,0.2678984,0.0146139,0.0887033,0.0212016,0.0430458,0.3040807,0.2842574,0.0084301,0.3149041,0.2143204,0.0218085,0.0265496,0.0355145,0.0333704,0.297533203,0.2924523,0.2513924,0.0260946,0.1341928,0.2678984,0.0430458
61,0.2123674,0.0845971,0.2962932,0.2453689,0.0500339,0.025809,0.0494256,0.3761996,0.0121191,0.1484679,0.2662415,0.307561188,0.2020109,0.0889742,0.2780652,0.0198996,0.108626,0.0268842,0.0281113,0.3660412,0.263795,0.010199,0.3163258,0.214515,0.0313516,0.0192829,0.0205303,0.0252217,0.277823747,0.2662415,0.2123674,0.025809,0.1484679,0.2780652,0.0281113
62,0.1410276,0.0781669,0.2411157,0.189077,0.0346717,0.0204533,0.0433104,0.3819669,0.0014798,0.1397571,0.207116,0.256484988,0.1738142,0.1053549,0.2555273,0.0174678,0.0851123,0.0201292,0.011865,0.3826963,0.1977885,0.0082229,0.2672747,0.1309644,0.030156,0.0062832,0.005971,0.0096383,0.222756473,0.207116,0.1410276,0.0204533,0.1397571,0.2555273,0.011865
63,0.071148,0.0487704,0.1499456,0.1199128,0.0157661,0.0114723,0.0266273,0.3499664,0,0.1124571,0.1246336,0.16833495,0.1142659,0.0767298,0.2007649,0.0109375,0.0402521,0.0059087,0.0027944,0.3629654,0.0967946,0.0025368,0.1786834,0.0377573,0.0223202,0,0.0000959,0.0000063,0.136772533,0.1246336,0.071148,0.0114723,0.1124571,0.2007649,0.0027944
64,0.0246393,0.0145992,0.03605,0.0548051,0.0014378,0.0022022,0.0032487,0.2805845,0,0.0712089,0.0331492,0.050659875,0.0225421,0.0523922,0.1097481,0.0041118,0.0115192,0.000056,0.0000014,0.3069773,0.0127106,0.0000056,0.0560133,0.0033173,0.0119238,0,0,0,0.034429523,0.0331492,0.0246393,0.0022022,0.0712089,0.1097481,0.0000014
65,0.0001988,0.0002086,0,0.0044877,0,0,0,0.1721587,0,0.0233695,0,0.00019005,0,0.0230265,0.0148855,0,0.0000518,0,0,0.2130744,0,0,0.0002534,0,0.002114,0,0,0,0.00002534,0,0.0001988,0,0.0233695,0.0148855,0
66,0,0,0,0,0,0,0,0.0409311,0,0.0001904,0,0,0,0.0000203,0,0,0,0,0,0.0840952,0,0,0,0,0,0,0,0,0,0,0,0,0.0001904,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0.0000147,0,0,0,0,0,0,0,0.0000182,4.11E-06,0,0,0,0,0,0,0,0,0.0000028,0,0,0,0,0,0,0,1.29E-05,0.0000182,0,0,0,0,0
80,0,0,0.0642859,0,0,0,0,0,0,0,0.0489293,0.01417185,0.0009947,0,0.0032228,0,0,0,0,0,0.0148295,0,0.0000266,0.0008043,0,0,0,0,0.044200823,0.0489293,0,0,0,0.0032228,0
81,0.0086835,0,0.1629131,0.00945,0.0050694,0.0001393,0,0.0051702,0.000007,0.0034867,0.1606738,0.070015838,0.032067,0,0.0642509,0,0,0,0.0033537,0,0.0692251,0.0000021,0.0394233,0.0430164,0,0.0008435,0.003591,0.0032214,0.13469946,0.1606738,0.0086835,0.0001393,0.0034867,0.0642509,0.0033537
82,0.0436226,0.0022092,0.2206645,0.0556815,0.0265972,0.0055524,0.0004116,0.1307866,0.0024157,0.0261576,0.2670759,0.12390245,0.0798259,0,0.1639477,0.0048111,0.0134323,0.0000819,0.0161091,0.0819336,0.1249759,0.0054453,0.0839132,0.1074115,0.0003556,0.0112154,0.0159411,0.0206094,0.20978545,0.2670759,0.0436226,0.0055524,0.0261576,0.1639477,0.0161091
83,0.0865494,0.0128639,0.2363424,0.0992222,0.0557137,0.0148029,0.0046305,0.2530213,0.0066045,0.0589932,0.3248028,0.1608285,0.1527253,0.0164101,0.2454977,0.0157507,0.0393337,0.0048146,0.0293454,0.2254161,0.166775,0.0239666,0.1209138,0.1585794,0.0108822,0.0185416,0.030107,0.0332094,0.2499714,0.3248028,0.0865494,0.0148029,0.0589932,0.2454977,0.0293454
84,0.0917525,0.0224798,0.2203236,0.1326178,0.1030554,0.0197456,0.0100933,0.3371102,0.0077567,0.0961289,0.3430315,0.201102388,0.2128455,0.0667842,0.2964444,0.0392217,0.044751,0.0115773,0.03815,0.3214757,0.1768487,0.0391328,0.174244,0.1974595,0.0287756,0.0193935,0.0411425,0.0362516,0.261401933,0.3430315,0.0917525,0.0197456,0.0961289,0.2964444,0.03815
85,0.0926877,0.0274225,0.1773835,0.1451499,0.098133,0.0201208,0.0160741,0.3788295,0.0044373,0.1231706,0.318297,0.144144088,0.2141741,0.1200402,0.3076836,0.03451,0.0398797,0.0147259,0.0355187,0.374318,0.1597183,0.0334831,0.1095787,0.1902922,0.0439663,0.0143374,0.0386799,0.0295806,0.228243447,0.318297,0.0926877,0.0201208,0.1231706,0.3076836,0.0355187
86,0.0909692,0.0249725,0.1268421,0.133434,0.0582379,0.0183211,0.0178766,0.3845394,0.0005152,0.1304527,0.2610622,0.101658463,0.1840937,0.1416723,0.2787645,0.0227444,0.0323155,0.0136836,0.0234948,0.3907456,0.1244551,0.0152334,0.0708939,0.150346,0.0542409,0.0051604,0.0250348,0.0148799,0.17859296,0.2610622,0.0909692,0.0183211,0.1304527,0.2787645,0.0234948
87,0.0741139,0.0189245,0.0733446,0.1049258,0.0149597,0.011333,0.0108549,0.3528434,0,0.1134322,0.1743868,0.066534125,0.12719,0.1201585,0.2085895,0.0127435,0.0197526,0.0051786,0.0089383,0.3718134,0.0673316,0.0019523,0.0474236,0.0764827,0.0482377,0.0000553,0.0054607,0.001113,0.114358207,0.1743868,0.0741139,0.011333,0.1134322,0.2085895,0.0089383
88,0.0219345,0.0073262,0.0141505,0.0566594,0.0003465,0.0024899,0.0006265,0.2842896,0,0.0744436,0.0606228,0.041261938,0.0314181,0.0619997,0.1080023,0.0050792,0.0060032,0.0000035,0.0001295,0.3166604,0.0083454,0,0.0425537,0.007259,0.0247345,0,0,0,0.036343907,0.0606228,0.0219345,0.0024899,0.0744436,0.1080023,0.0001295
89,0.0000728,0.0000049,0,0.0074249,0,0,0,0.1759604,0,0.025403,0.0000049,6.13E-07,0,0.0155057,0.0158088,0,0,0,0,0.2225839,0,0,0,0,0.0033495,0,0,0,0.00000196,0.0000049,0.0000728,0,0.025403,0.0158088,0
90,0,0,0,0,0,0,0,0.0437283,0,0.0001911,0,0,0,0,0,0,0,0,0,0.0913003,0,0,0,0,0,0,0,0,0,0,0,0,0.0001911,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0.0000182,0,0,0,0,0,0,0,0.0000063,3.06E-06,0,0,0,0,0,0,0,0,0.0000112,0,0,0,0,0,0,0,0.00000994,0.0000063,0,0,0,0,0
104,0,0,0.037856,0,0,0,0,0,0,0,0.0682038,0.0133315,0.0014126,0,0.0018893,0,0,0,0,0,0.028539,0,0.0000987,0.0007217,0,0,0,0,0.043168697,0.0682038,0,0,0,0.0018893,0
105,0.0258902,0,0.1117018,0.0151158,0.0034195,0.0000189,0,0.0063882,0.0007063,0.006286,0.1739066,0.0746298,0.0583982,0,0.0502152,0,0,0,0.0084021,0,0.0848932,0.0000007,0.051905,0.0442715,0,0.0096978,0.0073696,0.0099568,0.125263227,0.1739066,0.0258902,0.0000189,0.006286,0.0502152,0.0084021
106,0.0753088,0.0028784,0.1828967,0.0699426,0.0166754,0.0048783,0.0062664,0.1280244,0.0178871,0.0432348,0.236775,0.151446663,0.1437478,0,0.139909,0.0082334,0.005635,0.0002968,0.0363307,0.0557424,0.1345694,0.0047341,0.1319836,0.1077482,0.0001344,0.0780619,0.0356139,0.0469602,0.193524963,0.236775,0.0753088,0.0048783,0.0432348,0.139909,0.0363307
107,0.1162658,0.0133714,0.2222003,0.1180753,0.0339185,0.0153979,0.0227206,0.2497936,0.0351589,0.0972489,0.2600206,0.220740713,0.2313773,0.0026544,0.2082248,0.0163982,0.0213577,0.0106225,0.0687932,0.1595874,0.170639,0.021651,0.2139508,0.1805013,0.0095557,0.1377817,0.0634326,0.0764232,0.23367785,0.2600206,0.1162658,0.0153979,0.0972489,0.2082248,0.0687932
108,0.1372287,0.0220171,0.2250164,0.1597904,0.0511119,0.0237503,0.0375942,0.3373377,0.0392546,0.1435728,0.2484531,0.266572863,0.2635094,0.0155036,0.2590735,0.0252812,0.0354445,0.0250754,0.0926898,0.2541301,0.1784342,0.0360059,0.2765189,0.228137,0.0280805,0.1608117,0.0793408,0.0900116,0.23900205,0.2484531,0.1372287,0.0237503,0.1435728,0.2590735,0.0926898
109,0.1416912,0.0321202,0.1892646,0.1762607,0.0626206,0.0246673,0.0405118,0.380793,0.02639,0.172599,0.2084131,0.267456613,0.2604756,0.032557,0.2824332,0.0293097,0.0443492,0.0292726,0.0989051,0.3187205,0.1567881,0.0352996,0.2903292,0.2313178,0.0451227,0.1320193,0.074956,0.0817642,0.20961276,0.2084131,0.1416912,0.0246673,0.172599,0.2824332,0.0989051
110,0.1217741,0.0334152,0.147147,0.1621746,0.051324,0.0207431,0.0288253,0.3867108,0.0066843,0.1747018,0.1465632,0.213820425,0.2252852,0.0407939,0.2646392,0.0345877,0.0375305,0.0222936,0.074011,0.3563959,0.1133139,0.0212751,0.2361422,0.1926743,0.0553721,0.0626451,0.0512631,0.0482853,0.158766673,0.1465632,0.1217741,0.0207431,0.1747018,0.2646392,0.074011
111,0.0752094,0.0249879,0.0740278,0.126028,0.0281106,0.0123102,0.0127155,0.3566486,0,0.1529066,0.0825314,0.13458795,0.1408841,0.0271306,0.2128301,0.0259966,0.0231476,0.0075614,0.0291942,0.3526355,0.0583688,0.0061852,0.1533574,0.1016932,0.046949,0.0024752,0.0097699,0.0055132,0.088775353,0.0825314,0.0752094,0.0123102,0.1529066,0.2128301,0.0291942
