Region,Storage,Year,Value,,Unit,Source,Updated at,Updated by
DE,S_PHS,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_PHS_Residual,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_Gas_H2,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_Gas_Methane,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_Battery_Li-Ion,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_Battery_Redox,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_Heat_HLI,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_CAES,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
DE,S_Heat_HLR,2018,0,,MEUR/PJ,Needs update,Needs update,Needs update
