Source: sourcetag; timestamp; name <email>,,,,,
HOUR,DolAmroth,Gondor,Rohan,Harad,Mordor
1721,0.0436492,0.14233675,0.1952059,0.0611337,0.0444431
1722,0.005236,0.0345423,0.08374625,0.0135915,0.00243015
1723,0,0.00001105,0.0064889,0,0
1724,0,0,0,0,0
1725,0,0,0,0,0
1726,0,0,0,0,0
1727,0,0,0,0,0
1728,0,0,0,0,0
1729,0,0,0,0,0
1730,0,0,0,0,0
1731,0,0,0,0,0
1732,0,0,0,0,0
1733,0,0,0,0,0
1734,0,0,0,0,0
1735,0.0026554,0.00184705,0.0000034,0.0018343,0.023392
1736,0.0402764,0.06331225,0.02659905,0.05014915,0.1115115
1737,0.098634,0.17361165,0.12153215,0.13448785,0.23457535
1738,0.1564289,0.2779585,0.24667085,0.22609575,0.3312484
1739,0.20318145,0.3379974,0.3465416,0.3004002,0.39936145
1740,0.23740585,0.3543446,0.39230475,0.33780785,0.42159405
1741,0.24346635,0.34350115,0.3973716,0.35453415,0.40662555
1742,0.223244,0.3179867,0.38377075,0.34001275,0.3566651
1743,0.1834113,0.26818265,0.34679575,0.28902125,0.27306845
1744,0.12343275,0.18947095,0.2822527,0.2152863,0.16713975
1745,0.0614788,0.0995826,0.19370735,0.12166475,0.06235855
1746,0.00983365,0.0226967,0.09119395,0.0309774,0.00292315
1747,0,0,0.0101864,0.00000255,0
1748,0,0,0,0,0
1749,0,0,0,0,0
1750,0,0,0,0,0
1751,0,0,0,0,0
1752,0,0,0,0,0
1753,0,0,0,0,0
1754,0,0,0,0,0
1755,0,0,0,0,0
1756,0,0,0,0,0
1757,0,0,0,0,0
1758,0,0,0,0,0
1759,0.0033677,0.0017068,0.00002635,0.0062186,0.01414315
1760,0.0464372,0.08068625,0.0463403,0.0921774,0.0746045
1761,0.12026225,0.2112352,0.18859375,0.21385235,0.15615265
1762,0.1942114,0.3321681,0.33809005,0.32431155,0.23519755
1763,0.2508962,0.3946788,0.43942365,0.40177035,0.2691593
1764,0.29402605,0.4438785,0.4980082,0.4370734,0.2733617
1765,0.31262745,0.4576417,0.51824415,0.43801265,0.2614464
1766,0.3002285,0.43188925,0.50065765,0.40240615,0.22740135
1767,0.25317675,0.3735529,0.4510423,0.33195815,0.1772233
1768,0.1813628,0.278188,0.36734365,0.24048795,0.11207335
1769,0.096764,0.16395395,0.25181335,0.1393932,0.04099465
1770,0.0187986,0.04678145,0.11912495,0.04130235,0.00188105
1771,0,0.00003485,0.0128163,0.0000986,0
1772,0,0,0,0,0
1773,0,0,0,0,0
1774,0,0,0,0,0
1775,0,0,0,0,0
1776,0,0,0,0,0
1777,0,0,0,0,0
1778,0,0,0,0,0
1779,0,0,0,0,0
1780,0,0,0,0,0
1781,0,0,0,0,0
1782,0,0,0,0,0.0000459
1783,0.02879885,0.00707625,0.0001156,0.0182954,0.0490246
1784,0.17922505,0.1123632,0.04854265,0.15619855,0.18528385
1785,0.3327019,0.2478175,0.1499196,0.3086248,0.3486071
1786,0.4427752,0.3641961,0.24964755,0.43389355,0.45698805
1787,0.5147243,0.44744085,0.32239395,0.51339915,0.50523235
1788,0.56879195,0.49354825,0.3523998,0.55370275,0.514964
1789,0.5783638,0.4966652,0.34604605,0.55484685,0.4943464
1790,0.5445933,0.4539663,0.31271925,0.51961945,0.4397883
1791,0.479842,0.36935815,0.25655125,0.44714845,0.3566515
1792,0.3542239,0.25435825,0.18741055,0.33349835,0.2446997
1793,0.19062695,0.1307725,0.11368665,0.19123215,0.1083767
1794,0.04154885,0.02889405,0.0484143,0.04833015,0.00797895
1795,0,0,0.0048722,0.0000204,0
1796,0,0,0,0,0
1797,0,0,0,0,0
1798,0,0,0,0,0
1799,0,0,0,0,0
1800,0,0,0,0,0
1801,0,0,0,0,0
1802,0,0,0,0,0
1803,0,0,0,0,0
1804,0,0,0,0,0
1805,0,0,0,0,0
1806,0,0,0,0,0.0003128
1807,0.02140895,0.002006,0,0.01370625,0.07644645
1808,0.14175875,0.0508742,0.008619,0.09026745,0.2215933
1809,0.2825145,0.1418429,0.04242095,0.19294405,0.3784506
1810,0.39813575,0.225879,0.08821895,0.2809386,0.4961246
1811,0.48044635,0.28506365,0.1413669,0.32862615,0.5708532
1812,0.52258085,0.3239367,0.1881764,0.34571115,0.59920665
1813,0.49500685,0.33751375,0.2133925,0.3396787,0.58406645
1814,0.42175895,0.30218265,0.2128638,0.2981681,0.52915985
1815,0.3103962,0.22183555,0.19662115,0.23479635,0.4327112
1816,0.185487,0.1322617,0.1666952,0.16057095,0.2982157
1817,0.07481615,0.058837,0.1191122,0.07867345,0.1394901
1818,0.00948855,0.01159995,0.0580941,0.01485035,0.011526
1819,0,0,0.00904145,0,0
1820,0,0,0,0,0
1821,0,0,0,0,0
1822,0,0,0,0,0
1823,0,0,0,0,0
1824,0,0,0,0,0
1825,0,0,0,0,0
1826,0,0,0,0,0
1827,0,0,0,0,0
1828,0,0,0,0,0
1829,0,0,0,0,0
1830,0,0,0,0,0.0003519
1831,0.00488325,0.00081685,0.0000051,0.0016456,0.05869675
1832,0.03919435,0.0285345,0.01133475,0.03146955,0.183787
1833,0.09664245,0.08692185,0.06179415,0.0853451,0.30573565
1834,0.15994025,0.15832015,0.1429241,0.1460453,0.3881015
1835,0.20652875,0.2102951,0.23231095,0.22335365,0.42987645
1836,0.2266389,0.22719225,0.2998477,0.2880497,0.425714
1837,0.2127448,0.21793405,0.31352335,0.3216111,0.38723705
1838,0.1712138,0.17830195,0.3032715,0.3170092,0.3197071
1839,0.13378405,0.1305243,0.2613971,0.277559,0.22562655
1840,0.0943415,0.08411855,0.19830755,0.2165035,0.125749
1841,0.0507263,0.0403393,0.12531805,0.13233055,0.04221185
1842,0.009027,0.00887485,0.0559674,0.0382755,0.00061795
1843,0,0.0000085,0.00588115,0.0001088,0
1844,0,0,0,0,0
1845,0,0,0,0,0
1846,0,0,0,0,0
1847,0,0,0,0,0
1848,0,0,0,0,0
1849,0,0,0,0,0
1850,0,0,0,0,0
1851,0,0,0,0,0
1852,0,0,0,0,0
1853,0,0,0,0,0
1854,0,0,0,0,0
1855,0.00637585,0.00067235,0.0000731,0.0166396,0.0110925
1856,0.0559572,0.0291686,0.0219997,0.1353863,0.05153635
1857,0.136561,0.0834989,0.0872134,0.298044,0.10208245
1858,0.24280335,0.14778185,0.17438855,0.43486425,0.1475362
1859,0.3374738,0.2043026,0.2676514,0.53122875,0.17606645
1860,0.39715995,0.2453729,0.34305235,0.58221175,0.1955442
1861,0.42014565,0.2623032,0.37249295,0.5939035,0.18918705
1862,0.4066808,0.2419746,0.35944545,0.56535965,0.1596759
1863,0.35606925,0.206822,0.3106172,0.49679865,0.1168988
1864,0.27030085,0.1539384,0.2366859,0.3876289,0.0728841
1865,0.1600822,0.0888998,0.14353355,0.23987765,0.02849625
1866,0.04333725,0.02736065,0.0580346,0.07491985,0.0014433
1867,0.0000051,0.00006205,0.004896,0.00029665,0
1868,0,0,0,0,0
1869,0,0,0,0,0
1870,0,0,0,0,0
1871,0,0,0,0,0
1872,0,0,0,0,0
1873,0,0,0,0,0
1874,0,0,0,0,0
1875,0,0,0,0,0
1876,0,0,0,0,0
1877,0,0,0,0,0
1878,0,0,0,0,0.0000867
1879,0.04411585,0.003009,0.0000017,0.0147084,0.02969815
1880,0.15912935,0.05243735,0.0105655,0.0864331,0.1086317
1881,0.24187005,0.1447941,0.0563006,0.168589,0.208216
1882,0.29450375,0.2408101,0.13558605,0.24371115,0.28947345
1883,0.3421097,0.30636465,0.2557378,0.2855439,0.33327905
1884,0.37760995,0.3309968,0.37246065,0.29992505,0.3442908
1885,0.36716175,0.31301165,0.4250442,0.29107315,0.3328277
1886,0.32407865,0.27911535,0.4256613,0.25712075,0.29403285
1887,0.2529719,0.2295629,0.38801055,0.1967104,0.2297312
1888,0.1631235,0.16002525,0.31621955,0.1387336,0.1553409
1889,0.07180545,0.0847841,0.22326015,0.0777597,0.07189725
1890,0.0112149,0.02281315,0.1114826,0.0220745,0.00809625
1891,0,0.0000272,0.01752275,0.0002108,0
1892,0,0,0,0,0
1893,0,0,0,0,0
1894,0,0,0,0,0
1895,0,0,0,0,0
1896,0,0,0,0,0
1897,0,0,0,0,0
1898,0,0,0,0,0
1899,0,0,0,0,0
1900,0,0,0,0,0
1901,0,0,0,0,0
1902,0,0,0,0,0.00027455
1903,0.00369495,0.00269535,0.00035105,0.01371645,0.02490415
1904,0.0410312,0.0522869,0.03378665,0.1267418,0.0853315
1905,0.12049005,0.13348995,0.11303385,0.27713995,0.16036525
1906,0.2196689,0.21482305,0.21508315,0.4124336,0.22318025
1907,0.313582,0.2637023,0.29972275,0.50931575,0.25453505
1908,0.3844482,0.3048712,0.3526157,0.57207635,0.25331275
1909,0.4024801,0.32104415,0.3740323,0.5869607,0.2240872
1910,0.3794842,0.3073668,0.369444,0.55726425,0.1778642
1911,0.3348932,0.26435425,0.33652775,0.48856555,0.1235883
1912,0.2488205,0.19460155,0.2734212,0.38104565,0.07123
1913,0.14480855,0.1115948,0.1859885,0.24004425,0.02732155
1914,0.0373422,0.03531325,0.0905913,0.08038875,0.0019125
1915,0.0000374,0.000238,0.01362975,0.0007157,0
1916,0,0,0,0,0
1917,0,0,0,0,0
1918,0,0,0,0,0
1919,0,0,0,0,0
1920,0,0,0,0,0
1921,0,0,0,0,0
1922,0,0,0,0,0
1923,0,0,0,0,0
1924,0,0,0,0,0
1925,0,0,0,0,0
1926,0,0,0,0,0
1927,0.04243795,0.0088145,0.000697,0.0280925,0.01836935
1928,0.1746529,0.10040965,0.06231095,0.15384745,0.07397635
1929,0.3140325,0.2437613,0.1888224,0.3010751,0.13800345
1930,0.42607865,0.36681495,0.30706335,0.4295526,0.18755335
1931,0.5099558,0.4359429,0.39350835,0.5296163,0.2266066
1932,0.57443765,0.470679,0.44940095,0.58116965,0.2663237
1933,0.59411855,0.47298675,0.4704869,0.5886811,0.27479055
1934,0.5685021,0.4455173,0.4515081,0.55342055,0.2522477
1935,0.49257245,0.38205885,0.39179475,0.4800256,0.2007581
1936,0.3740391,0.2878355,0.300662,0.3701903,0.1310156
1937,0.2228802,0.16652435,0.18619165,0.22477485,0.05976605
1938,0.07110675,0.05117085,0.0766292,0.07151985,0.0064838
1939,0.00032555,0.00037315,0.0083351,0.0005236,0
1940,0,0,0,0,0
1941,0,0,0,0,0
1942,0,0,0,0,0
1943,0,0,0,0,0
1944,0,0,0,0,0
1945,0,0,0,0,0
1946,0,0,0,0,0
1947,0,0,0,0,0
1948,0,0,0,0,0
1949,0,0,0,0,0
1950,0,0,0,0,0.0025143
1951,0.0214812,0.0099382,0.00022865,0.02239835,0.0979727
1952,0.098753,0.07952005,0.02389775,0.1202427,0.25411175
1953,0.2068968,0.18236325,0.08549215,0.24707545,0.40223275
1954,0.3200505,0.2833016,0.1616972,0.3618943,0.52487245
1955,0.4046799,0.3606006,0.2426529,0.44565755,0.60567515
1956,0.44786585,0.4092257,0.31977085,0.4858175,0.63812645
1957,0.44825005,0.4165561,0.34952935,0.48716135,0.6241023
1958,0.41155385,0.3849752,0.3377424,0.4437731,0.5636826
1959,0.3428254,0.32693975,0.28590855,0.3556026,0.4547942
1960,0.23424725,0.24614385,0.21683755,0.24692585,0.30860865
1961,0.1179902,0.1478371,0.1371067,0.13486525,0.14215485
1962,0.02625905,0.05031405,0.0618477,0.03450575,0.0218756
1963,0.000068,0.00061625,0.00935,0.00001105,0
1964,0,0,0,0,0
1965,0,0,0,0,0
1966,0,0,0,0,0
1967,0,0,0,0,0
1968,0,0,0,0,0
1969,0,0,0,0,0
1970,0,0,0,0,0
1971,0,0,0,0,0
1972,0,0,0,0,0
1973,0,0,0,0,0
1974,0,0,0,0,0.0020009
1975,0.0161517,0.01647725,0.000119,0.01443385,0.07461555
1976,0.08745395,0.11110945,0.0224995,0.0859061,0.2063052
1977,0.1808681,0.23002785,0.0853995,0.18254515,0.33967785
1978,0.27794575,0.3411016,0.1680943,0.26528755,0.4370819
1979,0.35422135,0.4323202,0.2475812,0.3145068,0.4655331
1980,0.39584245,0.50821415,0.29257425,0.33393525,0.46854805
1981,0.3898457,0.52884535,0.29754845,0.33051655,0.44043175
1982,0.33168955,0.49929935,0.2804201,0.30390645,0.3930961
1983,0.24082285,0.4221525,0.2426393,0.2582997,0.30791675
1984,0.14998675,0.30982415,0.1864322,0.19035495,0.20675145
1985,0.076381,0.18339515,0.1194505,0.1001861,0.0953972
1986,0.0212976,0.05921185,0.0563516,0.02242215,0.0124746
1987,0.0000374,0.0011237,0.0100368,0.0000323,0
1988,0,0,0,0,0
1989,0,0,0,0,0
1990,0,0,0,0,0
1991,0,0,0,0,0
1992,0,0,0,0,0
1993,0,0,0,0,0
1994,0,0,0,0,0
1995,0,0,0,0,0
1996,0,0,0,0,0
1997,0,0,0,0,0
1998,0,0,0,0,0.00252535
1999,0.00906525,0.0112693,0.0003808,0.00684335,0.07375875
2000,0.05986805,0.08479175,0.037213,0.06060755,0.2223073
2001,0.13935155,0.19070855,0.1317024,0.141763,0.3714415
2002,0.24027205,0.29443745,0.2527985,0.21950655,0.4709306
2003,0.3283074,0.3759193,0.36282675,0.28253745,0.5233518
2004,0.3486037,0.43519065,0.4266116,0.3244229,0.54258815
2005,0.3062108,0.4506496,0.444822,0.33706665,0.52626135
2006,0.2601629,0.42496515,0.42093105,0.3130584,0.4628471
2007,0.19768365,0.36518465,0.35926695,0.2581178,0.3654847
2008,0.13256685,0.27098255,0.2735759,0.1874063,0.24262995
2009,0.0672962,0.15882335,0.16740325,0.10547735,0.10729805
2010,0.0172686,0.05028345,0.0741591,0.0322133,0.01524475
2011,0.00001785,0.0012206,0.01211505,0.0003774,0
2012,0,0,0,0,0
2013,0,0,0,0,0
2014,0,0,0,0,0
2015,0,0,0,0,0
2016,0,0,0,0,0
2017,0,0,0,0,0
2018,0,0,0,0,0
2019,0,0,0,0,0
2020,0,0,0,0,0
2021,0,0,0,0,0
2022,0,0,0,0,0.0013804
2023,0.0061285,0.012835,0.00098175,0.0162265,0.0546618
2024,0.03928105,0.0977823,0.0521084,0.10353,0.18166965
2025,0.0850357,0.2105807,0.17101065,0.22265665,0.32156945
2026,0.1325728,0.31229765,0.3094544,0.3279861,0.43467555
2027,0.17244545,0.3717951,0.41868025,0.3934888,0.497743
2028,0.1930299,0.40712195,0.47715855,0.4148697,0.5245248
2029,0.1932883,0.415548,0.4903718,0.3937557,0.5149419
2030,0.17227885,0.3862655,0.4638246,0.3581611,0.4653427
2031,0.13710925,0.3284927,0.4136049,0.29879965,0.377298
2032,0.09038815,0.2383842,0.332333,0.2186693,0.2561169
2033,0.04480265,0.13553675,0.2264298,0.12655565,0.1236614
2034,0.0101405,0.04779125,0.10957605,0.04059855,0.02074935
2035,0,0.001734,0.0187408,0.00101745,0
2036,0,0,0,0,0
2037,0,0,0,0,0
2038,0,0,0,0,0
2039,0,0,0,0,0
2040,0,0,0,0,0
2041,0,0,0,0,0
2042,0,0,0,0,0
2043,0,0,0,0,0
2044,0,0,0,0,0
2045,0,0,0,0,0
2046,0,0,0,0.0000051,0.00206975
2047,0.0194956,0.0154496,0.0019227,0.0200838,0.0547417
2048,0.10357165,0.11158035,0.0746419,0.1081438,0.1803292
2049,0.2134775,0.2439466,0.22057415,0.22670265,0.3170058
2050,0.31355905,0.35327955,0.3617226,0.3362413,0.42348445
2051,0.3816619,0.4289423,0.46258785,0.4166785,0.4735435
2052,0.4283881,0.4623541,0.5241049,0.45815085,0.4863445
2053,0.4470354,0.450619,0.5430208,0.4618866,0.45945645
2054,0.4195855,0.4025396,0.5175208,0.42583895,0.3990665
2055,0.35907655,0.32673915,0.45596465,0.35913095,0.30246485
2056,0.27202465,0.2339506,0.3572992,0.27230345,0.18928225
2057,0.16544655,0.1348321,0.2299675,0.16785035,0.07777075
2058,0.05596825,0.0484245,0.1067379,0.0578969,0.0108936
2059,0.00101915,0.00204595,0.0191692,0.001445,0
2060,0,0,0.00000595,0,0
2061,0,0,0,0,0
2062,0,0,0,0,0
2063,0,0,0,0,0
2064,0,0,0,0,0
2065,0,0,0,0,0
2066,0,0,0,0,0
2067,0,0,0,0,0
2068,0,0,0,0,0
2069,0,0,0,0,0
2070,0,0,0,0,0.00278035
2071,0.04639215,0.0129081,0.00066385,0.0205275,0.05967
2072,0.17930495,0.09131635,0.03179595,0.11243035,0.17009265
2073,0.33999915,0.2068033,0.10311265,0.2315128,0.28443465
2074,0.4541414,0.2974524,0.1866736,0.34506005,0.369155
2075,0.5339479,0.3465416,0.25689295,0.42479685,0.4049111
2076,0.56860325,0.3574947,0.3019574,0.43745675,0.40716615
2077,0.5608861,0.3385924,0.31848905,0.4088364,0.3741037
2078,0.5079821,0.30071725,0.30489925,0.3512251,0.3206795
2079,0.404141,0.23864175,0.27622535,0.27519005,0.2469063
2080,0.2728789,0.1672375,0.2281043,0.18846965,0.1628141
2081,0.1238603,0.0957542,0.1583584,0.0993497,0.07981755
2082,0.0266713,0.0352121,0.08005045,0.0284223,0.01376065
2083,0,0.0008143,0.0168011,0.00020655,0
2084,0,0,0.00000425,0,0
2085,0,0,0,0,0
2086,0,0,0,0,0
2087,0,0,0,0,0
2088,0,0,0,0,0
2089,0,0,0,0,0
2090,0,0,0,0,0
2091,0,0,0,0,0
2092,0,0,0,0,0
2093,0,0,0,0,0
2094,0,0,0,0,0.00349265
2095,0.0102153,0.0085085,0.0012767,0.0152762,0.04649415
2096,0.0559436,0.0684284,0.03902605,0.09463645,0.10798655
2097,0.1223983,0.1636811,0.1118821,0.21499815,0.15646375
2098,0.21948785,0.2414646,0.17575025,0.3440647,0.18314015
2099,0.3130856,0.29476045,0.22028855,0.4258891,0.1889533
2100,0.3896298,0.32305355,0.2593554,0.42527285,0.1782909
2101,0.4390437,0.3312552,0.28105675,0.3911496,0.1562929
2102,0.4228869,0.30568975,0.2924799,0.33024625,0.1327275
2103,0.3425976,0.2573545,0.27268765,0.27629335,0.1039584
2104,0.22474595,0.18949135,0.22578465,0.2183633,0.0765187
2105,0.1059831,0.1114503,0.1471027,0.13693585,0.04394075
2106,0.0227154,0.0421413,0.06891715,0.0454104,0.00931855
2107,0.000034,0.00159205,0.0124848,0.0010829,0
2108,0,0,0,0,0
2109,0,0,0,0,0
2110,0,0,0,0,0
2111,0,0,0,0,0
2112,0,0,0,0,0
2113,0,0,0,0,0
2114,0,0,0,0,0
2115,0,0,0,0,0
2116,0,0,0,0,0
2117,0,0,0,0,0
2118,0,0,0,0,0.0015878
2119,0.02735215,0.0151436,0.00033405,0.0183685,0.0430763
2120,0.10270465,0.0917354,0.02457095,0.0769131,0.1287359
2121,0.19296275,0.19868835,0.08319375,0.13568125,0.2398921
2122,0.2700943,0.29673075,0.16090585,0.19224025,0.32835415
2123,0.32129745,0.34137275,0.24247355,0.24752,0.3637796
2124,0.3290639,0.3601297,0.30945015,0.286892,0.37678035
2125,0.28315625,0.3528724,0.34457725,0.298826,0.36157385
2126,0.2187322,0.323816,0.34568055,0.29355685,0.33110645
2127,0.1546762,0.26444265,0.3152735,0.25928145,0.26738365
2128,0.0931175,0.1920286,0.2596495,0.1885283,0.1735683
2129,0.0404362,0.11978625,0.179163,0.1061871,0.08784495
2130,0.0086292,0.04795955,0.0944996,0.0352631,0.01712155
2131,0,0.00239275,0.0230554,0.00068085,0
2132,0,0,0.00008925,0,0
2133,0,0,0,0,0
2134,0,0,0,0,0
2135,0,0,0,0,0
2136,0,0,0,0,0
2137,0,0,0,0,0
2138,0,0,0,0,0
2139,0,0,0,0,0
2140,0,0,0,0,0
2141,0,0,0,0,0
2142,0,0,0,0.0000187,0.00099365
2143,0.011254,0.01387625,0.0024395,0.0296327,0.02619445
2144,0.06162245,0.0801329,0.06353155,0.13403225,0.07463935
2145,0.1300806,0.1662175,0.2045015,0.264809,0.1338597
2146,0.1979684,0.25037175,0.349435,0.37552065,0.18021785
2147,0.24398315,0.30578325,0.4559043,0.4512684,0.1881577
2148,0.25152095,0.3293988,0.5271921,0.4959495,0.1884586
2149,0.24759565,0.32794445,0.56320745,0.50812745,0.1615255
2150,0.2238169,0.30889,0.55421615,0.48985415,0.1163293
2151,0.1876035,0.2685065,0.5096124,0.41814985,0.07684085
2152,0.14235885,0.2088994,0.4245954,0.31948525,0.0470696
2153,0.08757295,0.13164205,0.3065253,0.200039,0.0213452
2154,0.03038155,0.0575552,0.1667649,0.07463595,0.0029342
2155,0.0005695,0.0043146,0.040528,0.0034,0
2156,0,0,0.00009775,0,0
2157,0,0,0,0,0
2158,0,0,0,0,0
2159,0,0,0,0,0
2160,0,0,0,0,0
2161,0,0,0,0,0
2162,0,0,0,0,0
2163,0,0,0,0,0
2164,0,0,0,0,0
2165,0,0,0,0,0
2166,0.0000493,0,0,0.00007565,0.0018989
2167,0.0469812,0.03207645,0.0045781,0.03574845,0.03367275
2168,0.1639157,0.1475498,0.07914605,0.13966775,0.09137925
2169,0.3058011,0.28927965,0.2115208,0.25629285,0.1476127
2170,0.41045565,0.3939903,0.32869415,0.34884425,0.18722015
2171,0.4830907,0.463063,0.41358195,0.40122805,0.21682905
2172,0.522665,0.50539555,0.4716089,0.40949005,0.2384964
2173,0.5399064,0.5289958,0.4919528,0.3856722,0.23262375
2174,0.50235255,0.50670455,0.4723909,0.34983365,0.21112215
2175,0.43560375,0.45192035,0.4219485,0.30212995,0.17208165
2176,0.32640765,0.35752275,0.34035275,0.23679725,0.12161545
2177,0.2006306,0.23376955,0.2340696,0.13411725,0.0698734
2178,0.07588715,0.1029962,0.1216775,0.0398123,0.01604715
2179,0.00333625,0.010591,0.0305864,0.00093585,0.00002295
2180,0,0,0.0001955,0,0
2181,0,0,0,0,0
2182,0,0,0,0,0
2183,0,0,0,0,0
2184,0,0,0,0,0
2185,0,0,0,0,0
2186,0,0,0,0,0
2187,0,0,0,0,0
2188,0,0,0,0,0
2189,0,0,0,0,0
2190,0.0000187,0.0000102,0,0.0000051,0.003893
2191,0.0276675,0.04465135,0.0032742,0.01972255,0.0604571
2192,0.0966484,0.17083045,0.0590342,0.09231425,0.16825495
2193,0.18071765,0.3113771,0.1716762,0.1904136,0.2854334
2194,0.26707255,0.4145314,0.2947783,0.28104315,0.36475965
2195,0.3434204,0.48508055,0.39717015,0.3522196,0.39612125
2196,0.40053105,0.531845,0.46418925,0.3900412,0.41950305
2197,0.41422965,0.53306305,0.4889183,0.39648845,0.4146606
2198,0.378522,0.49493375,0.4755223,0.36565895,0.37113975
2199,0.3000007,0.4164847,0.4271454,0.31030865,0.30363445
2200,0.20917565,0.3115097,0.35105,0.22956545,0.2126054
2201,0.1162273,0.192729,0.24639885,0.13717555,0.1083138
2202,0.03674295,0.08545135,0.13125785,0.04860045,0.02547195
2203,0.00132345,0.01047795,0.0357663,0.00145265,0.00006885
2204,0,0,0.0002992,0,0
2205,0,0,0,0,0
2206,0,0,0,0,0
2207,0,0,0,0,0
2208,0,0,0,0,0
2209,0,0,0,0,0
2210,0,0,0,0,0
2211,0,0,0,0,0
2212,0,0,0,0,0
2213,0,0,0,0,0
2214,0,0.0000204,0,0.0000272,0.0025432
2215,0.01652315,0.03266295,0.004148,0.0293641,0.0421447
2216,0.0693022,0.14378005,0.0776135,0.1357127,0.10995515
2217,0.13789635,0.2830211,0.22036505,0.27378585,0.1774273
2218,0.21139245,0.3873722,0.3635977,0.3906855,0.2202095
2219,0.27862405,0.45025095,0.46723395,0.476697,0.2349655
2220,0.32893555,0.4700721,0.52708925,0.51907035,0.24623735
2221,0.3459245,0.4661196,0.5439847,0.52308235,0.23747215
2222,0.32740895,0.4351609,0.52443045,0.47860355,0.20740425
2223,0.27655855,0.36723145,0.47448105,0.40113455,0.16049445
2224,0.20400765,0.2733243,0.3851911,0.30326045,0.10678975
2225,0.12040675,0.1675418,0.271252,0.19389945,0.0558926
2226,0.0435999,0.0717978,0.145282,0.0805596,0.0150773
2227,0.0018649,0.00749615,0.0391612,0.00470645,0.0001054
2228,0,0,0.0003842,0,0
2229,0,0,0,0,0
2230,0,0,0,0,0
2231,0,0,0,0,0
2232,0,0,0,0,0
2233,0,0,0,0,0
2234,0,0,0,0,0
2235,0,0,0,0,0
2236,0,0,0,0,0
2237,0,0,0,0,0
2238,0.0002006,0.00002465,0,0.0001836,0.0009248
2239,0.0628626,0.03308455,0.0036108,0.0402475,0.02751535
2240,0.19587655,0.14732625,0.04791025,0.14725315,0.0727073
2241,0.34017595,0.28446865,0.1285302,0.2606202,0.11438535
2242,0.45481545,0.38364495,0.2170543,0.32803795,0.14451275
2243,0.52672375,0.4380339,0.2901832,0.3645446,0.1749844
2244,0.55921925,0.4769452,0.3273554,0.380205,0.19269245
2245,0.55539085,0.48074555,0.3279368,0.382959,0.19749495
2246,0.51798405,0.45206995,0.2936699,0.3481991,0.18067345
2247,0.43509205,0.3906583,0.2376736,0.28633185,0.1438625
2248,0.30948075,0.30678625,0.1735003,0.2106096,0.09826425
2249,0.16374825,0.19806785,0.1090074,0.1237396,0.05113345
2250,0.0506413,0.08526775,0.0532763,0.04279495,0.01362295
2251,0.00089845,0.010047,0.0128622,0.00086955,0.00002465
2252,0,0,0.00008585,0,0
2253,0,0,0,0,0
2254,0,0,0,0,0
2255,0,0,0,0,0
2256,0,0,0,0,0
2257,0,0,0,0,0
2258,0,0,0,0,0
2259,0,0,0,0,0
2260,0,0,0,0,0
2261,0,0,0,0,0
2262,0.0001394,0,0,0.0000051,0.00421515
2263,0.0295086,0.02124405,0.00150365,0.0190077,0.0530094
2264,0.1038496,0.09532325,0.03409605,0.0970513,0.1344564
2265,0.18984495,0.18331865,0.10833675,0.20710335,0.21720815
2266,0.2714798,0.25493795,0.20533365,0.30446405,0.2878576
2267,0.32355335,0.32490485,0.2839476,0.3743026,0.34321725
2268,0.34657475,0.36310895,0.33482605,0.41306515,0.36459135
2269,0.3369179,0.37327835,0.3563285,0.42041595,0.34792795
2270,0.30068495,0.3479764,0.3467286,0.39128135,0.29752295
2271,0.2367539,0.2917336,0.3104132,0.3337831,0.22380925
2272,0.1569389,0.21726595,0.2458472,0.2567697,0.14600365
2273,0.08123025,0.13422945,0.16906585,0.1640687,0.0741064
2274,0.02371415,0.05724495,0.08704595,0.06422515,0.01803615
2275,0.0002805,0.00584375,0.02295,0.0034153,0.0000272
2276,0,0,0.00008925,0,0
2277,0,0,0,0,0
2278,0,0,0,0,0
2279,0,0,0,0,0
2280,0,0,0,0,0
2281,0,0,0,0,0
2282,0,0,0,0,0
2283,0,0,0,0,0
2284,0,0,0,0,0
2285,0,0,0,0,0
2286,0.00029835,0.00003315,0,0.0003502,0.00502435
2287,0.02921025,0.0212143,0.00355725,0.0417435,0.0556444
2288,0.10497925,0.08603445,0.05454025,0.1441668,0.1516145
2289,0.20962615,0.17365925,0.16199555,0.2654907,0.2482595
2290,0.31154625,0.2494206,0.2753235,0.37541185,0.322218
2291,0.39783825,0.3038597,0.35500675,0.4507057,0.3774646
2292,0.45555835,0.3421981,0.41160485,0.4925393,0.39835845
2293,0.4784735,0.35888955,0.433959,0.48966375,0.3917378
2294,0.4565044,0.35736805,0.4154256,0.45276525,0.3516008
2295,0.39229115,0.3130244,0.3693284,0.37872515,0.2852056
2296,0.30001345,0.2397612,0.29154575,0.2731679,0.20107175
2297,0.18140955,0.1529422,0.20507695,0.15940815,0.10948935
2298,0.0669409,0.07268945,0.115617,0.0577915,0.03139475
2299,0.0030736,0.01154045,0.03895975,0.00271065,0.0001683
2300,0,0,0.00107525,0,0
2301,0,0,0,0,0
2302,0,0,0,0,0
2303,0,0,0,0,0
2304,0,0,0,0,0
2305,0,0,0,0,0
2306,0,0,0,0,0
2307,0,0,0,0,0
2308,0,0,0,0,0
2309,0,0,0,0,0
