Source: sourcetag; timestamp; name <email>,,,,,
HOUR,DolAmroth,Gondor,Rohan,Harad,Mordor
371,0.1519018,0.09020625,0.16217065,0.16889585,0.1026511
372,0.18135005,0.11885805,0.22643915,0.20829845,0.1256317
373,0.16590725,0.1251455,0.25364765,0.2166769,0.1098523
374,0.12244845,0.10644465,0.25123365,0.1944477,0.072437
375,0.06742795,0.0658376,0.21805815,0.1445986,0.0323204
376,0.0208233,0.0220218,0.1462238,0.0755089,0.00313905
377,0.0000595,0.0005015,0.0475575,0.01367395,0
378,0,0,0.00010965,0,0
379,0,0,0,0,0
380,0,0,0,0,0
381,0,0,0,0,0
382,0,0,0,0,0
383,0,0,0,0,0
384,0,0,0,0,0
385,0,0,0,0,0
386,0,0,0,0,0
387,0,0,0,0,0
388,0,0,0,0,0
389,0,0,0,0,0
390,0,0,0,0,0
391,0,0,0,0,0
392,0,0,0,0.0007922,0.0003587
393,0.0104482,0.00268515,0.01544705,0.0387532,0.0360417
394,0.0366333,0.033439,0.12566485,0.10906265,0.09810615
395,0.0600372,0.07135835,0.2494801,0.1838873,0.1520123
396,0.0731833,0.10402895,0.3340007,0.2324325,0.17555645
397,0.0757979,0.1185444,0.37005685,0.25074575,0.1676744
398,0.06781895,0.10772985,0.35969195,0.2216613,0.12381185
399,0.0511955,0.07275575,0.3074059,0.1560991,0.058939
400,0.02085815,0.02607375,0.21282215,0.07540775,0.0065926
401,0.00052785,0.00034765,0.08473055,0.01126505,0
402,0,0,0.0025262,0,0
403,0,0,0,0,0
404,0,0,0,0,0
405,0,0,0,0,0
406,0,0,0,0,0
407,0,0,0,0,0
408,0,0,0,0,0
409,0,0,0,0,0
410,0,0,0,0,0
411,0,0,0,0,0
412,0,0,0,0,0
413,0,0,0,0,0
414,0,0,0,0,0
415,0,0,0,0,0
416,0,0,0,0.0028577,0.00071145
417,0.0263721,0.0161976,0.008075,0.08099565,0.0415225
418,0.0841959,0.0932127,0.0536537,0.1953266,0.1136178
419,0.13232035,0.1792871,0.1173374,0.2942734,0.17765595
420,0.1594736,0.2337619,0.15602685,0.34280755,0.20628055
421,0.16758005,0.2433329,0.1649782,0.3517895,0.19112165
422,0.15550155,0.21047785,0.1418191,0.32593845,0.1384701
423,0.1253699,0.13814965,0.10003395,0.26361305,0.06545
424,0.07032135,0.05185255,0.05088355,0.16195305,0.00733465
425,0.01041165,0.0021658,0.0117249,0.03528605,0
426,0,0,0.0000085,0,0
427,0,0,0,0,0
428,0,0,0,0,0
429,0,0,0,0,0
430,0,0,0,0,0
431,0,0,0,0,0
432,0,0,0,0,0
433,0,0,0,0,0
434,0,0,0,0,0
435,0,0,0,0,0
436,0,0,0,0,0
437,0,0,0,0,0
438,0,0,0,0,0
439,0,0,0,0,0
440,0.00096815,0,0,0.00817275,0.00005355
441,0.08523375,0.0081889,0.00178415,0.06569735,0.01689035
442,0.20186905,0.05713105,0.0312392,0.14613795,0.0501466
443,0.27549605,0.1210638,0.0784448,0.21081785,0.0789871
444,0.32243815,0.1843344,0.12129585,0.240006,0.0965192
445,0.3223336,0.2037654,0.1394782,0.23313885,0.09245705
446,0.27147385,0.18174275,0.12768275,0.19666365,0.07136515
447,0.16662805,0.1225428,0.0946356,0.13044185,0.036499
448,0.0546261,0.0514199,0.0482885,0.05930705,0.00498525
449,0.0019805,0.0026316,0.01163905,0.00825435,0
450,0,0,0.0000289,0,0
451,0,0,0,0,0
452,0,0,0,0,0
453,0,0,0,0,0
454,0,0,0,0,0
455,0,0,0,0,0
456,0,0,0,0,0
457,0,0,0,0,0
458,0,0,0,0,0
459,0,0,0,0,0
460,0,0,0,0,0
461,0,0,0,0,0
462,0,0,0,0,0
463,0,0,0,0,0
464,0.0001105,0,0,0.00460105,0.0023324
465,0.03249975,0.00918935,0.003519,0.04220335,0.05139525
466,0.08522185,0.0549321,0.0369801,0.09843595,0.12509025
467,0.13025655,0.1034824,0.082518,0.1391314,0.1800504
468,0.14755575,0.15023155,0.1242989,0.15164,0.2056541
469,0.1317024,0.1605072,0.138856,0.13705995,0.1904595
470,0.09715585,0.13885515,0.13351205,0.11399775,0.1410269
471,0.06177545,0.09106475,0.11167385,0.0734451,0.07715025
472,0.02652085,0.0310301,0.0731561,0.03390225,0.01404625
473,0.00128435,0.00027795,0.0289901,0.0050473,0
474,0,0,0.00079475,0,0
475,0,0,0,0,0
476,0,0,0,0,0
477,0,0,0,0,0
478,0,0,0,0,0
479,0,0,0,0,0
480,0,0,0,0,0
481,0,0,0,0,0
482,0,0,0,0,0
483,0,0,0,0,0
484,0,0,0,0,0
485,0,0,0,0,0
486,0,0,0,0,0
487,0,0,0,0,0
488,0,0,0.0000017,0.0015436,0.0001632
489,0.01036745,0.00525045,0.01626985,0.0365381,0.0230146
490,0.0382347,0.0385033,0.0810662,0.09452765,0.06813005
491,0.06872165,0.0814674,0.157794,0.15109855,0.10717225
492,0.0966739,0.11749465,0.2101472,0.20409605,0.12425215
493,0.115294,0.1263933,0.2301528,0.22251215,0.11118935
494,0.1122748,0.112081,0.2155277,0.218365,0.0776084
495,0.08083585,0.0794954,0.16841475,0.1856893,0.03425415
496,0.0356269,0.03547815,0.10150615,0.1175057,0.00365075
497,0.00220405,0.003179,0.03265955,0.02538525,0
498,0,0,0.00059075,0,0
499,0,0,0,0,0
500,0,0,0,0,0
501,0,0,0,0,0
502,0,0,0,0,0
503,0,0,0,0,0
504,0,0,0,0,0
505,0,0,0,0,0
506,0,0,0,0,0
507,0,0,0,0,0
508,0,0,0,0,0
509,0,0,0,0,0
510,0,0,0,0,0
511,0,0,0,0,0
512,0.0000901,0,0.0000068,0.00632825,0.0000697
513,0.03474205,0.0137802,0.0189499,0.0846566,0.0185487
514,0.09521105,0.0726529,0.09348045,0.1890944,0.05409995
515,0.14557185,0.14008425,0.18612195,0.2739159,0.0878339
516,0.1652094,0.1888037,0.2509047,0.322167,0.1089428
517,0.1575203,0.19962505,0.27048275,0.3327818,0.1075607
518,0.12849195,0.17674475,0.2525078,0.305864,0.0839987
519,0.08553295,0.12648085,0.2043706,0.24287475,0.0425816
520,0.03576545,0.0547383,0.1296879,0.14820345,0.00570095
521,0.00306935,0.00291805,0.0431086,0.03676675,0
522,0,0,0.0002941,0,0
523,0,0,0,0,0
524,0,0,0,0,0
525,0,0,0,0,0
526,0,0,0,0,0
527,0,0,0,0,0
528,0,0,0,0,0
529,0,0,0,0,0
530,0,0,0,0,0
531,0,0,0,0,0
532,0,0,0,0,0
533,0,0,0,0,0
534,0,0,0,0,0
535,0,0,0,0,0
536,0.0006307,0,0,0.01349375,0.0004148
537,0.0766632,0.02987495,0.00786845,0.09432195,0.0300985
538,0.1785969,0.1192737,0.05783825,0.1787023,0.0786335
539,0.28290295,0.2116738,0.12103405,0.23917895,0.1185546
540,0.3541984,0.2758607,0.1727166,0.2711857,0.15139095
541,0.36944995,0.2920957,0.1992927,0.2658154,0.1459875
542,0.3377441,0.2590528,0.19909295,0.2331635,0.11124375
543,0.25398085,0.18586185,0.1635298,0.17470645,0.0589798
544,0.1375997,0.08488015,0.0985337,0.09673595,0.01032495
545,0.0208097,0.0080512,0.03158855,0.01869065,0
546,0,0,0.0006562,0,0
547,0,0,0,0,0
548,0,0,0,0,0
549,0,0,0,0,0
550,0,0,0,0,0
551,0,0,0,0,0
552,0,0,0,0,0
553,0,0,0,0,0
554,0,0,0,0,0
555,0,0,0,0,0
556,0,0,0,0,0
557,0,0,0,0,0
558,0,0,0,0,0
559,0,0,0,0,0
560,0.0013617,0,0,0.0025381,0.00286365
561,0.07159295,0.0243899,0.01628345,0.0540753,0.0565097
562,0.15990455,0.1100818,0.0891701,0.13113375,0.13381975
563,0.2258365,0.20200335,0.18538245,0.20232805,0.20124345
564,0.2737357,0.2672536,0.26462285,0.25096505,0.2473432
565,0.27782675,0.2866829,0.3059167,0.2653615,0.2453474
566,0.23402285,0.2606457,0.2970257,0.24486715,0.1965982
567,0.15207265,0.1877021,0.25058935,0.19038725,0.11042775
568,0.0650131,0.0848487,0.16924605,0.1023961,0.022185
569,0.0058463,0.00758965,0.06579425,0.0197268,0
570,0,0,0.002346,0,0
571,0,0,0,0,0
572,0,0,0,0,0
573,0,0,0,0,0
574,0,0,0,0,0
575,0,0,0,0,0
576,0,0,0,0,0
577,0,0,0,0,0
578,0,0,0,0,0
579,0,0,0,0,0
580,0,0,0,0,0
581,0,0,0,0,0
582,0,0,0,0,0
583,0,0,0,0,0
584,0.0025687,0,0,0.0038318,0.00434775
585,0.0846668,0.03437655,0.0300441,0.09875385,0.08613985
586,0.19398275,0.14236735,0.14885115,0.2058632,0.19009995
587,0.2869056,0.2661894,0.282489,0.29018065,0.29017725
588,0.344437,0.33080215,0.37727675,0.3387794,0.34153085
589,0.3476381,0.3404641,0.42054005,0.34605285,0.3360577
590,0.30654825,0.29780175,0.4030581,0.3144354,0.27276925
591,0.21992305,0.21714865,0.3357041,0.2513943,0.1632119
592,0.10357165,0.10213345,0.22543445,0.1544875,0.0364174
593,0.00940185,0.00900405,0.0902224,0.04033845,0.00000085
594,0,0,0.00369835,0,0
595,0,0,0,0,0
596,0,0,0,0,0
597,0,0,0,0,0
598,0,0,0,0,0
599,0,0,0,0,0
600,0,0,0,0,0
601,0,0,0,0,0
602,0,0,0,0,0
603,0,0,0,0,0
604,0,0,0,0,0
605,0,0,0,0,0
606,0,0,0,0,0
607,0,0,0,0,0
608,0.01043715,0.00003995,0.00003995,0.00874395,0.0086853
609,0.18983305,0.06402795,0.02679965,0.13658395,0.10141775
610,0.3117783,0.2066979,0.11067595,0.2685286,0.21217275
611,0.405144,0.3192175,0.2016659,0.36609075,0.3130142
612,0.4658102,0.37383595,0.26477925,0.41694625,0.3605258
613,0.47745265,0.36739465,0.28083745,0.4216323,0.3457783
614,0.4412299,0.31506525,0.25482745,0.38431475,0.27281685
615,0.346307,0.21779975,0.1957482,0.30843355,0.1549584
616,0.1915203,0.0968303,0.11999705,0.19235755,0.036635
617,0.03019795,0.00964495,0.04333555,0.0492167,0.00001105
618,0,0,0.0014773,0.0000119,0
619,0,0,0,0,0
620,0,0,0,0,0
621,0,0,0,0,0
622,0,0,0,0,0
623,0,0,0,0,0
624,0,0,0,0,0
625,0,0,0,0,0
626,0,0,0,0,0
627,0,0,0,0,0
628,0,0,0,0,0
629,0,0,0,0,0
630,0,0,0,0,0
631,0,0,0,0,0
632,0.00136425,0,0.00003485,0.01716915,0.00937635
633,0.039083,0.01882835,0.0119306,0.13451335,0.07876695
634,0.10752585,0.06929455,0.0570418,0.25523545,0.15769965
635,0.19394705,0.1197922,0.10837755,0.36053345,0.218314
636,0.2721904,0.153493,0.1475753,0.42826825,0.2618697
637,0.3017381,0.15072625,0.1706528,0.4432869,0.25798095
638,0.2767957,0.1232857,0.1715334,0.4131204,0.2077808
639,0.2120019,0.0765578,0.14410815,0.3353658,0.1180548
640,0.1201084,0.02768705,0.0922097,0.20715945,0.0257159
641,0.01977865,0.0018768,0.03268335,0.0497488,0
642,0,0,0.0011424,0,0
643,0,0,0,0,0
644,0,0,0,0,0
645,0,0,0,0,0
646,0,0,0,0,0
647,0,0,0,0,0
648,0,0,0,0,0
649,0,0,0,0,0
650,0,0,0,0,0
651,0,0,0,0,0
652,0,0,0,0,0
653,0,0,0,0,0
654,0,0,0,0,0
655,0,0,0,0,0
656,0.0001411,0,0,0.008177,0.00697425
657,0.01992995,0.0101932,0.00526405,0.0370141,0.04979215
658,0.05945495,0.0457504,0.0505376,0.0671551,0.0997339
659,0.0938349,0.08761375,0.1170042,0.0862444,0.1340875
660,0.11067425,0.12055805,0.1883328,0.09780355,0.15531455
661,0.1120929,0.13081245,0.2278731,0.10729805,0.1466012
662,0.0983467,0.1212678,0.2181321,0.10795425,0.10900995
663,0.07212505,0.0939692,0.17608515,0.0942038,0.05535285
664,0.0386359,0.047787,0.1105238,0.06425915,0.0102612
665,0.006902,0.00557175,0.04470235,0.01893205,0
666,0,0,0.00246585,0,0
667,0,0,0,0,0
668,0,0,0,0,0
669,0,0,0,0,0
670,0,0,0,0,0
671,0,0,0,0,0
672,0,0,0,0,0
673,0,0,0,0,0
674,0,0,0,0,0
675,0,0,0,0,0
676,0,0,0,0,0
677,0,0,0,0,0
678,0,0,0,0,0
679,0,0,0,0,0
680,0.00410465,0,0.0000238,0.00881365,0.0030294
681,0.0602871,0.0027336,0.01474155,0.12326785,0.0332146
682,0.10226265,0.01651295,0.05696785,0.2604281,0.07929225
683,0.0969833,0.0337926,0.0957729,0.37297405,0.12462615
684,0.1079653,0.0526388,0.1282684,0.43217145,0.1340178
685,0.1209567,0.0638129,0.1400069,0.4342786,0.10529205
686,0.12295505,0.0541416,0.1327496,0.38229515,0.0663952
687,0.09481835,0.0339524,0.12123975,0.286841,0.02999905
688,0.04374525,0.01259445,0.096985,0.1625693,0.0044251
689,0.00230095,0.00080835,0.04566115,0.04239715,0
690,0,0,0.00324785,0.00005695,0
691,0,0,0,0,0
692,0,0,0,0,0
693,0,0,0,0,0
694,0,0,0,0,0
695,0,0,0,0,0
696,0,0,0,0,0
697,0,0,0,0,0
698,0,0,0,0,0
699,0,0,0,0,0
700,0,0,0,0,0
701,0,0,0,0,0
702,0,0,0,0,0
