Source: sourcetag (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.08.27); timestamp; name <email>
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
2085,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.567579172,0.06929577,0.106902754,0.738451591,0.323072571,0.180751991,0.553733321,2.270316688,0.692943016,1.7763808190000001,1.393041527
2086,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.345482974,0.11549295,0.534513772,0.530762081,0.184612898,0.112969994,1.32895997,1.850801648,0.277177206,2.321137604,2.406162637
2087,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.197418842,0.346478849,1.282833054,0.323072571,0.115383061,0.067781997,1.882693291,1.283222476,0.184784804,2.415877915,2.482146721
2088,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.123386777,0.808450649,1.817346826,0.184612898,0.092306449,0.112969994,1.771946627,0.987094212,0.115490503,1.539530044,1.215745333
2089,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.098709421,1.501408347,1.710444072,0.115383061,0.092306449,0.338909983,1.32895997,0.78967537,0.069294302,0.994773259,1.063777166
2090,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.098709421,1.616901297,1.282833054,0.092306449,0.184612898,0.790789961,1.218213306,0.567579172,0.115490503,0.757922483,1.01312111
2091,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.197418842,1.154929498,1.175930299,0.092306449,0.461532245,1.468609927,1.218213306,0.345482974,0.346471508,0.59212694,1.063777166
2092,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.493547106,0.923943598,1.175930299,0.184612898,1.03844755,1.581579922,1.218213306,0.197418842,0.808433519,0.426331397,1.139761249
2093,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,1.110480989,0.808450649,1.175930299,0.461532245,1.892282203,1.129699944,1.218213306,0.123386777,1.501376535,0.236850776,1.317057444
2094,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,2.023543135,0.692957699,1.175930299,1.03844755,2.030741876,0.903759955,1.32895997,0.098709421,1.616867038,0.118425388,1.899602082
2095,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,2.171607267,0.739154879,1.282833054,1.892282203,1.269213673,0.790789961,1.550453299,0.098709421,1.154905027,0.071055233,2.482146721
2096,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.357254542,0.923943598,1.496638563,2.030741876,1.107677387,0.677819967,1.882693291,0.197418842,0.923924021,0.047370155,2.583458832
2097,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.184513055,1.270422448,1.817346826,1.269213673,1.061524163,0.723007964,1.882693291,0.493547106,0.808433519,0.047370155,1.646321805
2098,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,1.135158344,1.616901297,1.817346826,1.107677387,1.107677387,0.903759955,1.661199963,1.110480989,0.692943016,0.142110466,1.063777166
2099,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.184513055,1.732394247,1.603541317,1.061524163,1.153830612,1.242669939,1.439706634,2.023543135,0.739139217,0.521071707,0.810496888
2100,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.233867765,1.732394247,1.389735808,1.107677387,1.269213673,1.581579922,1.107466642,2.171607267,0.923924021,1.302679268,0.633200694
2101,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.357254542,1.732394247,1.069027545,1.153830612,1.569209632,1.694549916,0.775226649,1.357254542,1.27039553,2.250082371,0.4559045
2102,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.678060161,1.963380146,0.748319281,1.269213673,2.053818489,1.694549916,0.442986657,1.184513055,1.616867038,2.321137604,0.253280278
2103,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.196284622,1.847887197,0.427611018,1.569209632,2.123048325,1.694549916,0.177194663,1.135158344,1.73235754,1.136883724,0.126640139
2104,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.270316688,1.385915397,0.171044407,2.053818489,1.730745917,1.920489905,0.066447999,1.184513055,1.73235754,0.994773259,0.075984083
2105,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,1.850801648,0.692957699,0.064141653,2.123048325,1.199983836,1.807519911,0.044298666,1.233867765,1.73235754,0.947403104,0.050656056
2106,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.283222476,0.277183079,0.042761102,1.730745917,0.923064489,1.355639933,0.022149333,1.357254542,1.963338546,0.994773259,0.050656056
2107,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.987094212,0.18478872,0.021380551,1.199983836,0.738451591,0.677819967,0.022149333,1.678060161,1.847848043,1.065828492,0.151968167
2108,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.78967537,0.11549295,0.021380551,0.923064489,0.530762081,0.271127987,0.110746664,2.196284622,1.385886032,1.231624035,0.557216611
2109,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.567579172,0.06929577,0.106902754,0.738451591,0.323072571,0.180751991,0.553733321,2.270316688,0.692943016,1.7763808190000001,1.393041527
2110,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.345482974,0.11549295,0.534513772,0.530762081,0.184612898,0.112969994,1.32895997,1.850801648,0.29733252,2.321137604,2.406162637
2111,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.197418842,0.346478849,1.282833054,0.323072571,0.115383061,0.067781997,1.882693291,1.283222476,0.19822168,2.415877915,2.482146721
2112,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.123386777,0.808450649,1.817346826,0.184612898,0.092306449,0.112969994,1.771946627,0.987094212,0.138755176,1.539530044,1.215745333
2113,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.098709421,1.501408347,1.710444072,0.115383061,0.092306449,0.338909983,1.32895997,0.78967537,0.09911084,0.994773259,1.063777166
2114,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.098709421,1.616901297,1.282833054,0.092306449,0.184612898,0.790789961,1.218213306,0.567579172,0.09911084,0.757922483,1.01312111
2115,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.197418842,1.154929498,1.175930299,0.092306449,0.461532245,1.468609927,1.218213306,0.345482974,0.158577344,0.59212694,1.063777166
2116,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.367346939,0.493547106,0.923943598,1.175930299,0.184612898,1.03844755,1.581579922,1.218213306,0.197418842,0.29733252,0.426331397,1.139761249
2117,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,0.489795918,1.110480989,0.808450649,1.175930299,0.461532245,1.892282203,1.129699944,1.218213306,0.123386777,0.4955542,0.236850776,1.317057444
2118,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,2.023543135,0.692957699,1.175930299,1.03844755,2.030741876,0.903759955,1.32895997,0.098709421,0.89199756,0.118425388,1.899602082
2119,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,1.836734694,2.171607267,0.739154879,1.282833054,1.892282203,1.269213673,0.790789961,1.550453299,0.098709421,1.288440921,0.071055233,2.482146721
2120,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.357254542,0.923943598,1.496638563,2.030741876,1.107677387,0.677819967,1.882693291,0.197418842,1.546129105,0.047370155,2.583458832
2121,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.224489796,1.184513055,1.270422448,1.817346826,1.269213673,1.061524163,0.723007964,1.882693291,0.493547106,1.684884281,0.047370155,1.646321805
2122,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,1.135158344,1.616901297,1.817346826,1.107677387,1.107677387,0.903759955,1.661199963,1.110480989,1.744350785,0.142110466,1.063777166
2123,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.184513055,1.732394247,1.603541317,1.061524163,1.153830612,1.242669939,1.439706634,2.023543135,1.684884281,0.521071707,0.810496888
2124,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.102040816,1.233867765,1.732394247,1.389735808,1.107677387,1.269213673,1.581579922,1.107466642,2.171607267,1.585773441,1.302679268,0.633200694
2125,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.346938776,1.357254542,1.732394247,1.069027545,1.153830612,1.569209632,1.694549916,0.775226649,1.357254542,1.486662601,2.250082371,0.4559045
2126,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.469387755,1.678060161,1.963380146,0.748319281,1.269213673,2.053818489,1.694549916,0.442986657,1.184513055,1.387551761,2.321137604,0.253280278
2127,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.196284622,1.847887197,0.427611018,1.569209632,2.123048325,1.694549916,0.177194663,1.135158344,1.288440921,1.136883724,0.317964164
2128,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.448979592,2.270316688,1.385915397,0.171044407,2.053818489,1.730745917,1.920489905,0.29733882,1.184513055,1.09021924,0.994773259,0.211976109
2129,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,2.0816326530000002,1.850801648,0.692957699,0.287018477,2.123048325,1.199983836,1.807519911,0.19822588,1.233867765,0.89199756,0.947403104,0.148383276
2130,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.714285714,1.283222476,0.29733882,0.191345651,1.730745917,0.923064489,1.355639933,0.138758116,1.357254542,0.753242384,0.994773259,0.105988055
2131,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.979591837,0.987094212,0.19822588,0.133941956,1.199983836,0.738451591,0.677819967,0.09911294,1.678060161,0.634309376,1.065828492,0.105988055
2132,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.734693878,0.78967537,0.138758116,0.095672826,0.923064489,0.530762081,0.271127987,0.09911294,2.196284622,0.515376368,1.231624035,0.169580887
2133,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.612244898,0.567579172,0.09911294,0.095672826,0.738451591,0.323072571,0.180751991,0.158580704,2.270316688,0.356799024,1.7763808190000001,0.317964164
2134,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.345482974,0.09911294,0.153076521,0.530762081,0.29733882,0.112969994,0.29733882,1.850801648,0.29733252,2.321137604,0.529940273
2135,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.244897959,0.317964164,0.158580704,0.287018477,0.323072571,0.19822588,0.067781997,0.4955647,1.283222476,0.19822168,2.415877915,0.953892492
2136,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.211976109,0.29733882,0.478364129,0.29733882,0.138758116,0.112969994,0.892016461,0.987094212,0.138755176,1.539530044,1.37784471
2137,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.12244898,0.148383276,0.4955647,0.861055431,0.19822588,0.09911294,0.338909983,1.288468221,0.78967537,0.09911084,0.994773259,1.653413652
