Region,Region2,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
ES,NL,Power,2018,2,,,,,
FI,NL,Power,2018,2,,,,,
FR,NL,Power,2018,2,,,,,
GR,NL,Power,2018,2,,,,,
HR,NL,Power,2018,2,,,,,
HU,NL,Power,2018,2,,,,,
IE,NL,Power,2018,2,,,,,
IT,NL,Power,2018,2,,,,,
LU,NL,Power,2018,2,,,,,
ME,NL,Power,2018,2,,,,,
MK,NL,Power,2018,2,,,,,
NL,NL,Power,2018,2,,,,,
NO,NL,Power,2018,2,,,,,
PL,NL,Power,2018,2,,,,,
PT,NL,Power,2018,2,,,,,
RO,NL,Power,2018,2,,,,,
RS,NL,Power,2018,2,,,,,
SE,NL,Power,2018,2,,,,,
SI,NL,Power,2018,2,,,,,
SK,NL,Power,2018,2,,,,,
UK,NL,Power,2018,2,,,,,
EE,NL,Power,2018,2,,,,,
LT,NL,Power,2018,2,,,,,
LV,NL,Power,2018,2,,,,,
UA,NL,Power,2018,2,,,,,
RU,NL,Power,2018,2,,,,,
BY,NL,Power,2018,2,,,,,
AL,NO,Power,2018,2,,,,,
AT,NO,Power,2018,2,,,,,
BA,NO,Power,2018,2,,,,,
BE,NO,Power,2018,2,,,,,
BG,NO,Power,2018,2,,,,,
CH,NO,Power,2018,2,,,,,
CZ,NO,Power,2018,2,,,,,
DE,NO,Power,2018,2,,,,,
DK,NO,Power,2018,2,,,,,
ES,NO,Power,2018,2,,,,,
FI,NO,Power,2018,2,,,,,
FR,NO,Power,2018,2,,,,,
GR,NO,Power,2018,2,,,,,
HR,NO,Power,2018,2,,,,,
HU,NO,Power,2018,2,,,,,
IE,NO,Power,2018,2,,,,,
IT,NO,Power,2018,2,,,,,
LU,NO,Power,2018,2,,,,,
ME,NO,Power,2018,2,,,,,
MK,NO,Power,2018,2,,,,,
NL,NO,Power,2018,2,,,,,
NO,NO,Power,2018,2,,,,,
PL,NO,Power,2018,2,,,,,
PT,NO,Power,2018,2,,,,,
RO,NO,Power,2018,2,,,,,
RS,NO,Power,2018,2,,,,,
SE,NO,Power,2018,2,,,,,
SI,NO,Power,2018,2,,,,,
SK,NO,Power,2018,2,,,,,
UK,NO,Power,2018,2,,,,,
EE,NO,Power,2018,2,,,,,
LT,NO,Power,2018,2,,,,,
LV,NO,Power,2018,2,,,,,
UA,NO,Power,2018,2,,,,,
RU,NO,Power,2018,2,,,,,
BY,NO,Power,2018,2,,,,,
AL,PL,Power,2018,2,,,,,
AT,PL,Power,2018,2,,,,,
BA,PL,Power,2018,2,,,,,
BE,PL,Power,2018,2,,,,,
BG,PL,Power,2018,2,,,,,
CH,PL,Power,2018,2,,,,,
CZ,PL,Power,2018,2,,,,,
DE,PL,Power,2018,2,,,,,
DK,PL,Power,2018,2,,,,,
ES,PL,Power,2018,2,,,,,
FI,PL,Power,2018,2,,,,,
FR,PL,Power,2018,2,,,,,
GR,PL,Power,2018,2,,,,,
HR,PL,Power,2018,2,,,,,
HU,PL,Power,2018,2,,,,,
IE,PL,Power,2018,2,,,,,
IT,PL,Power,2018,2,,,,,
LU,PL,Power,2018,2,,,,,
ME,PL,Power,2018,2,,,,,
MK,PL,Power,2018,2,,,,,
NL,PL,Power,2018,2,,,,,
NO,PL,Power,2018,2,,,,,
PL,PL,Power,2018,2,,,,,
PT,PL,Power,2018,2,,,,,
RO,PL,Power,2018,2,,,,,
RS,PL,Power,2018,2,,,,,
SE,PL,Power,2018,2,,,,,
SI,PL,Power,2018,2,,,,,
SK,PL,Power,2018,2,,,,,
UK,PL,Power,2018,2,,,,,
EE,PL,Power,2018,2,,,,,
LT,PL,Power,2018,2,,,,,
LV,PL,Power,2018,2,,,,,
UA,PL,Power,2018,2,,,,,
RU,PL,Power,2018,2,,,,,
BY,PL,Power,2018,2,,,,,
AL,PT,Power,2018,2,,,,,
AT,PT,Power,2018,2,,,,,
BA,PT,Power,2018,2,,,,,
BE,PT,Power,2018,2,,,,,
BG,PT,Power,2018,2,,,,,
CH,PT,Power,2018,2,,,,,
CZ,PT,Power,2018,2,,,,,
DE,PT,Power,2018,2,,,,,
DK,PT,Power,2018,2,,,,,
ES,PT,Power,2018,2,,,,,
FI,PT,Power,2018,2,,,,,
FR,PT,Power,2018,2,,,,,
GR,PT,Power,2018,2,,,,,
HR,PT,Power,2018,2,,,,,
HU,PT,Power,2018,2,,,,,
IE,PT,Power,2018,2,,,,,
IT,PT,Power,2018,2,,,,,
LU,PT,Power,2018,2,,,,,
ME,PT,Power,2018,2,,,,,
MK,PT,Power,2018,2,,,,,
NL,PT,Power,2018,2,,,,,
NO,PT,Power,2018,2,,,,,
PL,PT,Power,2018,2,,,,,
PT,PT,Power,2018,2,,,,,
RO,PT,Power,2018,2,,,,,
RS,PT,Power,2018,2,,,,,
SE,PT,Power,2018,2,,,,,
SI,PT,Power,2018,2,,,,,
SK,PT,Power,2018,2,,,,,
UK,PT,Power,2018,2,,,,,
EE,PT,Power,2018,2,,,,,
LT,PT,Power,2018,2,,,,,
LV,PT,Power,2018,2,,,,,
UA,PT,Power,2018,2,,,,,
RU,PT,Power,2018,2,,,,,
BY,PT,Power,2018,2,,,,,
AL,RO,Power,2018,2,,,,,
AT,RO,Power,2018,2,,,,,
BA,RO,Power,2018,2,,,,,
BE,RO,Power,2018,2,,,,,
BG,RO,Power,2018,2,,,,,
CH,RO,Power,2018,2,,,,,
CZ,RO,Power,2018,2,,,,,
DE,RO,Power,2018,2,,,,,
DK,RO,Power,2018,2,,,,,
ES,RO,Power,2018,2,,,,,
FI,RO,Power,2018,2,,,,,
FR,RO,Power,2018,2,,,,,
GR,RO,Power,2018,2,,,,,
HR,RO,Power,2018,2,,,,,
HU,RO,Power,2018,2,,,,,
IE,RO,Power,2018,2,,,,,
IT,RO,Power,2018,2,,,,,
LU,RO,Power,2018,2,,,,,
ME,RO,Power,2018,2,,,,,
MK,RO,Power,2018,2,,,,,
NL,RO,Power,2018,2,,,,,
NO,RO,Power,2018,2,,,,,
PL,RO,Power,2018,2,,,,,
PT,RO,Power,2018,2,,,,,
RO,RO,Power,2018,2,,,,,
RS,RO,Power,2018,2,,,,,
SE,RO,Power,2018,2,,,,,
SI,RO,Power,2018,2,,,,,
SK,RO,Power,2018,2,,,,,
UK,RO,Power,2018,2,,,,,
EE,RO,Power,2018,2,,,,,
LT,RO,Power,2018,2,,,,,
LV,RO,Power,2018,2,,,,,
UA,RO,Power,2018,2,,,,,
RU,RO,Power,2018,2,,,,,
BY,RO,Power,2018,2,,,,,
AL,RS,Power,2018,2,,,,,
AT,RS,Power,2018,2,,,,,
BA,RS,Power,2018,2,,,,,
BE,RS,Power,2018,2,,,,,
BG,RS,Power,2018,2,,,,,
CH,RS,Power,2018,2,,,,,
CZ,RS,Power,2018,2,,,,,
DE,RS,Power,2018,2,,,,,
DK,RS,Power,2018,2,,,,,
ES,RS,Power,2018,2,,,,,
FI,RS,Power,2018,2,,,,,
FR,RS,Power,2018,2,,,,,
GR,RS,Power,2018,2,,,,,
HR,RS,Power,2018,2,,,,,
HU,RS,Power,2018,2,,,,,
IE,RS,Power,2018,2,,,,,
IT,RS,Power,2018,2,,,,,
LU,RS,Power,2018,2,,,,,
ME,RS,Power,2018,2,,,,,
MK,RS,Power,2018,2,,,,,
NL,RS,Power,2018,2,,,,,
NO,RS,Power,2018,2,,,,,
PL,RS,Power,2018,2,,,,,
PT,RS,Power,2018,2,,,,,
RO,RS,Power,2018,2,,,,,
RS,RS,Power,2018,2,,,,,
SE,RS,Power,2018,2,,,,,
SI,RS,Power,2018,2,,,,,
SK,RS,Power,2018,2,,,,,
UK,RS,Power,2018,2,,,,,
EE,RS,Power,2018,2,,,,,
LT,RS,Power,2018,2,,,,,
LV,RS,Power,2018,2,,,,,
UA,RS,Power,2018,2,,,,,
RU,RS,Power,2018,2,,,,,
BY,RS,Power,2018,2,,,,,
AL,SE,Power,2018,2,,,,,
AT,SE,Power,2018,2,,,,,
BA,SE,Power,2018,2,,,,,
BE,SE,Power,2018,2,,,,,
BG,SE,Power,2018,2,,,,,
CH,SE,Power,2018,2,,,,,
CZ,SE,Power,2018,2,,,,,
DE,SE,Power,2018,2,,,,,
DK,SE,Power,2018,2,,,,,
ES,SE,Power,2018,2,,,,,
FI,SE,Power,2018,2,,,,,
FR,SE,Power,2018,2,,,,,
GR,SE,Power,2018,2,,,,,
HR,SE,Power,2018,2,,,,,
HU,SE,Power,2018,2,,,,,
IE,SE,Power,2018,2,,,,,
IT,SE,Power,2018,2,,,,,
LU,SE,Power,2018,2,,,,,
ME,SE,Power,2018,2,,,,,
MK,SE,Power,2018,2,,,,,
NL,SE,Power,2018,2,,,,,
NO,SE,Power,2018,2,,,,,
PL,SE,Power,2018,2,,,,,
PT,SE,Power,2018,2,,,,,
RO,SE,Power,2018,2,,,,,
RS,SE,Power,2018,2,,,,,
SE,SE,Power,2018,2,,,,,
SI,SE,Power,2018,2,,,,,
SK,SE,Power,2018,2,,,,,
UK,SE,Power,2018,2,,,,,
EE,SE,Power,2018,2,,,,,
LT,SE,Power,2018,2,,,,,
LV,SE,Power,2018,2,,,,,
UA,SE,Power,2018,2,,,,,
RU,SE,Power,2018,2,,,,,
BY,SE,Power,2018,2,,,,,
AL,SI,Power,2018,2,,,,,
AT,SI,Power,2018,2,,,,,
BA,SI,Power,2018,2,,,,,
BE,SI,Power,2018,2,,,,,
BG,SI,Power,2018,2,,,,,
CH,SI,Power,2018,2,,,,,
CZ,SI,Power,2018,2,,,,,
DE,SI,Power,2018,2,,,,,
DK,SI,Power,2018,2,,,,,
ES,SI,Power,2018,2,,,,,
FI,SI,Power,2018,2,,,,,
FR,SI,Power,2018,2,,,,,
GR,SI,Power,2018,2,,,,,
HR,SI,Power,2018,2,,,,,
HU,SI,Power,2018,2,,,,,
IE,SI,Power,2018,2,,,,,
IT,SI,Power,2018,2,,,,,
LU,SI,Power,2018,2,,,,,
ME,SI,Power,2018,2,,,,,
MK,SI,Power,2018,2,,,,,
NL,SI,Power,2018,2,,,,,
NO,SI,Power,2018,2,,,,,
PL,SI,Power,2018,2,,,,,
PT,SI,Power,2018,2,,,,,
RO,SI,Power,2018,2,,,,,
RS,SI,Power,2018,2,,,,,
SE,SI,Power,2018,2,,,,,
SI,SI,Power,2018,2,,,,,
SK,SI,Power,2018,2,,,,,
UK,SI,Power,2018,2,,,,,
EE,SI,Power,2018,2,,,,,
LT,SI,Power,2018,2,,,,,
LV,SI,Power,2018,2,,,,,
UA,SI,Power,2018,2,,,,,
RU,SI,Power,2018,2,,,,,
BY,SI,Power,2018,2,,,,,
AL,SK,Power,2018,2,,,,,
AT,SK,Power,2018,2,,,,,
BA,SK,Power,2018,2,,,,,
BE,SK,Power,2018,2,,,,,
BG,SK,Power,2018,2,,,,,
CH,SK,Power,2018,2,,,,,
CZ,SK,Power,2018,2,,,,,
DE,SK,Power,2018,2,,,,,
DK,SK,Power,2018,2,,,,,
ES,SK,Power,2018,2,,,,,
FI,SK,Power,2018,2,,,,,
FR,SK,Power,2018,2,,,,,
GR,SK,Power,2018,2,,,,,
HR,SK,Power,2018,2,,,,,
HU,SK,Power,2018,2,,,,,
IE,SK,Power,2018,2,,,,,
IT,SK,Power,2018,2,,,,,
LU,SK,Power,2018,2,,,,,
ME,SK,Power,2018,2,,,,,
MK,SK,Power,2018,2,,,,,
NL,SK,Power,2018,2,,,,,
NO,SK,Power,2018,2,,,,,
PL,SK,Power,2018,2,,,,,
PT,SK,Power,2018,2,,,,,
RO,SK,Power,2018,2,,,,,
RS,SK,Power,2018,2,,,,,
SE,SK,Power,2018,2,,,,,
SI,SK,Power,2018,2,,,,,
SK,SK,Power,2018,2,,,,,
UK,SK,Power,2018,2,,,,,
EE,SK,Power,2018,2,,,,,
LT,SK,Power,2018,2,,,,,
LV,SK,Power,2018,2,,,,,
UA,SK,Power,2018,2,,,,,
RU,SK,Power,2018,2,,,,,
BY,SK,Power,2018,2,,,,,
AL,UK,Power,2018,2,,,,,
AT,UK,Power,2018,2,,,,,
BA,UK,Power,2018,2,,,,,
BE,UK,Power,2018,2,,,,,
BG,UK,Power,2018,2,,,,,
CH,UK,Power,2018,2,,,,,
CZ,UK,Power,2018,2,,,,,
DE,UK,Power,2018,2,,,,,
DK,UK,Power,2018,2,,,,,
ES,UK,Power,2018,2,,,,,
FI,UK,Power,2018,2,,,,,
FR,UK,Power,2018,2,,,,,
GR,UK,Power,2018,2,,,,,
HR,UK,Power,2018,2,,,,,
HU,UK,Power,2018,2,,,,,
IE,UK,Power,2018,2,,,,,
IT,UK,Power,2018,2,,,,,
LU,UK,Power,2018,2,,,,,
ME,UK,Power,2018,2,,,,,
MK,UK,Power,2018,2,,,,,
NL,UK,Power,2018,2,,,,,
NO,UK,Power,2018,2,,,,,
PL,UK,Power,2018,2,,,,,
PT,UK,Power,2018,2,,,,,
RO,UK,Power,2018,2,,,,,
RS,UK,Power,2018,2,,,,,
SE,UK,Power,2018,2,,,,,
SI,UK,Power,2018,2,,,,,
SK,UK,Power,2018,2,,,,,
UK,UK,Power,2018,2,,,,,
EE,UK,Power,2018,2,,,,,
LT,UK,Power,2018,2,,,,,
LV,UK,Power,2018,2,,,,,
UA,UK,Power,2018,2,,,,,
RU,UK,Power,2018,2,,,,,
BY,UK,Power,2018,2,,,,,
AL,EE,Power,2018,2,,,,,
AT,EE,Power,2018,2,,,,,
BA,EE,Power,2018,2,,,,,
BE,EE,Power,2018,2,,,,,
BG,EE,Power,2018,2,,,,,
CH,EE,Power,2018,2,,,,,
CZ,EE,Power,2018,2,,,,,
DE,EE,Power,2018,2,,,,,
DK,EE,Power,2018,2,,,,,
ES,EE,Power,2018,2,,,,,
FI,EE,Power,2018,2,,,,,
FR,EE,Power,2018,2,,,,,
GR,EE,Power,2018,2,,,,,
HR,EE,Power,2018,2,,,,,
HU,EE,Power,2018,2,,,,,
IE,EE,Power,2018,2,,,,,
IT,EE,Power,2018,2,,,,,
LU,EE,Power,2018,2,,,,,
ME,EE,Power,2018,2,,,,,
MK,EE,Power,2018,2,,,,,
NL,EE,Power,2018,2,,,,,
NO,EE,Power,2018,2,,,,,
PL,EE,Power,2018,2,,,,,
PT,EE,Power,2018,2,,,,,
RO,EE,Power,2018,2,,,,,
RS,EE,Power,2018,2,,,,,
SE,EE,Power,2018,2,,,,,
SI,EE,Power,2018,2,,,,,
SK,EE,Power,2018,2,,,,,
UK,EE,Power,2018,2,,,,,
EE,EE,Power,2018,2,,,,,
LT,EE,Power,2018,2,,,,,
LV,EE,Power,2018,2,,,,,
UA,EE,Power,2018,2,,,,,
RU,EE,Power,2018,2,,,,,
BY,EE,Power,2018,2,,,,,
AL,LT,Power,2018,2,,,,,
AT,LT,Power,2018,2,,,,,
BA,LT,Power,2018,2,,,,,
BE,LT,Power,2018,2,,,,,
BG,LT,Power,2018,2,,,,,
CH,LT,Power,2018,2,,,,,
CZ,LT,Power,2018,2,,,,,
DE,LT,Power,2018,2,,,,,
DK,LT,Power,2018,2,,,,,
ES,LT,Power,2018,2,,,,,
FI,LT,Power,2018,2,,,,,
FR,LT,Power,2018,2,,,,,
GR,LT,Power,2018,2,,,,,
HR,LT,Power,2018,2,,,,,
HU,LT,Power,2018,2,,,,,
IE,LT,Power,2018,2,,,,,
IT,LT,Power,2018,2,,,,,
LU,LT,Power,2018,2,,,,,
ME,LT,Power,2018,2,,,,,
MK,LT,Power,2018,2,,,,,
NL,LT,Power,2018,2,,,,,
NO,LT,Power,2018,2,,,,,
PL,LT,Power,2018,2,,,,,
PT,LT,Power,2018,2,,,,,
RO,LT,Power,2018,2,,,,,
RS,LT,Power,2018,2,,,,,
SE,LT,Power,2018,2,,,,,
SI,LT,Power,2018,2,,,,,
SK,LT,Power,2018,2,,,,,
UK,LT,Power,2018,2,,,,,
EE,LT,Power,2018,2,,,,,
LT,LT,Power,2018,2,,,,,
LV,LT,Power,2018,2,,,,,
UA,LT,Power,2018,2,,,,,
RU,LT,Power,2018,2,,,,,
BY,LT,Power,2018,2,,,,,
AL,LV,Power,2018,2,,,,,
AT,LV,Power,2018,2,,,,,
BA,LV,Power,2018,2,,,,,
BE,LV,Power,2018,2,,,,,
BG,LV,Power,2018,2,,,,,
CH,LV,Power,2018,2,,,,,
CZ,LV,Power,2018,2,,,,,
DE,LV,Power,2018,2,,,,,
DK,LV,Power,2018,2,,,,,
ES,LV,Power,2018,2,,,,,
FI,LV,Power,2018,2,,,,,
FR,LV,Power,2018,2,,,,,
GR,LV,Power,2018,2,,,,,
HR,LV,Power,2018,2,,,,,
HU,LV,Power,2018,2,,,,,
IE,LV,Power,2018,2,,,,,
IT,LV,Power,2018,2,,,,,
LU,LV,Power,2018,2,,,,,
ME,LV,Power,2018,2,,,,,
MK,LV,Power,2018,2,,,,,
NL,LV,Power,2018,2,,,,,
NO,LV,Power,2018,2,,,,,
PL,LV,Power,2018,2,,,,,
PT,LV,Power,2018,2,,,,,
RO,LV,Power,2018,2,,,,,
RS,LV,Power,2018,2,,,,,
SE,LV,Power,2018,2,,,,,
SI,LV,Power,2018,2,,,,,
SK,LV,Power,2018,2,,,,,
UK,LV,Power,2018,2,,,,,
EE,LV,Power,2018,2,,,,,
LT,LV,Power,2018,2,,,,,
LV,LV,Power,2018,2,,,,,
UA,LV,Power,2018,2,,,,,
RU,LV,Power,2018,2,,,,,
BY,LV,Power,2018,2,,,,,
AL,UA,Power,2018,2,,,,,
AT,UA,Power,2018,2,,,,,
BA,UA,Power,2018,2,,,,,
BE,UA,Power,2018,2,,,,,
BG,UA,Power,2018,2,,,,,
CH,UA,Power,2018,2,,,,,
CZ,UA,Power,2018,2,,,,,
DE,UA,Power,2018,2,,,,,
DK,UA,Power,2018,2,,,,,
ES,UA,Power,2018,2,,,,,
FI,UA,Power,2018,2,,,,,
FR,UA,Power,2018,2,,,,,
GR,UA,Power,2018,2,,,,,
HR,UA,Power,2018,2,,,,,
HU,UA,Power,2018,2,,,,,
IE,UA,Power,2018,2,,,,,
IT,UA,Power,2018,2,,,,,
LU,UA,Power,2018,2,,,,,
ME,UA,Power,2018,2,,,,,
MK,UA,Power,2018,2,,,,,
NL,UA,Power,2018,2,,,,,
NO,UA,Power,2018,2,,,,,
PL,UA,Power,2018,2,,,,,
PT,UA,Power,2018,2,,,,,
RO,UA,Power,2018,2,,,,,
RS,UA,Power,2018,2,,,,,
SE,UA,Power,2018,2,,,,,
SI,UA,Power,2018,2,,,,,
SK,UA,Power,2018,2,,,,,
UK,UA,Power,2018,2,,,,,
EE,UA,Power,2018,2,,,,,
LT,UA,Power,2018,2,,,,,
LV,UA,Power,2018,2,,,,,
UA,UA,Power,2018,2,,,,,
RU,UA,Power,2018,2,,,,,
BY,UA,Power,2018,2,,,,,
AL,RU,Power,2018,2,,,,,
AT,RU,Power,2018,2,,,,,
BA,RU,Power,2018,2,,,,,
BE,RU,Power,2018,2,,,,,
BG,RU,Power,2018,2,,,,,
CH,RU,Power,2018,2,,,,,
CZ,RU,Power,2018,2,,,,,
DE,RU,Power,2018,2,,,,,
DK,RU,Power,2018,2,,,,,
ES,RU,Power,2018,2,,,,,
FI,RU,Power,2018,2,,,,,
FR,RU,Power,2018,2,,,,,
GR,RU,Power,2018,2,,,,,
HR,RU,Power,2018,2,,,,,
HU,RU,Power,2018,2,,,,,
IE,RU,Power,2018,2,,,,,
IT,RU,Power,2018,2,,,,,
LU,RU,Power,2018,2,,,,,
ME,RU,Power,2018,2,,,,,
MK,RU,Power,2018,2,,,,,
NL,RU,Power,2018,2,,,,,
NO,RU,Power,2018,2,,,,,
PL,RU,Power,2018,2,,,,,
PT,RU,Power,2018,2,,,,,
RO,RU,Power,2018,2,,,,,
RS,RU,Power,2018,2,,,,,
SE,RU,Power,2018,2,,,,,
SI,RU,Power,2018,2,,,,,
SK,RU,Power,2018,2,,,,,
UK,RU,Power,2018,2,,,,,
EE,RU,Power,2018,2,,,,,
LT,RU,Power,2018,2,,,,,
LV,RU,Power,2018,2,,,,,
UA,RU,Power,2018,2,,,,,
RU,RU,Power,2018,2,,,,,
BY,RU,Power,2018,2,,,,,
AL,BY,Power,2018,2,,,,,
AT,BY,Power,2018,2,,,,,
BA,BY,Power,2018,2,,,,,
BE,BY,Power,2018,2,,,,,
BG,BY,Power,2018,2,,,,,
CH,BY,Power,2018,2,,,,,
CZ,BY,Power,2018,2,,,,,
DE,BY,Power,2018,2,,,,,
DK,BY,Power,2018,2,,,,,
ES,BY,Power,2018,2,,,,,
FI,BY,Power,2018,2,,,,,
FR,BY,Power,2018,2,,,,,
GR,BY,Power,2018,2,,,,,
HR,BY,Power,2018,2,,,,,
HU,BY,Power,2018,2,,,,,
IE,BY,Power,2018,2,,,,,
IT,BY,Power,2018,2,,,,,
LU,BY,Power,2018,2,,,,,
ME,BY,Power,2018,2,,,,,
MK,BY,Power,2018,2,,,,,
NL,BY,Power,2018,2,,,,,
NO,BY,Power,2018,2,,,,,
PL,BY,Power,2018,2,,,,,
PT,BY,Power,2018,2,,,,,
RO,BY,Power,2018,2,,,,,
RS,BY,Power,2018,2,,,,,
SE,BY,Power,2018,2,,,,,
SI,BY,Power,2018,2,,,,,
SK,BY,Power,2018,2,,,,,
UK,BY,Power,2018,2,,,,,
EE,BY,Power,2018,2,,,,,
LT,BY,Power,2018,2,,,,,
LV,BY,Power,2018,2,,,,,
UA,BY,Power,2018,2,,,,,
RU,BY,Power,2018,2,,,,,
BY,BY,Power,2018,2,,,,,
